I II III aVR aVL aVF V1 V2 AO SPO2
-0.010 -0.024 -0.005 0.012 0.002 -0.020 0.010 45.400 97.600 2.076 
-0.000 -0.022 -0.015 0.007 0.012 -0.022 0.007 40.000 97.000 2.071 
-0.005 -0.002 0.007 0.002 -0.002 -0.000 -0.000 44.400 95.600 2.066 
0.007 0.002 0.002 -0.007 0.007 -0.000 -0.002 48.800 94.200 2.061 
0.005 -0.007 -0.010 -0.000 0.010 -0.010 -0.002 52.800 92.200 2.056 
0.007 0.020 0.017 -0.015 -0.002 0.017 -0.010 56.600 90.400 2.051 
0.005 -0.022 -0.024 0.007 0.017 -0.024 0.002 49.600 88.400 2.042 
0.007 -0.020 -0.024 0.005 0.017 -0.022 0.005 42.400 86.600 2.032 
-0.012 -0.024 -0.007 0.017 -0.000 -0.017 0.010 21.200 86.000 2.022 
-0.002 0.007 0.015 -0.005 -0.005 0.010 -0.002 -0.000 85.400 2.012 
-0.005 0.007 0.020 -0.005 -0.007 0.010 -0.002 -23.200 86.200 2.007 
-0.002 0.002 0.010 -0.002 -0.002 0.005 -0.000 -46.400 87.200 2.002 
-0.005 0.022 0.029 -0.010 -0.015 0.024 -0.007 -57.000 88.600 1.998 
-0.000 0.027 0.029 -0.015 -0.012 0.027 -0.010 -67.600 90.200 1.993 
-0.000 0.015 0.015 -0.007 -0.007 0.015 -0.007 -58.000 92.200 1.983 
0.002 -0.005 0.002 -0.002 0.005 -0.005 -0.000 -48.400 94.400 1.973 
-0.007 0.022 0.029 -0.007 -0.017 0.027 -0.007 -14.800 96.000 1.963 
-0.002 0.039 0.044 -0.020 -0.022 0.042 -0.012 18.600 97.600 1.954 
-0.005 0.046 0.051 -0.020 -0.027 0.049 -0.017 62.000 97.400 1.944 
-0.012 0.032 0.049 -0.012 -0.027 0.039 -0.007 105.400 97.200 1.934 
-0.012 0.029 0.046 -0.010 -0.027 0.037 -0.007 130.600 95.800 1.924 
-0.020 0.049 0.066 -0.012 -0.044 0.059 -0.010 155.600 94.400 1.915 
-0.022 0.046 0.076 -0.015 -0.044 0.059 -0.010 151.400 92.800 1.905 
-0.022 0.063 0.081 -0.017 -0.054 0.076 -0.015 147.200 91.400 1.895 
-0.020 0.063 0.081 -0.020 -0.051 0.073 -0.017 127.800 89.600 1.885 
-0.015 0.054 0.073 -0.022 -0.042 0.061 -0.012 108.400 87.600 1.875 
-0.010 0.051 0.063 -0.022 -0.034 0.056 -0.017 92.800 86.000 1.866 
-0.015 0.039 0.063 -0.017 -0.034 0.046 -0.007 77.200 84.200 1.856 
-0.015 0.024 0.044 -0.007 -0.027 0.032 -0.005 72.600 83.200 1.846 
-0.022 0.017 0.042 0.002 -0.029 0.029 0.002 68.000 82.000 1.836 
-0.015 0.066 0.083 -0.027 -0.046 0.073 -0.020 70.200 81.400 1.832 
-0.022 0.049 0.073 -0.015 -0.046 0.061 -0.010 72.400 80.800 1.827 
-0.015 0.051 0.073 -0.022 -0.039 0.059 -0.015 75.600 80.600 1.822 
-0.012 0.051 0.066 -0.020 -0.037 0.059 -0.012 78.600 80.200 1.817 
-0.005 0.051 0.054 -0.022 -0.029 0.054 -0.017 79.000 80.000 1.807 
-0.005 0.061 0.061 -0.024 -0.034 0.063 -0.020 79.600 79.600 1.797 
-0.010 0.034 0.044 -0.012 -0.027 0.039 -0.010 76.200 79.200 1.788 
-0.015 0.020 0.032 -0.000 -0.024 0.027 -0.002 72.800 78.800 1.778 
-0.015 0.042 0.059 -0.015 -0.034 0.049 -0.012 67.400 78.400 1.768 
-0.007 0.046 0.051 -0.017 -0.029 0.051 -0.012 61.800 78.000 1.758 
-0.015 0.012 0.032 -0.000 -0.020 0.020 -0.002 60.800 77.600 1.748 
-0.024 0.015 0.037 0.007 -0.032 0.027 0.002 59.600 77.200 1.739 
-0.027 0.010 0.039 0.007 -0.032 0.024 0.002 66.200 77.600 1.729 
-0.024 -0.024 0.007 0.022 -0.012 -0.012 0.017 73.000 77.800 1.719 
-0.022 -0.034 -0.010 0.027 -0.005 -0.022 0.017 81.400 79.600 1.709 
-0.024 0.005 0.034 0.007 -0.027 0.017 0.007 89.800 81.400 1.700 
-0.017 0.015 0.034 -0.000 -0.024 0.024 -0.002 92.800 83.000 1.690 
-0.017 -0.012 0.010 0.012 -0.010 -0.002 0.010 96.000 84.800 1.680 
-0.022 -0.027 -0.002 0.024 -0.007 -0.015 0.015 93.200 85.200 1.670 
-0.012 0.002 0.020 0.002 -0.012 0.010 0.002 90.400 85.800 1.661 
-0.029 0.007 0.039 0.010 -0.032 0.022 0.005 85.200 85.800 1.651 
-0.024 -0.010 0.015 0.017 -0.020 0.002 0.012 79.800 86.000 1.641 
-0.022 -0.010 0.015 0.015 -0.017 0.002 0.007 76.000 85.800 1.631 
-0.015 -0.000 0.020 0.005 -0.015 0.007 0.005 72.000 85.800 1.621 
-0.010 -0.017 -0.002 0.012 -0.000 -0.012 0.007 71.200 85.200 1.607 
-0.022 -0.005 0.022 0.012 -0.020 0.007 0.010 70.200 84.600 1.592 
-0.022 0.017 0.042 0.002 -0.029 0.029 -0.000 73.000 84.000 1.578 
-0.012 -0.007 0.005 0.010 -0.007 -0.000 0.007 75.600 83.200 1.563 
-0.012 -0.029 -0.007 0.017 0.002 -0.022 0.012 79.600 83.400 1.553 
-0.020 -0.022 0.005 0.017 -0.007 -0.012 0.015 83.400 83.600 1.543 
-0.020 0.007 0.032 0.005 -0.022 0.017 0.002 83.200 83.600 1.534 
-0.012 0.017 0.034 -0.005 -0.020 0.024 -0.002 83.000 83.800 1.524 
-0.020 0.012 0.039 -0.000 -0.024 0.022 -0.000 78.600 83.200 1.514 
-0.022 0.027 0.056 -0.005 -0.034 0.039 -0.002 74.400 82.400 1.504 
-0.012 0.027 0.044 -0.010 -0.024 0.034 -0.007 71.600 81.400 1.495 
0.012 0.044 0.039 -0.032 -0.010 0.039 -0.020 68.800 80.200 1.485 
0.024 0.051 0.029 -0.039 -0.000 0.039 -0.027 69.200 79.400 1.475 
0.051 0.083 0.034 -0.068 0.010 0.059 -0.044 69.600 78.400 1.465 
0.068 0.090 0.027 -0.081 0.024 0.056 -0.056 70.600 77.400 1.455 
0.061 0.110 0.051 -0.085 0.007 0.081 -0.056 71.400 76.600 1.446 
0.051 0.151 0.107 -0.105 -0.024 0.127 -0.071 70.200 75.800 1.431 
0.056 0.195 0.151 -0.132 -0.042 0.168 -0.083 68.800 75.200 1.416 
0.071 0.256 0.195 -0.168 -0.056 0.222 -0.112 66.000 74.600 1.402 
0.083 0.335 0.254 -0.210 -0.083 0.293 -0.139 63.400 74.000 1.387 
0.098 0.405 0.313 -0.254 -0.105 0.357 -0.171 62.800 73.600 1.372 
0.110 0.449 0.344 -0.281 -0.115 0.396 -0.186 62.400 73.000 1.358 
0.105 0.476 0.381 -0.295 -0.132 0.425 -0.195 65.400 72.400 1.343 
0.098 0.442 0.354 -0.274 -0.122 0.393 -0.181 68.400 71.800 1.328 
0.078 0.408 0.337 -0.247 -0.125 0.369 -0.164 72.600 71.000 1.309 
0.076 0.388 0.320 -0.234 -0.117 0.352 -0.154 77.000 70.400 1.289 
0.100 0.418 0.325 -0.261 -0.107 0.369 -0.176 81.000 69.800 1.270 
0.129 0.449 0.322 -0.291 -0.095 0.386 -0.193 85.000 69.400 1.250 
0.154 0.479 0.332 -0.320 -0.085 0.403 -0.212 87.800 69.400 1.221 
0.186 0.508 0.325 -0.347 -0.068 0.415 -0.232 90.400 69.400 1.192 
0.198 0.505 0.305 -0.349 -0.054 0.408 -0.237 89.400 70.000 1.162 
0.193 0.488 0.298 -0.342 -0.051 0.393 -0.227 88.400 70.600 1.133 
0.205 0.449 0.247 -0.327 -0.020 0.347 -0.220 77.800 71.400 1.114 
0.193 0.364 0.176 -0.281 0.012 0.269 -0.186 67.000 72.200 1.094 
0.181 0.266 0.093 -0.227 0.049 0.176 -0.151 43.800 72.800 1.074 
0.151 0.230 0.081 -0.190 0.037 0.154 -0.127 20.400 73.600 1.055 
0.129 0.227 0.103 -0.181 0.017 0.164 -0.122 -6.000 74.200 1.031 
0.098 0.247 0.159 -0.176 -0.024 0.198 -0.115 -32.400 74.800 1.006 
0.088 0.252 0.164 -0.168 -0.037 0.208 -0.115 -47.600 75.400 0.982 
0.076 0.239 0.171 -0.161 -0.044 0.203 -0.105 -62.800 76.200 0.957 
0.083 0.205 0.129 -0.147 -0.020 0.164 -0.098 -62.600 76.000 0.923 
0.073 0.168 0.100 -0.122 -0.010 0.132 -0.081 -62.200 75.800 0.889 
0.081 0.132 0.049 -0.105 0.015 0.093 -0.073 -50.800 75.000 0.855 
0.093 0.073 -0.022 -0.081 0.056 0.027 -0.056 -39.200 74.000 0.821 
0.100 -0.005 -0.103 -0.049 0.103 -0.054 -0.034 -25.600 73.000 0.777 
0.073 -0.076 -0.147 -0.000 0.112 -0.112 -0.000 -11.800 72.000 0.733 
0.056 -0.044 -0.100 -0.005 0.078 -0.071 -0.007 -6.600 71.000 0.689 
0.029 -0.042 -0.066 0.005 0.051 -0.056 0.005 -1.400 69.800 0.645 
-0.000 -0.063 -0.063 0.032 0.032 -0.063 0.020 -6.000 68.400 0.615 
-0.005 -0.068 -0.059 0.034 0.029 -0.066 0.024 -10.600 67.000 0.586 
-0.015 -0.061 -0.046 0.039 0.017 -0.054 0.022 -19.000 66.400 0.557 
-0.022 -0.073 -0.054 0.049 0.015 -0.061 0.032 -27.400 65.800 0.527 
-0.029 -0.063 -0.034 0.046 0.002 -0.049 0.029 -36.800 66.800 0.508 
-0.015 -0.046 -0.022 0.027 0.010 -0.039 0.020 -46.200 67.800 0.488 
-0.010 -0.049 -0.032 0.027 0.015 -0.044 0.017 -54.800 69.400 0.469 
-0.022 -0.059 -0.039 0.042 0.007 -0.046 0.027 -63.400 71.200 0.449 
-0.017 -0.039 -0.022 0.029 0.002 -0.029 0.017 -64.600 72.000 0.430 
-0.022 -0.032 -0.002 0.024 -0.005 -0.020 0.017 -66.000 72.800 0.410 
-0.020 -0.039 -0.010 0.024 -0.000 -0.029 0.017 -54.000 72.400 0.391 
-0.027 -0.073 -0.039 0.046 0.010 -0.059 0.034 -41.800 72.200 0.371 
-0.027 -0.066 -0.042 0.049 0.007 -0.051 0.029 -21.200 71.800 0.361 
-0.017 -0.015 0.012 0.012 -0.010 -0.005 0.010 -0.600 71.200 0.352 
-0.032 -0.032 0.002 0.032 -0.015 -0.015 0.020 15.000 70.400 0.342 
-0.044 -0.046 -0.002 0.046 -0.020 -0.024 0.029 30.800 69.400 0.332 
-0.046 -0.032 0.020 0.037 -0.029 -0.007 0.024 35.800 68.800 0.317 
-0.049 -0.032 0.022 0.039 -0.032 -0.007 0.027 40.800 68.200 0.303 
-0.046 -0.063 -0.020 0.056 -0.015 -0.039 0.034 39.600 68.200 0.288 
-0.046 -0.073 -0.034 0.063 -0.010 -0.049 0.039 38.200 68.200 0.274 
-0.044 -0.056 -0.015 0.051 -0.015 -0.034 0.032 36.200 69.000 0.259 
-0.044 -0.071 -0.022 0.056 -0.007 -0.049 0.039 34.000 69.600 0.244 
-0.039 -0.081 -0.034 0.056 0.002 -0.061 0.037 33.400 70.600 0.230 
-0.042 -0.088 -0.044 0.063 0.002 -0.066 0.044 33.000 71.800 0.215 
-0.049 -0.110 -0.059 0.078 0.007 -0.085 0.051 33.600 72.800 0.195 
-0.046 -0.115 -0.068 0.081 0.012 -0.090 0.054 34.200 74.000 0.176 
-0.044 -0.093 -0.049 0.068 0.002 -0.071 0.044 34.000 75.000 0.156 
-0.054 -0.061 -0.017 0.063 -0.022 -0.034 0.039 33.800 76.000 0.137 
-0.051 -0.056 -0.002 0.054 -0.022 -0.029 0.034 31.600 76.400 0.127 
-0.044 -0.071 -0.022 0.056 -0.007 -0.049 0.039 29.600 76.800 0.117 
-0.051 -0.083 -0.027 0.066 -0.010 -0.056 0.042 26.400 76.600 0.107 
-0.051 -0.068 -0.020 0.061 -0.017 -0.042 0.039 23.200 76.400 0.098 
-0.046 -0.083 -0.034 0.063 -0.005 -0.059 0.042 20.600 76.200 0.088 
-0.027 -0.063 -0.032 0.044 0.005 -0.049 0.029 18.200 76.000 0.078 
-0.039 -0.046 -0.002 0.042 -0.015 -0.027 0.027 18.000 76.200 0.068 
-0.049 -0.049 -0.005 0.051 -0.024 -0.024 0.032 18.000 76.200 0.059 
-0.039 -0.051 -0.015 0.046 -0.012 -0.032 0.027 20.200 77.000 0.049 
-0.049 -0.095 -0.046 0.073 -0.000 -0.071 0.049 22.400 77.600 0.039 
-0.034 -0.037 -0.005 0.037 -0.015 -0.020 0.022 25.600 78.800 0.029 
-0.032 -0.010 0.024 0.020 -0.027 0.007 0.015 28.800 79.800 0.020 
-0.042 0.005 0.049 0.017 -0.044 0.027 0.010 31.000 80.800 0.015 
-0.039 0.012 0.056 0.012 -0.044 0.032 0.010 33.200 82.000 0.010 
-0.034 0.012 0.051 0.010 -0.039 0.029 0.005 34.200 82.800 0.005 
-0.020 0.015 0.044 -0.002 -0.027 0.024 0.002 35.000 83.600 -0.000 
-0.017 0.027 0.044 -0.005 -0.029 0.037 -0.005 35.000 84.400 -0.000 
-0.020 0.054 0.071 -0.015 -0.046 0.063 -0.012 35.000 85.200 -0.000 
-0.010 0.056 0.068 -0.024 -0.037 0.061 -0.017 34.600 85.800 -0.000 
-0.002 0.034 0.049 -0.022 -0.020 0.037 -0.010 34.400 86.600 -0.000 
0.010 0.066 0.059 -0.039 -0.022 0.061 -0.027 33.800 87.000 -0.000 
0.012 0.076 0.068 -0.046 -0.024 0.071 -0.029 33.200 87.400 -0.000 
0.017 0.093 0.083 -0.059 -0.029 0.085 -0.039 33.000 87.600 -0.000 
0.024 0.098 0.081 -0.063 -0.024 0.085 -0.042 32.600 88.000 -0.000 
0.020 0.073 0.061 -0.049 -0.017 0.063 -0.034 33.200 88.600 -0.000 
0.024 0.112 0.093 -0.071 -0.032 0.100 -0.046 33.600 89.400 -0.000 
0.029 0.122 0.093 -0.076 -0.032 0.107 -0.054 34.600 90.600 -0.000 
0.032 0.095 0.068 -0.066 -0.015 0.081 -0.042 35.400 91.800 -0.000 
0.022 0.093 0.076 -0.059 -0.024 0.083 -0.042 36.200 93.200 -0.000 
0.029 0.088 0.059 -0.059 -0.015 0.073 -0.039 36.800 94.600 -0.000 
0.034 0.093 0.054 -0.061 -0.012 0.076 -0.044 36.800 95.800 -0.000 
0.032 0.071 0.044 -0.054 -0.002 0.056 -0.034 36.800 96.800 -0.000 
0.027 0.066 0.044 -0.049 -0.005 0.054 -0.034 36.800 97.400 0.015 
0.020 0.063 0.046 -0.042 -0.012 0.054 -0.027 36.600 98.000 0.029 
0.012 0.083 0.071 -0.046 -0.029 0.078 -0.034 36.600 98.400 0.044 
0.010 0.061 0.054 -0.037 -0.020 0.056 -0.024 36.600 98.800 0.059 
0.017 0.059 0.042 -0.037 -0.012 0.051 -0.027 36.200 99.400 0.132 
0.020 0.034 0.020 -0.029 0.002 0.024 -0.017 35.600 99.800 0.205 
0.007 0.022 0.020 -0.017 -0.002 0.020 -0.012 31.800 100.800 0.278 
0.002 0.015 0.012 -0.007 -0.005 0.015 -0.005 27.800 101.600 0.352 
0.002 -0.005 -0.010 0.002 0.005 -0.005 -0.002 14.800 102.000 0.464 
-0.002 -0.024 -0.020 0.012 0.010 -0.022 0.010 1.800 102.400 0.576 
0.002 -0.012 -0.010 0.002 0.010 -0.012 -0.000 -15.600 101.000 0.689 
-0.000 -0.002 -0.002 0.002 0.002 -0.002 -0.000 -33.400 99.600 0.801 
-0.002 0.002 0.005 -0.000 -0.002 0.005 -0.002 -35.600 98.000 0.943 
-0.010 -0.010 -0.002 0.012 -0.005 -0.005 0.007 -37.800 96.600 1.084 
-0.005 -0.005 0.007 0.002 -0.002 -0.002 -0.000 -19.000 96.200 1.226 
0.002 0.017 0.015 -0.010 -0.005 0.017 -0.007 -0.200 96.000 1.368 
0.007 -0.005 -0.010 -0.002 0.010 -0.007 -0.002 12.800 95.400 1.680 
-0.005 -0.034 -0.027 0.020 0.012 -0.032 0.012 25.800 94.600 1.993 
-0.002 -0.017 -0.020 0.012 0.007 -0.015 0.005 18.200 93.600 2.305 
-0.002 -0.017 -0.015 0.010 0.007 -0.015 0.007 10.600 92.600 2.618 
0.010 -0.020 -0.027 0.005 0.020 -0.024 -0.000 2.000 91.800 2.750 
0.007 -0.022 -0.022 0.005 0.020 -0.024 0.005 -6.400 91.200 2.882 
0.010 -0.015 -0.024 0.002 0.017 -0.020 -0.000 -1.600 91.000 3.013 
0.007 0.007 -0.000 -0.007 0.005 0.005 -0.005 3.000 90.800 3.145 
-0.002 -0.015 -0.015 0.010 0.005 -0.012 0.002 9.600 91.600 3.263 
0.005 -0.017 -0.017 0.005 0.015 -0.020 0.005 16.200 92.400 3.380 
0.007 -0.024 -0.029 0.007 0.020 -0.027 0.002 14.600 92.800 3.497 
0.005 -0.046 -0.042 0.017 0.029 -0.049 0.015 13.000 93.400 3.614 
-0.000 -0.037 -0.034 0.017 0.020 -0.037 0.010 9.400 93.000 3.702 
0.002 -0.027 -0.024 0.010 0.017 -0.027 0.007 5.800 92.400 3.790 
-0.000 -0.037 -0.034 0.017 0.020 -0.037 0.010 7.000 91.600 3.878 
0.015 -0.024 -0.039 0.005 0.027 -0.032 0.002 8.200 90.800 3.966 
0.029 -0.015 -0.039 -0.010 0.037 -0.029 -0.007 10.200 90.000 4.039 
0.051 0.024 -0.029 -0.037 0.039 -0.000 -0.024 12.400 89.000 4.112 
0.073 0.061 -0.012 -0.066 0.044 0.024 -0.046 11.000 88.000 4.186 
0.063 0.107 0.039 -0.083 0.010 0.076 -0.056 9.400 87.000 4.259 
0.068 0.147 0.078 -0.107 -0.005 0.112 -0.073 6.800 86.400 4.313 
0.073 0.205 0.137 -0.142 -0.029 0.168 -0.093 4.200 85.800 4.366 
0.066 0.261 0.193 -0.161 -0.063 0.230 -0.112 4.600 85.600 4.420 
0.093 0.335 0.242 -0.212 -0.073 0.288 -0.142 5.000 85.400 4.474 
0.120 0.427 0.313 -0.276 -0.093 0.369 -0.186 7.000 85.600 4.518 
0.142 0.466 0.327 -0.305 -0.090 0.396 -0.203 9.200 85.800 4.562 
0.139 0.469 0.332 -0.305 -0.095 0.400 -0.205 9.800 85.600 4.606 
0.139 0.449 0.310 -0.293 -0.085 0.381 -0.195 10.400 85.400 4.650 
0.139 0.464 0.322 -0.300 -0.093 0.396 -0.203 8.800 85.200 4.684 
0.117 0.437 0.322 -0.278 -0.100 0.379 -0.186 7.200 85.000 4.718 
0.125 0.457 0.335 -0.291 -0.103 0.396 -0.195 5.200 84.800 4.752 
0.151 0.474 0.322 -0.313 -0.085 0.398 -0.208 3.400 84.600 4.786 
0.171 0.454 0.283 -0.313 -0.056 0.369 -0.210 2.800 84.400 4.801 
0.195 0.459 0.266 -0.327 -0.034 0.361 -0.217 2.200 84.000 4.816 
0.215 0.474 0.266 -0.347 -0.022 0.366 -0.232 3.000 83.600 4.830 
0.208 0.449 0.237 -0.325 -0.017 0.347 -0.220 3.800 83.400 4.845 
0.217 0.413 0.198 -0.315 0.012 0.305 -0.212 4.600 83.200 4.845 
0.208 0.364 0.156 -0.286 0.027 0.261 -0.190 5.400 83.200 4.845 
0.190 0.298 0.105 -0.242 0.042 0.203 -0.166 5.400 83.000 4.845 
0.178 0.220 0.039 -0.198 0.068 0.132 -0.132 5.400 83.000 4.845 
0.144 0.154 0.005 -0.147 0.068 0.083 -0.103 5.600 82.400 4.830 
0.117 0.151 0.032 -0.132 0.042 0.093 -0.090 5.800 82.000 4.816 
0.095 0.195 0.098 -0.144 -0.002 0.149 -0.100 6.000 81.400 4.801 
0.081 0.186 0.098 -0.129 -0.012 0.147 -0.088 6.200 81.000 4.786 
0.076 0.095 0.015 -0.083 0.029 0.059 -0.059 6.200 80.600 4.762 
0.095 0.078 -0.017 -0.085 0.056 0.032 -0.059 6.200 80.200 4.737 
0.103 0.081 -0.022 -0.090 0.063 0.029 -0.063 6.000 80.000 4.713 
0.095 0.005 -0.095 -0.046 0.093 -0.042 -0.034 6.000 79.800 4.689 
0.100 -0.061 -0.159 -0.020 0.132 -0.110 -0.015 6.200 79.400 4.659 
0.081 -0.066 -0.144 -0.007 0.115 -0.105 -0.005 6.400 78.800 4.630 
0.046 -0.066 -0.110 0.010 0.081 -0.088 0.005 6.800 78.600 4.601 
0.017 -0.076 -0.093 0.029 0.056 -0.083 0.020 7.000 78.200 4.571 
-0.005 -0.107 -0.098 0.054 0.049 -0.105 0.034 6.800 78.000 4.542 
-0.015 -0.088 -0.068 0.049 0.029 -0.081 0.034 6.600 78.000 4.513 
-0.017 -0.100 -0.078 0.056 0.034 -0.090 0.037 6.400 77.800 4.484 
-0.022 -0.095 -0.073 0.059 0.027 -0.083 0.039 6.200 77.600 4.454 
-0.032 -0.088 -0.063 0.063 0.012 -0.071 0.037 5.800 77.200 4.425 
-0.015 -0.071 -0.054 0.042 0.022 -0.063 0.029 5.600 76.600 4.396 
-0.027 -0.100 -0.068 0.061 0.024 -0.085 0.039 5.200 76.000 4.366 
-0.022 -0.103 -0.081 0.063 0.029 -0.090 0.042 4.800 75.200 4.337 
-0.037 -0.107 -0.068 0.071 0.017 -0.088 0.046 5.400 74.800 4.308 
-0.029 -0.090 -0.061 0.061 0.017 -0.076 0.039 6.000 74.200 4.278 
-0.032 -0.142 -0.112 0.088 0.039 -0.125 0.056 7.200 74.000 4.249 
-0.024 -0.134 -0.112 0.081 0.044 -0.122 0.054 8.400 73.800 4.220 
-0.017 -0.081 -0.068 0.051 0.024 -0.071 0.029 8.800 73.800 4.195 
-0.024 -0.068 -0.046 0.049 0.010 -0.056 0.032 9.200 73.600 4.171 
-0.034 -0.095 -0.059 0.063 0.015 -0.078 0.042 9.200 73.200 4.147 
-0.024 -0.088 -0.059 0.054 0.020 -0.076 0.037 9.400 72.800 4.122 
-0.020 -0.061 -0.046 0.044 0.012 -0.051 0.024 10.000 71.800 4.098 
-0.032 -0.083 -0.049 0.056 0.010 -0.066 0.039 10.800 70.800 4.073 
-0.034 -0.085 -0.046 0.059 0.010 -0.068 0.037 10.800 69.800 4.049 
-0.034 -0.051 -0.020 0.044 -0.007 -0.034 0.029 10.600 68.600 4.024 
-0.039 -0.046 -0.010 0.044 -0.015 -0.027 0.027 7.000 68.200 4.005 
-0.034 -0.061 -0.022 0.046 -0.002 -0.044 0.032 3.400 68.000 3.985 
-0.029 -0.063 -0.029 0.044 0.002 -0.049 0.029 -1.600 69.000 3.966 
-0.042 -0.066 -0.024 0.054 -0.007 -0.044 0.037 -6.800 70.200 3.946 
-0.056 -0.068 -0.012 0.063 -0.022 -0.039 0.039 -8.600 72.000 3.927 
-0.042 -0.046 0.002 0.042 -0.017 -0.024 0.029 -10.400 73.600 3.907 
-0.037 -0.032 0.010 0.032 -0.020 -0.012 0.020 -7.600 75.200 3.888 
-0.042 -0.046 -0.002 0.044 -0.017 -0.024 0.029 -4.600 76.800 3.868 
-0.051 -0.073 -0.012 0.059 -0.015 -0.046 0.039 -1.200 77.800 3.853 
-0.039 -0.059 -0.015 0.046 -0.010 -0.039 0.032 2.200 78.800 3.839 
-0.044 -0.054 -0.012 0.051 -0.017 -0.032 0.029 3.600 79.200 3.824 
-0.037 -0.049 -0.007 0.042 -0.012 -0.029 0.029 5.000 79.800 3.810 
-0.032 -0.029 0.002 0.032 -0.017 -0.012 0.017 6.400 79.600 3.790 
-0.046 -0.002 0.044 0.024 -0.044 0.022 0.017 7.800 79.400 3.770 
-0.039 -0.005 0.037 0.022 -0.037 0.015 0.012 10.400 78.800 3.751 
-0.032 -0.015 0.022 0.022 -0.024 0.002 0.015 13.200 78.200 3.731 
-0.010 0.020 0.032 -0.005 -0.020 0.024 -0.005 15.600 77.800 3.717 
-0.017 0.029 0.046 -0.005 -0.032 0.039 -0.005 18.000 77.400 3.702 
-0.022 -0.000 0.024 0.010 -0.022 0.012 0.005 18.000 77.000 3.687 
-0.012 -0.010 0.005 0.010 -0.007 -0.002 0.007 17.800 76.800 3.673 
-0.005 -0.017 -0.012 0.012 0.005 -0.015 0.005 15.600 76.600 3.653 
-0.000 -0.002 0.002 -0.000 0.002 -0.002 -0.000 13.400 76.600 3.634 
-0.000 0.017 0.017 -0.007 -0.007 0.017 -0.007 11.400 76.800 3.614 
0.007 0.032 0.027 -0.020 -0.007 0.029 -0.012 9.200 77.200 3.595 
-0.000 0.049 0.056 -0.027 -0.024 0.049 -0.020 8.200 77.600 3.551 
0.010 0.078 0.071 -0.044 -0.029 0.073 -0.029 7.400 78.200 3.507 
0.017 0.068 0.059 -0.046 -0.017 0.061 -0.032 6.600 79.000 3.463 
0.024 0.068 0.049 -0.049 -0.010 0.056 -0.032 5.800 79.800 3.419 
0.032 0.090 0.061 -0.061 -0.012 0.076 -0.044 4.800 80.600 3.399 
0.027 0.066 0.044 -0.049 -0.005 0.054 -0.032 3.600 81.400 3.380 
0.022 0.039 0.020 -0.032 0.002 0.029 -0.022 3.200 82.000 3.360 
0.017 0.020 0.005 -0.020 0.007 0.012 -0.012 2.600 82.600 3.341 
0.029 0.024 -0.007 -0.024 0.017 0.010 -0.020 3.800 82.800 3.316 
0.020 0.039 0.017 -0.027 -0.000 0.029 -0.020 5.000 83.200 3.292 
0.024 0.051 0.027 -0.037 -0.000 0.039 -0.027 6.800 83.400 3.267 
0.017 0.054 0.037 -0.034 -0.010 0.046 -0.024 8.800 83.600 3.243 
0.017 0.037 0.020 -0.027 -0.000 0.029 -0.020 9.400 84.000 3.223 
0.024 0.010 -0.012 -0.017 0.020 -0.002 -0.012 10.200 84.200 3.204 
0.020 -0.007 -0.024 -0.007 0.024 -0.017 -0.007 9.600 84.400 3.184 
0.022 -0.002 -0.022 -0.010 0.024 -0.012 -0.007 9.000 84.600 3.165 
0.017 0.007 -0.005 -0.015 0.015 -0.000 -0.010 8.000 84.600 3.136 
0.020 -0.002 -0.017 -0.010 0.022 -0.012 -0.005 7.000 84.600 3.106 
0.015 -0.020 -0.029 -0.000 0.024 -0.027 -0.000 6.600 84.600 3.077 
0.015 -0.020 -0.034 0.002 0.024 -0.027 0.002 6.000 84.600 3.048 
0.022 -0.024 -0.044 -0.000 0.034 -0.034 -0.002 5.600 84.600 3.023 
0.002 -0.061 -0.059 0.027 0.034 -0.061 0.020 5.200 84.400 2.999 
-0.000 -0.037 -0.032 0.017 0.020 -0.037 0.010 5.000 84.400 2.974 
0.007 -0.034 -0.044 0.015 0.024 -0.037 0.010 4.800 84.200 2.950 
0.005 -0.051 -0.056 0.024 0.032 -0.054 0.012 4.800 83.800 2.921 
-0.002 -0.059 -0.056 0.032 0.027 -0.056 0.020 4.800 83.600 2.891 
0.002 -0.061 -0.059 0.027 0.034 -0.061 0.017 5.200 83.200 2.862 
-0.000 -0.061 -0.059 0.029 0.032 -0.061 0.020 5.600 82.600 2.833 
0.010 -0.073 -0.081 0.032 0.046 -0.078 0.020 6.000 82.200 2.808 
-0.005 -0.083 -0.078 0.044 0.037 -0.081 0.029 6.400 81.600 2.784 
-0.000 -0.093 -0.093 0.046 0.046 -0.093 0.029 6.400 80.800 2.759 
-0.005 -0.088 -0.083 0.046 0.039 -0.085 0.032 6.600 80.200 2.735 
0.002 -0.090 -0.088 0.042 0.049 -0.090 0.027 6.600 79.600 2.706 
-0.000 -0.093 -0.095 0.049 0.046 -0.093 0.032 6.400 79.000 2.676 
0.005 -0.107 -0.115 0.054 0.059 -0.110 0.032 6.400 78.400 2.647 
0.010 -0.110 -0.120 0.051 0.066 -0.115 0.034 6.200 77.800 2.618 
-0.000 -0.088 -0.088 0.044 0.044 -0.088 0.027 6.200 77.400 2.593 
