I II III aVR aVL aVF V1 AO LV SPO2
0.037 -0.137 -0.183 0.056 0.105 -0.154 0.063 66.600 92.000 1.993 
0.017 -0.156 -0.178 0.073 0.095 -0.164 0.059 67.200 97.200 1.978 
0.010 -0.161 -0.183 0.083 0.090 -0.166 0.066 68.000 102.000 1.963 
0.017 -0.166 -0.193 0.081 0.100 -0.173 0.061 68.800 106.200 1.949 
0.022 -0.161 -0.186 0.071 0.103 -0.171 0.068 70.000 109.800 1.934 
0.029 -0.161 -0.198 0.071 0.110 -0.176 0.063 71.000 112.800 1.924 
0.042 -0.161 -0.208 0.063 0.122 -0.181 0.066 72.400 115.200 1.915 
0.037 -0.164 -0.208 0.068 0.120 -0.181 0.063 73.800 116.800 1.905 
0.042 -0.161 -0.215 0.066 0.122 -0.181 0.068 75.400 118.000 1.895 
0.044 -0.166 -0.215 0.063 0.127 -0.188 0.071 77.000 118.600 1.885 
0.039 -0.168 -0.222 0.073 0.125 -0.188 0.076 78.600 118.800 1.875 
0.042 -0.178 -0.227 0.073 0.132 -0.198 0.081 80.400 118.600 1.866 
0.039 -0.188 -0.230 0.076 0.134 -0.208 0.073 82.000 118.200 1.856 
0.056 -0.168 -0.232 0.061 0.142 -0.195 0.078 83.800 117.600 1.851 
0.042 -0.183 -0.232 0.076 0.134 -0.203 0.078 85.400 117.000 1.846 
0.066 -0.166 -0.242 0.056 0.149 -0.198 0.083 87.000 116.400 1.841 
0.056 -0.171 -0.230 0.059 0.142 -0.198 0.085 88.600 115.800 1.836 
0.056 -0.166 -0.230 0.059 0.139 -0.193 0.076 90.000 115.200 1.827 
0.059 -0.161 -0.230 0.056 0.139 -0.190 0.088 91.400 114.800 1.817 
0.051 -0.166 -0.222 0.061 0.134 -0.190 0.081 92.800 114.600 1.807 
0.054 -0.159 -0.215 0.054 0.134 -0.186 0.088 94.000 114.600 1.797 
0.066 -0.142 -0.212 0.042 0.137 -0.173 0.078 95.000 114.800 1.783 
0.051 -0.142 -0.200 0.049 0.122 -0.166 0.081 96.000 115.000 1.768 
0.051 -0.132 -0.193 0.046 0.117 -0.156 0.073 96.800 115.200 1.753 
0.049 -0.117 -0.171 0.037 0.107 -0.142 0.071 97.600 115.600 1.739 
0.061 -0.083 -0.161 0.020 0.103 -0.112 0.066 98.400 116.000 1.719 
0.046 -0.073 -0.139 0.024 0.083 -0.095 0.063 99.000 116.400 1.700 
0.034 -0.073 -0.120 0.027 0.071 -0.090 0.044 99.600 116.800 1.680 
0.044 -0.042 -0.090 0.002 0.066 -0.063 0.034 100.000 117.000 1.661 
0.037 -0.015 -0.056 -0.007 0.044 -0.032 0.027 100.600 117.200 1.646 
0.024 -0.002 -0.037 -0.005 0.027 -0.015 0.015 101.000 117.200 1.631 
0.039 0.027 -0.022 -0.027 0.027 0.007 0.005 101.400 117.000 1.617 
0.044 0.039 -0.010 -0.039 0.024 0.017 0.002 101.800 116.800 1.602 
0.029 0.042 0.002 -0.029 0.010 0.027 -0.010 102.200 116.400 1.602 
0.039 0.059 0.007 -0.042 0.010 0.039 -0.012 102.600 116.000 1.602 
0.032 0.061 0.015 -0.039 0.002 0.046 -0.017 103.000 115.400 1.602 
0.034 0.054 0.010 -0.039 0.007 0.037 -0.022 103.400 114.600 1.602 
0.020 0.051 0.022 -0.029 -0.005 0.042 -0.024 103.800 113.800 1.636 
-0.000 0.039 0.024 -0.012 -0.020 0.039 -0.020 104.200 112.800 1.670 
0.007 0.042 0.017 -0.015 -0.012 0.039 -0.024 104.400 112.000 1.705 
0.007 0.039 0.024 -0.020 -0.012 0.037 -0.022 104.800 111.000 1.739 
0.002 0.039 0.029 -0.017 -0.017 0.039 -0.017 105.000 110.000 1.807 
0.010 0.042 0.017 -0.017 -0.010 0.037 -0.020 105.200 109.000 1.875 
-0.010 0.022 0.020 -0.000 -0.020 0.027 -0.020 105.400 108.000 1.944 
0.005 0.034 0.020 -0.015 -0.012 0.032 -0.020 105.600 107.000 2.012 
0.005 0.039 0.022 -0.015 -0.015 0.037 -0.017 105.600 105.800 2.100 
-0.005 0.027 0.017 -0.002 -0.017 0.029 -0.012 105.800 104.800 2.188 
0.002 0.027 0.015 -0.010 -0.010 0.027 -0.015 105.600 103.800 2.276 
-0.000 0.027 0.015 -0.007 -0.012 0.027 -0.020 105.600 102.600 2.364 
0.012 0.042 0.012 -0.017 -0.007 0.037 -0.020 105.400 101.400 2.535 
0.007 0.039 0.015 -0.015 -0.012 0.037 -0.012 105.200 100.000 2.706 
-0.015 0.012 0.012 0.010 -0.020 0.020 -0.022 105.000 98.600 2.877 
-0.017 0.020 0.027 0.005 -0.027 0.029 -0.017 104.600 97.000 3.048 
-0.007 0.024 0.020 -0.002 -0.020 0.029 -0.017 104.200 95.200 3.096 
-0.020 0.007 0.015 0.012 -0.022 0.017 -0.022 103.600 93.200 3.145 
-0.002 0.017 0.007 -0.000 -0.010 0.020 -0.022 103.000 90.800 3.194 
-0.012 0.010 0.010 0.007 -0.017 0.017 -0.022 102.400 88.200 3.243 
-0.007 0.017 0.007 0.005 -0.015 0.022 -0.017 101.800 85.400 3.267 
0.012 0.029 -0.000 -0.012 -0.002 0.024 -0.017 101.000 82.200 3.292 
-0.000 0.015 0.005 -0.002 -0.007 0.015 -0.012 100.200 78.600 3.316 
-0.012 0.007 0.007 0.010 -0.015 0.015 -0.015 99.400 74.800 3.341 
0.005 0.022 0.005 -0.007 -0.005 0.020 -0.017 98.600 71.000 3.336 
0.020 0.027 -0.000 -0.020 0.007 0.017 -0.010 97.800 66.800 3.331 
0.012 0.020 -0.005 -0.010 0.002 0.015 -0.010 97.000 62.400 3.326 
0.012 0.020 0.002 -0.012 0.002 0.015 -0.012 96.400 58.000 3.321 
0.002 0.012 -0.000 -0.002 -0.002 0.012 -0.012 95.800 53.600 3.311 
0.010 0.017 -0.005 -0.007 0.002 0.012 -0.005 95.200 49.200 3.302 
0.010 0.015 -0.012 -0.002 0.002 0.010 -0.007 94.600 44.800 3.292 
0.010 0.017 -0.007 -0.005 0.002 0.012 -0.007 94.200 40.600 3.282 
0.010 0.012 -0.010 -0.005 0.005 0.007 -0.010 93.800 36.400 3.267 
0.005 0.010 -0.005 -0.002 -0.000 0.007 -0.007 93.400 32.600 3.253 
0.007 0.012 -0.005 -0.005 0.002 0.010 -0.005 93.200 28.800 3.238 
0.012 0.015 -0.010 -0.007 0.005 0.010 -0.012 93.200 25.600 3.223 
0.005 0.010 -0.007 -0.000 -0.000 0.007 -0.012 93.000 22.600 3.214 
0.015 0.012 -0.007 -0.010 0.010 0.005 -0.007 93.000 20.000 3.204 
0.024 0.017 -0.015 -0.017 0.017 0.005 -0.007 93.000 17.600 3.194 
0.015 0.010 -0.007 -0.010 0.010 0.002 -0.005 93.000 15.800 3.184 
0.002 0.002 -0.010 0.002 0.002 0.002 -0.015 93.000 14.000 3.179 
-0.002 0.005 -0.005 0.005 -0.005 0.007 -0.010 92.800 12.600 3.175 
0.010 0.005 -0.015 -0.002 0.007 -0.000 -0.010 92.800 11.600 3.170 
0.017 0.010 -0.012 -0.010 0.012 0.002 -0.010 92.800 10.600 3.165 
0.005 0.007 -0.007 -0.000 0.002 0.005 -0.005 92.600 9.800 3.150 
0.017 0.017 -0.010 -0.012 0.010 0.010 -0.005 92.400 9.400 3.136 
-0.007 -0.007 -0.010 0.012 -0.002 -0.002 -0.012 92.200 9.000 3.121 
0.005 -0.002 -0.012 0.002 0.007 -0.005 -0.012 91.800 8.600 3.106 
0.007 0.002 -0.010 -0.002 0.007 -0.000 -0.012 91.600 8.400 3.087 
0.012 0.010 -0.012 -0.005 0.007 0.005 -0.005 91.200 8.400 3.067 
0.029 0.017 -0.017 -0.020 0.022 0.002 -0.007 90.800 8.400 3.048 
0.032 0.017 -0.020 -0.022 0.024 0.002 -0.010 90.400 8.200 3.028 
0.017 0.012 -0.012 -0.010 0.012 0.005 -0.005 89.800 8.400 3.004 
0.012 0.012 -0.000 -0.012 0.007 0.007 -0.007 89.400 8.400 2.979 
0.022 0.034 0.005 -0.024 0.005 0.024 -0.005 89.000 8.400 2.955 
0.017 0.032 0.010 -0.022 0.002 0.024 -0.002 88.600 8.600 2.930 
0.017 0.042 0.017 -0.024 -0.002 0.034 -0.002 88.200 8.600 2.906 
0.024 0.051 0.020 -0.034 -0.000 0.039 0.015 87.600 8.800 2.882 
0.024 0.059 0.022 -0.034 -0.005 0.046 0.015 87.200 8.800 2.857 
0.034 0.056 0.020 -0.044 0.007 0.039 0.015 86.800 9.000 2.833 
0.017 0.049 0.024 -0.029 -0.007 0.042 0.002 86.400 9.200 2.818 
0.024 0.051 0.022 -0.034 -0.000 0.039 -0.000 86.000 9.400 2.803 
0.017 0.044 0.020 -0.027 -0.005 0.037 -0.010 85.600 9.600 2.789 
0.032 0.061 0.022 -0.042 0.002 0.046 -0.015 85.200 9.800 2.774 
0.029 0.046 0.015 -0.037 0.007 0.032 -0.022 84.800 10.200 2.774 
0.024 0.046 0.012 -0.029 0.002 0.034 -0.032 84.400 10.400 2.774 
0.015 0.046 0.020 -0.024 -0.007 0.039 -0.042 84.200 10.600 2.774 
0.015 0.042 0.017 -0.022 -0.005 0.034 -0.046 83.800 10.800 2.774 
0.029 0.046 0.012 -0.034 0.007 0.032 -0.046 83.400 11.000 2.779 
0.042 0.054 0.002 -0.042 0.015 0.034 -0.039 83.000 11.200 2.784 
0.037 0.032 -0.010 -0.032 0.022 0.015 -0.042 82.600 11.400 2.789 
0.010 0.017 -0.000 -0.010 0.002 0.012 -0.051 82.400 11.600 2.794 
0.022 0.029 -0.005 -0.020 0.007 0.020 -0.051 82.000 11.600 2.803 
0.034 0.042 -0.002 -0.032 0.015 0.024 -0.054 81.600 11.800 2.813 
0.049 0.039 -0.017 -0.039 0.029 0.015 -0.059 81.200 12.000 2.823 
0.046 0.032 -0.022 -0.034 0.032 0.010 -0.061 80.800 12.000 2.833 
0.051 0.032 -0.032 -0.034 0.037 0.007 -0.051 80.600 12.000 2.838 
0.068 0.046 -0.032 -0.051 0.046 0.012 -0.042 80.200 12.200 2.842 
0.073 0.068 -0.017 -0.063 0.039 0.032 -0.037 79.800 12.200 2.847 
0.044 0.044 -0.010 -0.039 0.022 0.022 -0.027 79.400 12.200 2.852 
0.010 0.010 -0.010 -0.005 0.005 0.005 -0.022 79.200 12.400 2.847 
0.005 0.020 0.005 -0.007 -0.005 0.017 -0.010 78.800 12.400 2.842 
0.012 0.015 -0.007 -0.007 0.005 0.010 -0.002 78.400 12.400 2.838 
0.022 0.020 -0.007 -0.017 0.012 0.010 0.002 78.200 12.600 2.833 
0.007 0.015 -0.005 -0.005 -0.000 0.012 0.010 77.800 12.600 2.823 
-0.002 -0.000 -0.007 0.007 -0.002 0.002 0.002 77.400 12.600 2.813 
0.012 0.007 -0.020 -0.002 0.010 0.002 -0.000 77.200 12.800 2.803 
0.002 -0.000 -0.017 0.007 0.002 -0.000 0.010 76.800 12.800 2.794 
0.017 0.007 -0.015 -0.010 0.015 -0.000 0.002 76.600 13.000 2.779 
0.002 -0.005 -0.020 0.007 0.005 -0.005 0.002 76.200 13.200 2.764 
0.012 -0.002 -0.022 -0.000 0.015 -0.007 0.007 76.000 13.200 2.750 
-0.002 -0.012 -0.015 0.010 0.005 -0.010 0.002 75.600 13.400 2.735 
0.007 -0.005 -0.020 0.002 0.010 -0.007 -0.000 75.400 13.600 2.720 
0.024 0.012 -0.024 -0.012 0.020 -0.000 0.002 75.000 13.800 2.706 
0.027 0.005 -0.029 -0.012 0.024 -0.007 0.005 74.800 14.000 2.691 
-0.005 -0.015 -0.022 0.017 0.002 -0.012 0.002 74.600 14.400 2.676 
0.002 -0.010 -0.017 0.007 0.007 -0.010 0.002 74.200 14.600 2.662 
0.005 -0.007 -0.015 0.002 0.010 -0.010 0.005 74.000 14.800 2.647 
0.007 -0.002 -0.017 0.002 0.010 -0.005 -0.002 73.800 15.200 2.632 
0.012 0.002 -0.020 -0.002 0.012 -0.002 0.005 73.600 15.400 2.618 
0.010 -0.000 -0.017 -0.000 0.010 -0.005 0.007 73.400 15.800 2.603 
0.010 -0.000 -0.020 -0.000 0.010 -0.005 0.005 73.200 16.200 2.589 
0.020 -0.000 -0.022 -0.007 0.020 -0.010 0.005 73.000 16.600 2.574 
0.022 0.005 -0.024 -0.010 0.020 -0.005 -0.005 72.600 17.000 2.559 
0.017 -0.000 -0.022 -0.005 0.017 -0.007 -0.005 72.600 17.400 2.545 
-0.000 -0.002 -0.017 0.010 0.002 -0.002 -0.002 72.400 17.800 2.530 
0.007 -0.000 -0.017 0.002 0.007 -0.002 -0.000 72.200 18.200 2.515 
0.020 0.015 -0.015 -0.012 0.012 0.005 0.002 72.000 18.600 2.501 
0.002 -0.002 -0.017 0.007 0.005 -0.002 -0.005 71.800 19.000 2.466 
-0.010 -0.015 -0.015 0.017 -0.002 -0.010 -0.000 71.600 19.400 2.432 
0.012 -0.002 -0.017 -0.002 0.015 -0.007 -0.000 71.400 20.000 2.398 
0.020 0.005 -0.022 -0.007 0.017 -0.005 0.002 71.400 20.400 2.364 
0.020 -0.005 -0.032 -0.002 0.022 -0.015 -0.010 71.200 20.800 2.349 
0.061 -0.005 -0.073 -0.024 0.063 -0.034 -0.022 71.000 21.200 2.335 
0.098 -0.005 -0.112 -0.042 0.100 -0.054 -0.029 70.800 21.400 2.320 
0.098 0.005 -0.105 -0.044 0.095 -0.044 -0.042 70.800 21.800 2.305 
0.125 0.068 -0.061 -0.093 0.090 0.007 -0.056 70.600 22.000 2.295 
0.134 0.178 0.032 -0.149 0.046 0.112 -0.085 70.400 22.200 2.286 
0.129 0.303 0.161 -0.210 -0.022 0.239 -0.161 70.200 22.400 2.276 
0.166 0.488 0.315 -0.322 -0.078 0.405 -0.276 70.000 22.400 2.266 
0.210 0.606 0.386 -0.403 -0.093 0.501 -0.369 70.000 22.400 2.252 
0.166 0.625 0.447 -0.388 -0.147 0.542 -0.403 69.800 22.400 2.237 
0.095 0.618 0.510 -0.349 -0.212 0.571 -0.437 69.600 22.400 2.222 
0.054 0.696 0.640 -0.374 -0.293 0.669 -0.459 69.400 22.200 2.208 
0.027 0.733 0.696 -0.374 -0.339 0.720 -0.457 69.200 22.000 2.198 
0.027 0.679 0.637 -0.344 -0.313 0.667 -0.462 69.000 21.800 2.188 
0.002 0.647 0.637 -0.320 -0.320 0.647 -0.466 68.800 21.600 2.178 
-0.032 0.659 0.684 -0.310 -0.361 0.676 -0.447 68.600 21.200 2.168 
-0.042 0.618 0.650 -0.283 -0.349 0.640 -0.408 68.400 21.000 2.159 
-0.076 0.420 0.479 -0.164 -0.286 0.459 -0.300 68.200 20.600 2.149 
-0.073 0.259 0.325 -0.088 -0.203 0.295 -0.230 68.000 20.400 2.139 
-0.051 0.166 0.210 -0.054 -0.134 0.193 -0.181 67.800 20.000 2.129 
-0.049 0.105 0.142 -0.022 -0.100 0.129 -0.139 67.600 19.800 2.120 
-0.044 0.068 0.098 -0.005 -0.078 0.090 -0.107 67.400 19.800 2.110 
-0.027 0.034 0.054 -0.000 -0.044 0.049 -0.088 67.200 19.800 2.100 
-0.010 0.022 0.027 -0.002 -0.020 0.027 -0.068 67.000 20.000 2.090 
-0.012 0.017 0.020 0.002 -0.020 0.024 -0.042 67.000 20.400 2.085 
-0.010 0.010 0.010 0.005 -0.015 0.015 -0.024 66.800 21.000 2.081 
-0.005 -0.012 -0.012 0.012 0.002 -0.010 -0.002 66.600 22.000 2.076 
0.015 -0.027 -0.049 0.010 0.029 -0.034 0.020 66.400 23.200 2.071 
0.007 -0.061 -0.073 0.029 0.039 -0.063 0.029 66.200 25.000 2.066 
-0.015 -0.085 -0.085 0.059 0.029 -0.078 0.024 66.200 27.200 2.061 
0.015 -0.076 -0.093 0.032 0.054 -0.083 0.029 66.000 29.800 2.056 
0.015 -0.081 -0.105 0.039 0.056 -0.088 0.032 66.000 33.000 2.051 
0.010 -0.095 -0.115 0.049 0.059 -0.100 0.042 65.800 36.800 2.046 
0.015 -0.095 -0.112 0.042 0.063 -0.103 0.042 65.800 41.200 2.042 
0.027 -0.090 -0.125 0.037 0.073 -0.103 0.044 65.800 46.000 2.037 
0.022 -0.103 -0.129 0.044 0.073 -0.112 0.042 65.600 51.200 2.032 
0.020 -0.110 -0.137 0.049 0.076 -0.120 0.049 65.600 57.000 2.022 
0.024 -0.110 -0.142 0.046 0.081 -0.122 0.049 65.800 62.800 2.012 
0.024 -0.117 -0.144 0.049 0.083 -0.129 0.044 65.800 69.000 2.002 
0.032 -0.110 -0.149 0.044 0.088 -0.125 0.054 66.000 75.000 1.993 
0.029 -0.117 -0.154 0.049 0.088 -0.132 0.054 66.200 81.200 1.983 
0.044 -0.117 -0.164 0.039 0.103 -0.139 0.051 66.600 87.000 1.973 
0.046 -0.120 -0.164 0.037 0.107 -0.142 0.044 67.200 92.600 1.963 
0.042 -0.115 -0.168 0.044 0.100 -0.134 0.056 67.800 97.800 1.954 
0.034 -0.132 -0.168 0.051 0.100 -0.149 0.056 68.600 102.600 1.939 
0.042 -0.127 -0.171 0.044 0.105 -0.147 0.056 69.400 106.800 1.924 
0.044 -0.129 -0.171 0.042 0.110 -0.151 0.051 70.400 110.400 1.910 
0.042 -0.132 -0.183 0.051 0.107 -0.151 0.049 71.600 113.400 1.895 
0.039 -0.139 -0.183 0.054 0.110 -0.159 0.056 72.800 115.800 1.885 
0.056 -0.125 -0.190 0.039 0.120 -0.151 0.054 74.200 117.400 1.875 
0.063 -0.132 -0.198 0.037 0.129 -0.164 0.049 75.800 118.600 1.866 
0.066 -0.129 -0.200 0.034 0.132 -0.161 0.054 77.400 119.000 1.856 
0.068 -0.134 -0.208 0.037 0.137 -0.168 0.056 79.000 119.200 1.851 
0.071 -0.137 -0.215 0.037 0.139 -0.171 0.059 80.800 119.000 1.846 
0.054 -0.151 -0.217 0.056 0.129 -0.178 0.051 82.600 118.600 1.841 
0.066 -0.147 -0.215 0.042 0.139 -0.178 0.061 84.200 118.000 1.836 
0.083 -0.134 -0.225 0.029 0.151 -0.176 0.063 86.000 117.400 1.832 
0.073 -0.129 -0.217 0.037 0.139 -0.166 0.068 87.600 116.800 1.827 
0.071 -0.134 -0.210 0.034 0.139 -0.168 0.061 89.200 116.200 1.822 
0.078 -0.137 -0.220 0.032 0.147 -0.176 0.063 90.600 115.600 1.817 
0.088 -0.115 -0.220 0.022 0.147 -0.159 0.068 92.000 115.400 1.807 
0.093 -0.112 -0.215 0.015 0.149 -0.159 0.073 93.400 115.200 1.797 
0.071 -0.132 -0.205 0.032 0.137 -0.166 0.061 94.600 115.200 1.788 
0.051 -0.132 -0.195 0.046 0.117 -0.156 0.066 95.600 115.200 1.778 
0.063 -0.117 -0.188 0.032 0.122 -0.149 0.063 96.600 115.600 1.763 
0.073 -0.090 -0.173 0.015 0.120 -0.127 0.061 97.400 115.800 1.748 
0.071 -0.093 -0.171 0.015 0.117 -0.127 0.051 98.200 116.200 1.734 
0.063 -0.076 -0.144 0.010 0.103 -0.107 0.046 99.000 116.600 1.719 
0.061 -0.049 -0.127 0.002 0.085 -0.078 0.042 99.600 117.000 1.700 
0.061 -0.017 -0.090 -0.015 0.071 -0.046 0.037 100.200 117.400 1.680 
0.063 0.007 -0.071 -0.027 0.061 -0.024 0.020 100.800 117.600 1.661 
0.071 0.029 -0.051 -0.044 0.056 -0.005 0.012 101.200 117.800 1.641 
0.054 0.046 -0.020 -0.044 0.032 0.020 0.005 101.600 117.800 1.626 
0.056 0.063 -0.005 -0.054 0.024 0.037 -0.007 102.000 117.600 1.612 
0.054 0.073 0.012 -0.059 0.017 0.046 -0.015 102.400 117.400 1.597 
0.044 0.076 0.020 -0.054 0.007 0.054 -0.020 102.800 116.800 1.582 
0.042 0.073 0.017 -0.049 0.005 0.054 -0.032 103.000 116.400 1.587 
0.032 0.073 0.024 -0.044 -0.005 0.059 -0.029 103.400 115.600 1.592 
0.032 0.071 0.024 -0.044 -0.002 0.056 -0.037 103.600 114.800 1.597 
0.032 0.071 0.032 -0.046 -0.002 0.056 -0.034 104.000 114.000 1.602 
0.027 0.066 0.024 -0.039 -0.005 0.054 -0.029 104.200 113.000 1.636 
0.029 0.071 0.024 -0.042 -0.005 0.056 -0.029 104.400 112.000 1.670 
0.024 0.063 0.027 -0.037 -0.007 0.051 -0.037 104.600 111.000 1.705 
0.007 0.061 0.037 -0.024 -0.022 0.059 -0.032 104.800 110.000 1.739 
0.010 0.056 0.032 -0.024 -0.017 0.051 -0.037 105.000 109.000 1.807 
0.020 0.063 0.029 -0.034 -0.012 0.054 -0.032 105.000 107.800 1.875 
0.005 0.056 0.037 -0.022 -0.022 0.054 -0.032 105.200 106.800 1.944 
0.002 0.051 0.034 -0.020 -0.022 0.051 -0.032 105.200 105.800 2.012 
0.010 0.054 0.027 -0.022 -0.017 0.049 -0.032 105.200 104.600 2.105 
0.017 0.061 0.027 -0.029 -0.012 0.054 -0.024 105.200 103.600 2.198 
0.002 0.042 0.024 -0.015 -0.017 0.042 -0.037 105.000 102.400 2.291 
-0.012 0.027 0.024 -0.000 -0.024 0.034 -0.037 105.000 101.200 2.383 
-0.020 0.022 0.029 0.005 -0.029 0.032 -0.034 104.800 99.800 2.554 
0.005 0.046 0.027 -0.017 -0.017 0.044 -0.032 104.400 98.400 2.725 
0.007 0.049 0.032 -0.022 -0.017 0.046 -0.039 104.200 96.600 2.896 
0.005 0.049 0.037 -0.022 -0.020 0.046 -0.032 103.800 94.800 3.067 
0.012 0.049 0.032 -0.027 -0.012 0.044 -0.037 103.200 92.600 3.116 
-0.017 0.037 0.037 -0.000 -0.034 0.046 -0.037 102.600 90.200 3.165 
0.007 0.046 0.029 -0.022 -0.015 0.044 -0.024 102.000 87.600 3.214 
-0.012 0.032 0.029 -0.002 -0.027 0.039 -0.027 101.400 84.400 3.263 
-0.002 0.034 0.022 -0.007 -0.020 0.037 -0.020 100.600 81.200 3.282 
0.005 0.032 0.017 -0.012 -0.010 0.029 -0.024 99.800 77.400 3.302 
-0.005 0.027 0.017 -0.002 -0.017 0.029 -0.024 99.000 73.600 3.321 
-0.007 0.012 0.010 0.002 -0.012 0.017 -0.032 98.200 69.400 3.341 
-0.005 0.020 0.015 -0.002 -0.015 0.022 -0.024 97.400 65.200 3.341 
0.007 0.044 0.022 -0.017 -0.015 0.042 -0.020 96.800 60.800 3.341 
-0.000 0.029 0.020 -0.010 -0.015 0.029 -0.024 96.000 56.200 3.341 
-0.002 0.029 0.015 -0.005 -0.017 0.032 -0.029 95.400 51.600 3.341 
-0.017 0.017 0.020 0.007 -0.024 0.027 -0.024 94.800 47.000 3.331 
-0.000 0.029 0.017 -0.007 -0.015 0.029 -0.029 94.400 42.600 3.321 
-0.007 0.020 0.017 -0.000 -0.017 0.024 -0.032 94.000 38.200 3.311 
-0.000 0.017 0.010 -0.005 -0.007 0.017 -0.022 93.600 34.000 3.302 
-0.002 0.020 0.012 -0.002 -0.012 0.022 -0.020 93.400 30.000 3.287 
-0.007 0.020 0.015 -0.000 -0.017 0.024 -0.020 93.200 26.200 3.272 
-0.000 0.024 0.007 -0.002 -0.012 0.024 -0.015 93.000 23.000 3.258 
0.017 0.029 0.002 -0.017 0.002 0.022 -0.022 92.800 20.000 3.243 
-0.010 0.010 0.005 0.007 -0.015 0.015 -0.027 92.800 17.400 3.238 
-0.010 0.007 0.007 0.007 -0.012 0.012 -0.022 92.800 15.000 3.233 
-0.007 0.020 0.010 0.002 -0.017 0.024 -0.024 92.800 13.000 3.228 
-0.012 0.012 0.007 0.010 -0.017 0.020 -0.024 92.800 11.400 3.223 
-0.000 0.010 -0.000 -0.000 -0.005 0.010 -0.024 92.800 10.000 3.219 
0.015 0.022 -0.000 -0.015 0.005 0.015 -0.020 92.600 8.800 3.214 
0.005 0.010 -0.000 -0.005 -0.000 0.007 -0.022 92.400 8.000 3.209 
-0.000 0.017 0.002 -0.000 -0.007 0.017 -0.022 92.400 7.200 3.204 
0.005 0.020 0.002 -0.005 -0.005 0.017 -0.020 92.000 6.800 3.194 
0.010 0.020 0.002 -0.010 -0.000 0.015 -0.020 91.800 6.400 3.184 
-0.010 0.005 0.005 0.007 -0.012 0.010 -0.020 91.400 6.200 3.175 
-0.002 0.012 0.002 0.002 -0.007 0.015 -0.017 91.000 6.000 3.165 
0.005 0.017 -0.005 -0.002 -0.002 0.015 -0.015 90.800 5.800 3.145 
0.007 0.017 -0.000 -0.007 -0.000 0.015 -0.010 90.400 5.800 3.126 
-0.012 0.005 0.010 0.007 -0.015 0.012 -0.015 89.800 5.800 3.106 
-0.007 0.005 0.005 0.005 -0.010 0.010 -0.017 89.400 6.000 3.087 
0.007 0.022 0.005 -0.010 -0.002 0.020 -0.015 89.000 6.000 3.067 
-0.005 0.024 0.017 -0.002 -0.017 0.027 -0.022 88.600 6.200 3.048 
-0.005 0.024 0.017 -0.002 -0.017 0.027 -0.020 88.200 6.200 3.028 
0.010 0.037 0.015 -0.017 -0.007 0.032 -0.015 87.800 6.400 3.009 
0.010 0.039 0.022 -0.020 -0.010 0.034 -0.010 87.400 6.400 2.984 
0.007 0.046 0.032 -0.022 -0.015 0.044 -0.007 87.000 6.600 2.960 
0.015 0.059 0.034 -0.032 -0.015 0.051 0.005 86.600 6.800 2.935 
0.012 0.059 0.042 -0.032 -0.017 0.054 0.005 86.200 7.000 2.911 
0.012 0.059 0.037 -0.029 -0.017 0.054 0.002 85.800 7.200 2.896 
-0.015 0.032 0.039 -0.005 -0.029 0.039 0.005 85.400 7.400 2.882 
-0.024 0.032 0.046 0.002 -0.039 0.044 -0.012 85.000 7.600 2.867 
0.002 0.049 0.037 -0.020 -0.022 0.049 -0.015 84.600 7.800 2.852 
0.007 0.046 0.037 -0.024 -0.015 0.044 -0.027 84.200 8.000 2.847 
0.012 0.039 0.022 -0.022 -0.007 0.034 -0.034 83.800 8.400 2.842 
0.005 0.039 0.032 -0.020 -0.015 0.037 -0.039 83.400 8.600 2.838 
0.022 0.049 0.027 -0.034 -0.002 0.039 -0.044 83.000 8.800 2.833 
0.012 0.039 0.024 -0.024 -0.007 0.034 -0.051 82.600 9.000 2.838 
0.010 0.034 0.020 -0.020 -0.007 0.029 -0.049 82.200 9.200 2.842 
0.037 0.056 0.012 -0.042 0.010 0.039 -0.059 81.800 9.400 2.847 
0.010 0.027 0.012 -0.015 -0.002 0.022 -0.051 81.400 9.600 2.852 
0.012 0.032 0.012 -0.017 -0.002 0.027 -0.051 81.000 9.800 2.857 
0.007 0.039 0.027 -0.020 -0.012 0.037 -0.051 80.800 9.800 2.862 
0.024 0.046 0.020 -0.034 0.002 0.034 -0.071 80.400 10.000 2.867 
0.027 0.032 0.007 -0.029 0.012 0.020 -0.073 80.000 10.000 2.872 
0.054 0.049 -0.012 -0.046 0.029 0.022 -0.068 79.600 10.200 2.877 
0.054 0.049 -0.000 -0.054 0.029 0.022 -0.063 79.200 10.200 2.882 
0.056 0.054 -0.002 -0.054 0.029 0.027 -0.056 78.800 10.200 2.886 
0.022 0.034 0.010 -0.027 0.005 0.024 -0.054 78.400 10.200 2.891 
0.015 0.029 0.015 -0.022 -0.000 0.022 -0.037 78.200 10.200 2.891 
0.012 0.020 0.010 -0.017 0.002 0.015 -0.029 77.800 10.200 2.891 
0.002 0.017 0.017 -0.010 -0.005 0.017 -0.020 77.400 10.400 2.891 
-0.000 0.017 0.015 -0.007 -0.007 0.017 -0.012 77.200 10.400 2.891 
-0.010 0.005 0.012 0.005 -0.012 0.010 -0.012 76.800 10.400 2.882 
-0.034 -0.015 0.017 0.027 -0.027 0.002 -0.015 76.400 10.400 2.872 
-0.010 -0.002 0.005 0.007 -0.007 0.002 -0.020 76.200 10.600 2.862 
