I II III aVL aVF V1 V2 LV AO Resp SPO2
-0.000 -0.046 -0.000 -0.002 -0.032 0.012 0.022 -1.800 92.000 -0.105 1.758 
-0.000 -0.056 -0.000 -0.000 -0.042 0.012 0.027 -1.800 90.000 -0.105 1.739 
-0.000 -0.056 -0.000 0.005 -0.044 0.020 0.024 -1.800 87.600 -0.105 1.719 
-0.000 -0.054 -0.000 -0.000 -0.039 0.015 0.024 -1.800 85.000 -0.107 1.700 
-0.000 -0.051 -0.000 0.007 -0.042 0.015 0.022 -1.800 83.200 -0.110 1.680 
-0.000 -0.061 -0.000 -0.000 -0.044 0.010 0.029 -2.000 81.200 -0.110 1.661 
-0.000 -0.061 -0.000 -0.002 -0.044 0.007 0.029 -2.000 80.800 -0.112 1.641 
-0.000 -0.054 -0.000 -0.002 -0.039 0.015 0.024 -2.000 80.400 -0.115 1.621 
-0.000 -0.054 -0.000 -0.005 -0.037 0.015 0.027 -2.000 81.000 -0.115 1.587 
-0.000 -0.066 -0.000 -0.000 -0.049 0.010 0.032 -2.000 81.400 -0.117 1.553 
-0.000 -0.061 -0.000 -0.000 -0.044 0.007 0.029 -2.000 82.200 -0.120 1.519 
-0.000 -0.054 -0.000 -0.002 -0.039 0.012 0.024 -1.800 82.800 -0.122 1.485 
-0.000 -0.061 -0.000 0.002 -0.046 0.012 0.027 -1.800 83.200 -0.122 1.465 
-0.000 -0.063 -0.000 -0.005 -0.044 0.012 0.032 -1.600 83.800 -0.122 1.446 
-0.000 -0.051 -0.000 -0.002 -0.037 0.010 0.024 -1.600 84.400 -0.122 1.426 
-0.000 -0.046 -0.000 -0.000 -0.034 0.022 0.022 -1.600 85.000 -0.122 1.407 
-0.000 -0.044 -0.000 -0.010 -0.027 0.022 0.022 -1.600 86.000 -0.122 1.382 
-0.000 -0.037 -0.000 -0.012 -0.020 0.037 0.020 -1.800 87.000 -0.125 1.358 
-0.000 -0.039 -0.000 -0.017 -0.020 0.063 0.022 -1.800 88.000 -0.125 1.333 
-0.000 -0.017 -0.000 -0.022 -0.000 0.090 0.015 -2.000 89.200 -0.127 1.309 
-0.000 0.005 -0.000 -0.039 0.024 0.103 0.007 -2.000 90.000 -0.127 1.294 
-0.000 0.010 -0.000 -0.034 0.024 0.093 0.005 -2.000 90.800 -0.129 1.280 
-0.000 0.022 -0.000 -0.046 0.042 0.046 0.002 -2.000 91.000 -0.129 1.265 
-0.000 0.051 -0.000 -0.063 0.071 -0.061 -0.007 -2.000 91.200 -0.132 1.250 
-0.000 0.063 -0.000 -0.071 0.083 -0.093 -0.010 -2.000 91.000 -0.134 1.245 
-0.000 0.063 -0.000 -0.066 0.081 -0.122 -0.012 -1.800 90.800 -0.137 1.241 
-0.000 0.081 -0.000 -0.068 0.095 -0.127 -0.020 -1.800 90.400 -0.139 1.236 
-0.000 0.103 -0.000 -0.073 0.115 -0.134 -0.029 -1.800 90.200 -0.142 1.231 
-0.000 0.103 -0.000 -0.071 0.112 -0.149 -0.029 -1.800 89.600 -0.142 1.250 
-0.000 0.110 -0.000 -0.066 0.117 -0.161 -0.034 -1.800 89.200 -0.142 1.270 
-0.000 0.134 -0.000 -0.063 0.134 -0.176 -0.049 -1.800 88.600 -0.142 1.289 
-0.000 0.134 -0.000 -0.059 0.132 -0.176 -0.049 -1.800 87.800 -0.142 1.309 
-0.000 0.129 -0.000 -0.056 0.127 -0.166 -0.049 -1.800 87.200 -0.144 1.358 
-0.000 0.129 -0.000 -0.046 0.122 -0.156 -0.051 -1.800 86.400 -0.147 1.407 
-0.000 0.098 -0.000 -0.037 0.093 -0.125 -0.039 -2.000 85.800 -0.149 1.455 
-0.000 0.078 -0.000 -0.032 0.076 -0.103 -0.032 -2.000 85.200 -0.151 1.504 
-0.000 0.044 -0.000 -0.032 0.049 -0.085 -0.015 -2.000 84.800 -0.151 1.587 
-0.000 0.010 -0.000 -0.024 0.020 -0.083 -0.000 -2.000 84.200 -0.154 1.670 
-0.000 -0.022 -0.000 -0.022 -0.005 -0.059 0.017 -2.000 83.800 -0.154 1.753 
-0.000 -0.054 -0.000 -0.015 -0.032 -0.044 0.029 -2.000 83.600 -0.156 1.836 
-0.000 -0.090 -0.000 -0.002 -0.066 -0.034 0.044 -2.000 83.400 -0.159 1.944 
-0.000 -0.120 -0.000 -0.000 -0.088 -0.032 0.059 -1.800 83.200 -0.161 2.051 
-0.000 -0.115 -0.000 -0.002 -0.083 -0.037 0.056 -1.800 83.000 -0.164 2.159 
-0.000 -0.115 -0.000 -0.002 -0.083 -0.034 0.056 -1.800 82.800 -0.166 2.266 
-0.000 -0.120 -0.000 -0.002 -0.088 -0.039 0.059 -1.800 82.800 -0.166 2.388 
-0.000 -0.115 -0.000 0.002 -0.085 -0.039 0.054 -1.800 82.800 -0.168 2.510 
-0.000 0.173 -0.000 0.002 0.129 -0.215 -0.090 -1.800 82.800 -0.168 2.632 
-0.000 -0.112 -0.000 0.024 -0.095 -0.044 0.046 -1.800 83.000 -0.171 2.755 
-0.000 -0.142 -0.000 0.015 -0.112 -0.029 0.063 -1.800 83.200 -0.173 2.862 
-0.000 -0.271 -0.000 -0.005 -0.200 0.054 0.134 -1.800 83.200 -0.176 2.969 
-0.000 -0.137 -0.000 -0.020 -0.093 -0.020 0.073 -1.800 83.400 -0.178 3.077 
-0.000 -0.129 -0.000 -0.039 -0.076 -0.029 0.076 -1.800 83.600 -0.181 3.184 
-0.000 -0.122 -0.000 -0.056 -0.063 -0.039 0.078 -1.800 83.600 -0.181 3.277 
-0.000 -0.151 -0.000 -0.054 -0.085 -0.046 0.090 -1.800 83.600 -0.183 3.370 
-0.000 -0.181 -0.000 -0.073 -0.098 -0.032 0.112 -1.800 83.000 -0.183 3.463 
-0.000 -0.203 -0.000 -0.090 -0.105 -0.010 0.129 -1.800 82.600 -0.186 3.556 
-0.000 -0.242 -0.000 -0.107 -0.127 0.020 0.154 -1.800 81.600 -0.186 3.619 
-0.000 -0.283 -0.000 -0.127 -0.149 -0.017 0.181 -1.800 80.600 -0.188 3.683 
-0.000 -0.327 -0.000 -0.134 -0.178 -0.049 0.205 -1.800 80.000 -0.190 3.746 
-0.000 -0.342 -0.000 -0.159 -0.176 -0.137 0.222 -1.800 79.600 -0.193 3.810 
-0.000 -0.288 -0.000 -0.205 -0.112 -0.298 0.210 -1.800 79.600 -0.195 3.839 
-0.000 -0.259 -0.000 -0.225 -0.081 -0.437 0.203 -1.800 79.800 -0.195 3.868 
-0.000 -0.283 -0.000 -0.190 -0.117 -0.576 0.203 -1.800 79.800 -0.198 3.897 
-0.000 -0.283 -0.000 -0.151 -0.137 -0.882 0.190 -1.800 80.000 -0.200 3.927 
-0.000 -0.315 -0.000 -0.107 -0.181 -1.070 0.190 -1.800 79.400 -0.200 3.937 
-0.000 -0.295 -0.000 -0.049 -0.195 -1.084 0.161 -1.800 79.000 -0.203 3.946 
-0.000 -0.259 -0.000 -0.022 -0.183 -0.943 0.134 -1.800 78.200 -0.205 3.956 
-0.000 -0.278 -0.000 0.024 -0.220 -0.886 0.129 -1.800 77.400 -0.208 3.966 
-0.000 -0.269 -0.000 0.081 -0.242 -0.847 0.105 -2.000 76.800 -0.208 3.956 
-0.000 -0.252 -0.000 0.144 -0.259 -0.703 0.076 -2.000 76.400 -0.208 3.946 
-0.000 -0.215 -0.000 0.122 -0.222 -0.608 0.063 -2.000 76.600 -0.208 3.937 
-0.000 -0.178 -0.000 0.085 -0.176 -0.449 0.059 -2.000 76.800 -0.208 3.927 
-0.000 -0.164 -0.000 0.059 -0.151 -0.322 0.061 -2.000 77.400 -0.208 3.897 
-0.000 -0.164 -0.000 0.049 -0.147 -0.227 0.063 -2.000 78.000 -0.210 3.868 
-0.000 -0.139 -0.000 0.022 -0.115 -0.147 0.061 -1.800 78.200 -0.210 3.839 
-0.000 -0.103 -0.000 -0.000 -0.076 -0.088 0.049 -1.600 78.400 -0.212 3.810 
-0.000 -0.066 -0.000 0.010 -0.054 -0.071 0.027 -1.400 78.200 -0.212 3.770 
-0.000 -0.056 -0.000 0.017 -0.049 -0.056 0.020 -1.200 78.000 -0.215 3.731 
-0.000 -0.046 -0.000 0.012 -0.039 -0.037 0.017 -1.400 77.400 -0.215 3.692 
-0.000 -0.032 -0.000 0.012 -0.029 -0.027 0.010 -1.400 76.600 -0.217 3.653 
-0.000 -0.034 -0.000 0.020 -0.034 -0.027 0.007 -1.600 75.800 -0.220 3.600 
-0.000 -0.046 -0.000 0.022 -0.044 -0.017 0.015 -2.000 75.000 -0.220 3.546 
-0.000 -0.049 -0.000 0.020 -0.046 -0.010 0.015 -2.200 75.000 -0.220 3.492 
-0.000 -0.037 -0.000 0.010 -0.032 -0.010 0.012 -2.400 75.000 -0.222 3.438 
-0.000 -0.032 -0.000 0.012 -0.029 -0.002 0.010 -2.400 76.000 -0.222 3.375 
-0.000 -0.049 -0.000 0.017 -0.044 -0.005 0.017 -2.400 77.200 -0.225 3.311 
-0.000 -0.046 -0.000 0.022 -0.044 0.005 0.015 -2.200 77.600 -0.225 3.248 
-0.000 -0.029 -0.000 0.012 -0.027 -0.000 0.007 -2.000 78.000 -0.227 3.184 
-0.000 -0.020 -0.000 0.017 -0.022 0.002 0.002 -1.800 77.000 -0.227 3.116 
-0.000 -0.032 -0.000 0.015 -0.029 -0.000 0.010 -1.600 76.000 -0.230 3.048 
-0.000 -0.029 -0.000 0.012 -0.027 -0.005 0.007 -1.400 74.800 -0.230 2.979 
-0.000 -0.024 -0.000 0.012 -0.024 -0.007 0.005 -1.200 73.600 -0.232 2.911 
-0.000 -0.024 -0.000 0.010 -0.022 -0.002 0.007 -1.400 73.200 -0.234 2.852 
-0.000 -0.020 -0.000 0.010 -0.020 -0.010 0.005 -1.600 72.600 -0.234 2.794 
-0.000 -0.015 -0.000 0.010 -0.015 -0.005 0.002 -2.000 73.200 -0.234 2.735 
-0.000 -0.017 -0.000 0.005 -0.015 -0.007 0.005 -2.200 73.800 -0.237 2.676 
-0.000 -0.024 -0.000 0.010 -0.022 -0.007 0.007 -2.400 74.800 -0.237 2.628 
-0.000 -0.012 -0.000 0.017 -0.017 -0.015 -0.002 -2.400 76.000 -0.239 2.579 
-0.000 -0.005 -0.000 0.005 -0.005 -0.015 -0.002 -2.200 77.000 -0.239 2.530 
-0.000 0.010 -0.000 0.002 0.007 -0.010 -0.007 -2.000 78.200 -0.242 2.481 
-0.000 0.010 -0.000 0.007 0.005 -0.015 -0.010 -1.600 79.200 -0.244 2.452 
-0.000 0.015 -0.000 0.005 0.010 -0.020 -0.012 -1.400 80.200 -0.247 2.422 
-0.000 0.027 -0.000 0.005 0.020 -0.012 -0.017 -1.400 81.400 -0.249 2.393 
-0.000 0.034 -0.000 -0.005 0.029 -0.012 -0.017 -1.200 82.600 -0.252 2.364 
-0.000 0.039 -0.000 0.002 0.029 -0.015 -0.022 -1.400 84.600 -0.252 2.344 
-0.000 0.046 -0.000 0.002 0.034 -0.022 -0.027 -1.600 86.400 -0.254 2.325 
-0.000 0.042 -0.000 0.005 0.029 -0.015 -0.024 -2.000 88.800 -0.254 2.305 
-0.000 0.051 -0.000 -0.005 0.042 -0.012 -0.027 -2.200 91.200 -0.256 2.286 
-0.000 0.061 -0.000 -0.002 0.049 -0.017 -0.032 -2.200 93.400 -0.256 2.291 
-0.000 0.068 -0.000 0.002 0.051 -0.024 -0.037 -2.400 95.800 -0.256 2.295 
-0.000 0.081 -0.000 0.002 0.061 -0.020 -0.044 -2.200 97.400 -0.256 2.300 
-0.000 0.085 -0.000 -0.002 0.066 -0.020 -0.044 -2.000 99.000 -0.259 2.305 
-0.000 0.093 -0.000 -0.000 0.071 -0.024 -0.049 -1.800 100.400 -0.261 2.315 
-0.000 0.095 -0.000 0.005 0.071 -0.022 -0.051 -1.800 101.600 -0.264 2.325 
-0.000 0.103 -0.000 -0.007 0.081 -0.024 -0.051 -1.600 102.600 -0.266 2.335 
-0.000 0.125 -0.000 -0.010 0.100 -0.032 -0.061 -1.600 103.800 -0.271 2.344 
-0.000 0.134 -0.000 -0.005 0.105 -0.032 -0.068 -1.600 104.800 -0.271 2.349 
-0.000 0.139 -0.000 -0.007 0.110 -0.034 -0.068 -1.600 105.800 -0.271 2.354 
-0.000 0.147 -0.000 -0.007 0.115 -0.027 -0.073 -1.800 106.600 -0.271 2.359 
-0.000 0.164 -0.000 -0.015 0.132 -0.027 -0.078 -2.000 107.200 -0.271 2.364 
-0.000 0.181 -0.000 -0.015 0.144 -0.027 -0.088 -2.000 107.400 -0.274 2.364 
-0.000 0.181 -0.000 -0.007 0.139 -0.022 -0.090 -2.000 107.800 -0.278 2.364 
-0.000 0.195 -0.000 -0.010 0.151 -0.015 -0.098 -2.000 107.800 -0.281 2.364 
-0.000 0.176 -0.000 -0.022 0.144 -0.022 -0.083 -2.000 107.600 -0.286 2.364 
-0.000 0.183 -0.000 -0.017 0.147 -0.020 -0.088 -2.000 107.600 -0.286 2.359 
-0.000 0.198 -0.000 -0.015 0.156 -0.020 -0.095 -2.000 107.400 -0.286 2.354 
-0.000 0.203 -0.000 -0.017 0.161 -0.012 -0.098 -1.800 106.200 -0.286 2.349 
-0.000 0.212 -0.000 -0.024 0.173 -0.005 -0.100 -1.800 105.200 -0.288 2.344 
-0.000 0.227 -0.000 -0.022 0.183 -0.002 -0.107 -1.800 102.600 -0.291 2.339 
-0.000 0.232 -0.000 -0.024 0.188 -0.000 -0.110 -1.600 100.200 -0.293 2.335 
-0.000 0.227 -0.000 -0.029 0.186 0.015 -0.105 -1.600 98.200 -0.295 2.330 
-0.000 0.237 -0.000 -0.042 0.200 0.017 -0.107 -1.600 96.400 -0.298 2.325 
-0.000 0.230 -0.000 -0.051 0.198 0.017 -0.100 -1.800 97.800 -0.300 2.315 
-0.000 0.212 -0.000 -0.044 0.183 0.024 -0.093 -1.800 99.000 -0.303 2.305 
-0.000 0.212 -0.000 -0.046 0.183 0.027 -0.093 -1.800 103.200 -0.305 2.295 
-0.000 0.205 -0.000 -0.054 0.181 0.034 -0.088 -1.800 107.200 -0.308 2.286 
-0.000 0.193 -0.000 -0.051 0.171 0.044 -0.081 -1.800 111.200 -0.310 2.276 
-0.000 0.176 -0.000 -0.046 0.156 0.034 -0.076 -1.600 115.200 -0.313 2.266 
-0.000 0.151 -0.000 -0.039 0.134 0.034 -0.066 -1.600 116.600 -0.315 2.256 
-0.000 0.134 -0.000 -0.032 0.117 0.042 -0.059 -1.600 118.000 -0.317 2.247 
-0.000 0.125 -0.000 -0.044 0.117 0.039 -0.049 -1.800 117.600 -0.320 2.232 
-0.000 0.095 -0.000 -0.034 0.090 0.029 -0.039 -1.800 117.200 -0.322 2.217 
-0.000 0.061 -0.000 -0.032 0.063 0.029 -0.022 -1.800 117.400 -0.325 2.203 
-0.000 0.042 -0.000 -0.029 0.046 0.027 -0.012 -2.000 117.800 -0.327 2.188 
-0.000 0.039 -0.000 -0.032 0.046 0.017 -0.012 -1.800 118.400 -0.327 2.168 
-0.000 0.034 -0.000 -0.032 0.042 0.010 -0.010 -1.600 119.000 -0.327 2.149 
-0.000 -0.000 -0.000 -0.022 0.012 0.012 0.005 -1.600 118.200 -0.330 2.129 
-0.000 0.005 -0.000 -0.024 0.017 0.010 0.002 -1.400 117.200 -0.330 2.110 
-0.000 -0.007 -0.000 -0.017 0.005 0.010 0.007 -1.600 114.400 -0.332 2.090 
-0.000 -0.015 -0.000 -0.017 -0.002 0.010 0.010 -1.600 111.600 -0.332 2.071 
-0.000 -0.020 -0.000 -0.017 -0.005 0.005 0.012 -1.800 108.000 -0.335 2.051 
-0.000 -0.022 -0.000 -0.024 -0.002 0.005 0.017 -2.200 104.600 -0.337 2.032 
-0.000 -0.027 -0.000 -0.017 -0.010 0.012 0.017 -2.200 101.800 -0.339 2.007 
-0.000 -0.032 -0.000 -0.015 -0.015 0.005 0.020 -2.400 98.800 -0.342 1.983 
-0.000 -0.037 -0.000 -0.022 -0.015 0.010 0.024 -2.400 96.200 -0.342 1.958 
-0.000 -0.049 -0.000 -0.015 -0.029 0.007 0.027 -2.400 93.600 -0.344 1.934 
-0.000 -0.039 -0.000 -0.017 -0.020 0.015 0.022 -2.400 90.600 -0.344 1.915 
-0.000 -0.044 -0.000 -0.017 -0.024 0.005 0.024 -2.200 87.600 -0.344 1.895 
-0.000 -0.056 -0.000 -0.017 -0.032 0.005 0.032 -2.000 85.000 -0.344 1.875 
-0.000 -0.059 -0.000 -0.017 -0.034 0.007 0.032 -2.000 82.400 -0.344 1.856 
-0.000 -0.061 -0.000 -0.015 -0.037 0.007 0.034 -1.800 81.000 -0.347 1.836 
-0.000 -0.059 -0.000 -0.012 -0.037 0.005 0.032 -1.800 79.600 -0.349 1.817 
-0.000 -0.059 -0.000 -0.010 -0.039 -0.000 0.029 -1.800 79.800 -0.352 1.797 
-0.000 -0.059 -0.000 -0.012 -0.037 0.002 0.032 -1.800 80.000 -0.357 1.778 
-0.000 -0.063 -0.000 -0.015 -0.039 0.007 0.034 -1.800 81.200 -0.354 1.758 
-0.000 -0.073 -0.000 -0.012 -0.049 0.012 0.039 -1.800 82.400 -0.354 1.739 
-0.000 -0.068 -0.000 -0.010 -0.046 0.010 0.034 -1.800 83.600 -0.354 1.719 
-0.000 -0.056 -0.000 -0.020 -0.032 0.010 0.032 -2.000 84.800 -0.352 1.700 
-0.000 -0.063 -0.000 -0.012 -0.042 0.015 0.034 -1.800 86.000 -0.354 1.680 
-0.000 -0.063 -0.000 -0.012 -0.042 0.010 0.034 -1.800 87.200 -0.354 1.661 
-0.000 -0.068 -0.000 -0.010 -0.046 0.012 0.034 -1.800 88.600 -0.357 1.641 
-0.000 -0.056 -0.000 -0.012 -0.034 0.015 0.029 -1.600 90.200 -0.359 1.621 
-0.000 -0.056 -0.000 -0.012 -0.034 0.024 0.029 -1.600 92.000 -0.359 1.602 
-0.000 -0.054 -0.000 -0.020 -0.029 0.032 0.032 -1.600 93.800 -0.359 1.582 
-0.000 -0.051 -0.000 -0.027 -0.024 0.049 0.032 -1.600 95.200 -0.359 1.563 
-0.000 -0.039 -0.000 -0.032 -0.012 0.068 0.027 -1.600 96.800 -0.357 1.543 
-0.000 -0.010 -0.000 -0.042 0.015 0.100 0.017 -1.800 97.600 -0.357 1.524 
-0.000 -0.007 -0.000 -0.046 0.020 0.110 0.017 -1.800 98.200 -0.357 1.504 
-0.000 0.012 -0.000 -0.051 0.037 0.098 0.010 -2.000 98.000 -0.357 1.485 
-0.000 0.034 -0.000 -0.066 0.059 0.020 0.002 -2.000 97.800 -0.357 1.465 
-0.000 0.046 -0.000 -0.076 0.073 -0.059 -0.000 -2.200 96.800 -0.357 1.451 
-0.000 0.046 -0.000 -0.071 0.071 -0.093 -0.002 -2.200 96.000 -0.357 1.436 
-0.000 0.059 -0.000 -0.071 0.081 -0.112 -0.007 -2.200 94.600 -0.357 1.421 
-0.000 0.088 -0.000 -0.073 0.103 -0.127 -0.022 -2.200 93.200 -0.357 1.407 
-0.000 0.081 -0.000 -0.068 0.095 -0.132 -0.020 -2.200 91.400 -0.357 1.416 
-0.000 0.085 -0.000 -0.068 0.100 -0.151 -0.022 -2.000 89.400 -0.357 1.426 
-0.000 0.115 -0.000 -0.066 0.120 -0.161 -0.037 -1.800 87.200 -0.357 1.436 
-0.000 0.147 -0.000 -0.078 0.149 -0.176 -0.049 -1.800 85.000 -0.357 1.446 
-0.000 0.147 -0.000 -0.068 0.144 -0.173 -0.054 -1.600 83.400 -0.354 1.480 
-0.000 0.122 -0.000 -0.061 0.122 -0.166 -0.044 -1.600 81.600 -0.354 1.514 
-0.000 0.105 -0.000 -0.061 0.110 -0.149 -0.034 -1.600 81.400 -0.354 1.548 
-0.000 0.083 -0.000 -0.051 0.088 -0.107 -0.027 -1.600 81.200 -0.352 1.582 
-0.000 0.068 -0.000 -0.046 0.076 -0.095 -0.022 -1.600 82.800 -0.352 1.646 
-0.000 0.032 -0.000 -0.034 0.042 -0.088 -0.007 -1.800 84.400 -0.352 1.709 
-0.000 -0.005 -0.000 -0.024 0.010 -0.068 0.007 -1.800 87.000 -0.354 1.773 
-0.000 -0.034 -0.000 -0.029 -0.010 -0.044 0.024 -1.800 89.400 -0.357 1.836 
-0.000 -0.063 -0.000 -0.017 -0.039 -0.039 0.034 -2.000 91.200 -0.357 1.924 
-0.000 -0.088 -0.000 -0.002 -0.063 -0.039 0.042 -2.000 93.000 -0.357 2.012 
-0.000 -0.098 -0.000 -0.000 -0.073 -0.027 0.046 -2.200 93.600 -0.357 2.100 
-0.000 -0.095 -0.000 -0.000 -0.071 -0.024 0.046 -2.200 94.400 -0.357 2.188 
-0.000 -0.093 -0.000 -0.007 -0.066 -0.027 0.046 -2.200 94.400 -0.357 2.398 
-0.000 -0.105 -0.000 0.002 -0.078 -0.029 0.049 -2.200 94.200 -0.357 2.608 
-0.000 -0.095 -0.000 -0.000 -0.071 -0.029 0.046 -2.000 93.200 -0.357 2.818 
-0.000 -0.073 -0.000 -0.063 -0.022 -0.022 0.056 -1.800 92.400 -0.359 3.028 
-0.000 -0.083 -0.000 0.029 -0.076 -0.054 0.029 -1.600 90.800 -0.359 3.121 
-0.000 -0.208 -0.000 0.005 -0.156 0.032 0.100 -1.200 89.400 -0.359 3.214 
-0.000 -0.203 -0.000 -0.012 -0.144 0.032 0.103 -1.000 88.000 -0.359 3.306 
-0.000 -0.107 -0.000 -0.020 -0.071 -0.020 0.059 -1.000 86.800 -0.357 3.399 
-0.000 -0.110 -0.000 -0.034 -0.063 -0.024 0.063 -1.000 85.800 -0.357 3.468 
-0.000 -0.110 -0.000 -0.056 -0.054 -0.037 0.071 -1.200 84.800 -0.357 3.536 
-0.000 -0.149 -0.000 -0.068 -0.076 -0.034 0.095 -1.400 83.200 -0.357 3.604 
-0.000 -0.173 -0.000 -0.088 -0.085 -0.015 0.115 -1.800 81.600 -0.359 3.673 
-0.000 -0.200 -0.000 -0.112 -0.093 0.015 0.134 -2.200 79.600 -0.361 3.712 
-0.000 -0.247 -0.000 -0.127 -0.120 0.027 0.164 -2.600 77.400 -0.361 3.751 
-0.000 -0.293 -0.000 -0.151 -0.144 -0.034 0.195 -2.800 76.200 -0.361 3.790 
-0.000 -0.332 -0.000 -0.154 -0.171 -0.073 0.215 -3.000 74.800 -0.364 3.829 
-0.000 -0.332 -0.000 -0.178 -0.159 -0.232 0.222 -3.000 75.000 -0.364 3.844 
-0.000 -0.293 -0.000 -0.230 -0.105 -0.398 0.220 -2.800 75.000 -0.364 3.858 
-0.000 -0.281 -0.000 -0.220 -0.100 -0.510 0.212 -2.600 76.200 -0.361 3.873 
-0.000 -0.310 -0.000 -0.195 -0.134 -0.737 0.217 -2.200 77.400 -0.359 3.888 
-0.000 -0.303 -0.000 -0.168 -0.142 -1.048 0.205 -1.800 78.800 -0.361 3.883 
-0.000 -0.325 -0.000 -0.107 -0.188 -1.153 0.195 -1.400 80.200 -0.361 3.878 
-0.000 -0.291 -0.000 -0.056 -0.188 -1.094 0.161 -1.200 80.800 -0.361 3.873 
-0.000 -0.271 -0.000 -0.027 -0.188 -0.945 0.142 -0.800 81.600 -0.364 3.868 
-0.000 -0.264 -0.000 0.032 -0.212 -0.921 0.120 -0.800 81.600 -0.364 3.849 
-0.000 -0.254 -0.000 0.085 -0.232 -0.825 0.095 -1.000 81.800 -0.364 3.829 
-0.000 -0.230 -0.000 0.117 -0.230 -0.713 0.073 -1.200 82.000 -0.364 3.810 
-0.000 -0.178 -0.000 0.088 -0.176 -0.579 0.059 -1.600 82.200 -0.364 3.790 
-0.000 -0.168 -0.000 0.063 -0.156 -0.427 0.061 -1.800 82.400 -0.364 3.751 
-0.000 -0.164 -0.000 0.046 -0.144 -0.303 0.063 -2.200 82.800 -0.364 3.712 
-0.000 -0.154 -0.000 0.020 -0.125 -0.203 0.068 -2.200 82.800 -0.361 3.673 
-0.000 -0.117 -0.000 -0.002 -0.085 -0.127 0.056 -2.400 82.800 -0.359 3.634 
-0.000 -0.100 -0.000 -0.007 -0.071 -0.076 0.051 -2.400 82.400 -0.359 3.585 
-0.000 -0.076 -0.000 -0.015 -0.049 -0.066 0.042 -2.200 82.000 -0.359 3.536 
-0.000 -0.059 -0.000 -0.010 -0.039 -0.049 0.029 -2.000 81.400 -0.359 3.487 
-0.000 -0.066 -0.000 -0.002 -0.046 -0.032 0.032 -1.800 80.600 -0.359 3.438 
-0.000 -0.061 -0.000 -0.005 -0.042 -0.022 0.029 -1.800 80.000 -0.359 3.375 
-0.000 -0.061 -0.000 0.002 -0.046 -0.029 0.027 -1.600 79.400 -0.359 3.311 
-0.000 -0.073 -0.000 0.005 -0.056 -0.017 0.032 -1.600 78.800 -0.359 3.248 
-0.000 -0.066 -0.000 -0.000 -0.049 -0.012 0.032 -1.800 78.400 -0.357 3.184 
-0.000 -0.073 -0.000 0.002 -0.056 -0.005 0.034 -1.800 77.800 -0.354 3.121 
-0.000 -0.071 -0.000 0.005 -0.054 -0.012 0.032 -2.000 77.400 -0.354 3.057 
-0.000 -0.068 -0.000 -0.000 -0.051 -0.005 0.032 -2.200 77.000 -0.354 2.994 
-0.000 -0.071 -0.000 -0.002 -0.051 -0.000 0.034 -2.200 76.400 -0.352 2.930 
-0.000 -0.068 -0.000 -0.000 -0.051 0.002 0.032 -2.200 76.000 -0.349 2.862 
-0.000 -0.051 -0.000 0.007 -0.042 -0.005 0.022 -2.200 75.600 -0.347 2.794 
-0.000 -0.059 -0.000 0.002 -0.044 -0.000 0.027 -2.200 75.400 -0.344 2.725 
-0.000 -0.049 -0.000 -0.002 -0.034 -0.000 0.022 -2.000 75.000 -0.342 2.657 
-0.000 -0.046 -0.000 -0.005 -0.032 -0.000 0.022 -1.800 74.400 -0.339 2.603 
-0.000 -0.042 -0.000 -0.015 -0.022 -0.017 0.024 -1.600 74.000 -0.339 2.549 
-0.000 -0.042 -0.000 0.002 -0.032 -0.010 0.017 -1.600 73.200 -0.339 2.496 
-0.000 -0.037 -0.000 -0.007 -0.022 -0.005 0.020 -1.400 72.600 -0.337 2.442 
-0.000 -0.027 -0.000 -0.012 -0.012 -0.007 0.015 -1.400 71.400 -0.337 2.403 
-0.000 -0.029 -0.000 -0.010 -0.017 -0.017 0.015 -1.400 70.200 -0.335 2.364 
-0.000 -0.039 -0.000 -0.007 -0.024 -0.012 0.020 -1.400 69.400 -0.335 2.325 
-0.000 -0.024 -0.000 -0.012 -0.012 -0.010 0.015 -1.600 68.600 -0.330 2.286 
-0.000 -0.020 -0.000 -0.020 -0.005 -0.007 0.015 -1.800 70.000 -0.330 2.266 
-0.000 -0.010 -0.000 -0.032 0.010 -0.020 0.012 -2.000 71.400 -0.330 2.247 
-0.000 -0.027 -0.000 -0.022 -0.007 -0.015 0.020 -2.000 75.400 -0.330 2.227 
-0.000 -0.017 -0.000 -0.022 -0.000 -0.015 0.015 -2.200 79.400 -0.330 2.208 
-0.000 0.012 -0.000 -0.022 0.022 -0.015 -0.000 -2.200 83.800 -0.330 2.198 
-0.000 0.015 -0.000 -0.015 0.020 -0.024 -0.005 -2.200 88.200 -0.327 2.188 
-0.000 0.015 -0.000 -0.015 0.020 -0.024 -0.005 -2.000 90.200 -0.325 2.178 
-0.000 0.024 -0.000 -0.017 0.027 -0.024 -0.010 -2.000 92.200 -0.322 2.168 
-0.000 0.034 -0.000 -0.015 0.034 -0.020 -0.015 -1.800 92.600 -0.322 2.168 
-0.000 0.037 -0.000 -0.012 0.034 -0.029 -0.017 -1.600 93.200 -0.322 2.168 
-0.000 0.046 -0.000 -0.020 0.046 -0.022 -0.020 -1.600 94.400 -0.320 2.168 
-0.000 0.046 -0.000 -0.020 0.046 -0.017 -0.020 -1.600 95.800 -0.317 2.168 
