I II III aVR aVL aVF V1 AO SPO2
-0.017 0.002 0.022 0.007 -0.017 0.012 -0.022 61.400 0.977 
-0.000 0.010 0.010 -0.005 -0.005 0.010 -0.034 65.600 1.060 
-0.000 0.007 0.005 -0.002 -0.002 0.007 -0.042 69.800 1.143 
-0.010 0.007 0.010 0.005 -0.012 0.012 -0.039 75.200 1.226 
-0.002 -0.002 0.002 0.002 -0.000 -0.000 -0.042 80.800 1.309 
-0.000 -0.007 -0.010 0.005 0.005 -0.007 -0.037 84.200 1.446 
-0.007 -0.017 -0.010 0.012 0.002 -0.012 -0.039 87.600 1.582 
0.010 -0.005 -0.017 -0.000 0.012 -0.010 -0.037 87.800 1.719 
-0.002 0.015 0.007 -0.000 -0.010 0.017 -0.032 88.200 1.856 
0.012 0.015 -0.000 -0.012 0.005 0.010 -0.034 86.400 2.027 
0.007 0.034 0.022 -0.017 -0.010 0.032 -0.039 84.800 2.198 
-0.005 0.044 0.049 -0.020 -0.027 0.046 -0.024 81.600 2.369 
-0.010 0.044 0.051 -0.015 -0.032 0.049 -0.022 78.200 2.540 
-0.010 0.051 0.059 -0.020 -0.034 0.056 -0.010 73.000 2.716 
-0.010 0.078 0.085 -0.032 -0.049 0.083 0.012 67.800 2.891 
-0.005 0.098 0.100 -0.044 -0.054 0.100 0.007 62.800 3.067 
0.002 0.110 0.100 -0.051 -0.051 0.110 -0.000 57.800 3.243 
0.024 0.100 0.073 -0.061 -0.024 0.088 -0.005 55.800 3.394 
0.017 0.098 0.083 -0.059 -0.032 0.090 0.017 53.800 3.546 
0.015 0.132 0.112 -0.071 -0.051 0.125 0.010 54.200 3.697 
0.029 0.147 0.115 -0.085 -0.044 0.132 -0.010 54.800 3.849 
0.017 0.125 0.107 -0.071 -0.044 0.117 -0.027 56.200 3.956 
0.005 0.085 0.083 -0.046 -0.037 0.083 -0.042 57.600 4.063 
-0.015 0.066 0.083 -0.027 -0.046 0.073 -0.046 59.400 4.171 
0.005 0.076 0.066 -0.037 -0.032 0.073 -0.049 61.200 4.278 
0.012 0.054 0.044 -0.034 -0.015 0.049 -0.061 63.600 4.337 
0.027 0.037 0.015 -0.034 0.010 0.024 -0.076 65.800 4.396 
0.029 0.024 -0.005 -0.027 0.017 0.010 -0.076 68.600 4.454 
0.015 0.005 -0.012 -0.007 0.012 -0.002 -0.085 71.400 4.513 
0.010 -0.017 -0.029 0.005 0.020 -0.022 -0.090 74.200 4.527 
-0.000 -0.015 -0.017 0.010 0.007 -0.015 -0.073 77.200 4.542 
-0.002 -0.010 -0.007 0.007 0.002 -0.007 -0.066 79.400 4.557 
-0.015 -0.005 0.012 0.010 -0.012 0.002 -0.051 81.600 4.571 
-0.007 -0.010 -0.002 0.010 -0.002 -0.005 -0.054 81.800 4.567 
-0.022 -0.002 0.015 0.015 -0.020 0.010 -0.046 82.200 4.562 
-0.015 0.017 0.029 -0.000 -0.022 0.024 -0.046 81.200 4.557 
-0.020 0.002 0.027 0.007 -0.020 0.012 -0.049 80.400 4.552 
-0.012 -0.007 0.002 0.012 -0.007 -0.000 -0.049 79.600 4.518 
-0.022 -0.015 0.012 0.017 -0.015 -0.002 -0.049 78.800 4.484 
-0.017 -0.002 0.017 0.010 -0.015 0.007 -0.042 78.000 4.449 
-0.024 -0.012 0.012 0.020 -0.017 -0.000 -0.037 77.200 4.415 
-0.022 -0.005 0.015 0.015 -0.020 0.007 -0.034 75.800 4.396 
-0.012 0.015 0.027 -0.000 -0.020 0.022 -0.046 74.400 4.376 
-0.034 0.029 0.066 0.002 -0.049 0.046 -0.042 72.400 4.357 
-0.017 0.017 0.042 -0.002 -0.024 0.027 -0.042 70.200 4.337 
-0.007 0.012 0.022 -0.002 -0.012 0.017 -0.044 67.800 4.308 
-0.007 0.010 0.020 -0.002 -0.012 0.015 -0.042 65.600 4.278 
-0.015 -0.000 0.015 0.007 -0.015 0.007 -0.044 64.000 4.249 
-0.005 -0.012 -0.007 0.010 0.002 -0.010 -0.044 62.400 4.220 
-0.012 -0.012 -0.000 0.012 -0.005 -0.005 -0.044 62.000 4.176 
-0.012 0.007 0.020 0.002 -0.015 0.015 -0.042 61.400 4.132 
-0.017 0.015 0.032 0.002 -0.024 0.024 -0.044 61.600 4.088 
-0.007 0.007 0.012 0.002 -0.010 0.012 -0.049 61.800 4.044 
-0.010 0.005 0.015 0.002 -0.012 0.010 -0.037 61.400 3.980 
-0.024 -0.000 0.022 0.015 -0.024 0.012 -0.027 61.000 3.917 
-0.015 -0.029 -0.015 0.022 -0.000 -0.022 -0.007 60.200 3.853 
-0.022 -0.063 -0.051 0.049 0.010 -0.051 0.039 59.400 3.790 
-0.027 -0.046 -0.020 0.037 -0.002 -0.032 0.034 59.000 3.712 
-0.012 -0.017 -0.005 0.015 -0.002 -0.010 0.002 58.600 3.634 
0.012 0.049 0.037 -0.029 -0.012 0.044 -0.017 58.000 3.556 
0.107 0.147 0.039 -0.127 0.034 0.093 -0.046 57.400 3.477 
0.259 0.286 0.020 -0.269 0.117 0.156 -0.068 56.600 3.389 
0.466 0.466 -0.002 -0.464 0.234 0.234 -0.110 55.600 3.302 
0.713 0.635 -0.076 -0.674 0.396 0.278 -0.232 55.400 3.214 
0.860 0.755 -0.107 -0.806 0.484 0.325 -0.415 55.200 3.126 
0.821 0.789 -0.039 -0.801 0.427 0.379 -0.501 56.000 3.038 
0.342 0.872 0.530 -0.606 -0.093 0.701 -0.361 57.000 2.950 
-0.142 0.943 1.087 -0.400 -0.613 1.013 -0.291 57.600 2.862 
-0.427 0.786 1.209 -0.176 -0.821 1.001 -0.220 58.400 2.774 
-0.505 0.547 1.050 -0.020 -0.779 0.801 -0.200 58.400 2.701 
-0.481 0.264 0.747 0.107 -0.613 0.505 -0.239 58.200 2.628 
-0.418 0.125 0.537 0.149 -0.479 0.335 -0.244 58.200 2.554 
-0.259 0.115 0.371 0.073 -0.315 0.244 -0.239 58.400 2.481 
-0.190 0.061 0.254 0.063 -0.220 0.156 -0.190 58.600 2.432 
-0.151 -0.002 0.149 0.078 -0.149 0.073 -0.120 59.000 2.383 
-0.120 -0.042 0.081 0.081 -0.098 0.020 -0.090 59.200 2.335 
-0.059 -0.017 0.039 0.039 -0.049 0.012 -0.093 59.400 2.286 
-0.034 -0.017 0.017 0.027 -0.024 -0.000 -0.073 59.800 2.261 
-0.020 -0.012 0.010 0.015 -0.012 -0.002 -0.056 60.200 2.237 
-0.010 -0.020 -0.012 0.017 -0.000 -0.015 -0.042 61.200 2.212 
-0.010 -0.020 -0.015 0.017 -0.000 -0.015 -0.034 62.000 2.188 
-0.029 -0.039 -0.010 0.034 -0.010 -0.024 -0.022 63.400 2.183 
-0.017 -0.029 -0.007 0.022 -0.002 -0.020 -0.024 64.600 2.178 
0.005 -0.010 -0.012 0.002 0.010 -0.012 -0.024 65.800 2.173 
0.015 -0.002 -0.010 -0.010 0.017 -0.010 -0.034 66.800 2.168 
0.005 -0.000 -0.005 -0.002 0.005 -0.002 -0.032 67.600 2.183 
0.002 -0.000 0.005 -0.005 0.002 -0.000 -0.027 68.400 2.198 
0.005 -0.010 -0.012 0.002 0.010 -0.012 -0.029 69.800 2.212 
0.002 -0.029 -0.034 0.015 0.017 -0.029 -0.020 71.200 2.227 
0.002 -0.037 -0.044 0.020 0.022 -0.037 -0.010 74.000 2.247 
-0.007 -0.020 -0.007 0.012 0.002 -0.015 -0.007 77.000 2.266 
0.002 0.010 0.007 -0.005 -0.002 0.010 -0.020 80.200 2.286 
-0.002 -0.005 -0.002 0.005 -0.000 -0.002 -0.015 83.600 2.305 
-0.017 -0.017 -0.002 0.020 -0.007 -0.007 -0.022 85.600 2.325 
-0.000 -0.002 -0.000 -0.000 0.002 -0.002 -0.020 87.800 2.344 
0.012 -0.017 -0.029 0.002 0.022 -0.022 -0.020 89.800 2.364 
0.012 -0.024 -0.034 0.005 0.024 -0.029 -0.012 91.800 2.383 
0.015 -0.005 -0.027 -0.000 0.017 -0.012 -0.015 94.800 2.388 
0.007 0.012 0.005 -0.010 0.002 0.010 -0.005 98.000 2.393 
0.002 0.010 0.010 -0.007 -0.002 0.010 -0.005 100.800 2.398 
0.010 -0.002 -0.012 -0.002 0.012 -0.007 -0.015 103.600 2.403 
-0.002 -0.007 -0.007 0.007 0.002 -0.005 -0.017 104.600 2.393 
0.005 0.007 0.005 -0.007 0.002 0.005 -0.015 105.800 2.383 
0.007 0.010 0.002 -0.007 0.002 0.007 -0.012 106.400 2.374 
0.012 0.007 -0.007 -0.007 0.010 0.002 -0.015 107.000 2.364 
0.012 0.010 -0.000 -0.012 0.007 0.005 -0.010 108.000 2.354 
-0.005 0.017 0.017 -0.002 -0.012 0.020 -0.000 109.200 2.344 
0.005 0.012 0.010 -0.010 -0.000 0.010 0.002 109.800 2.335 
0.002 0.022 0.015 -0.010 -0.007 0.022 -0.002 110.600 2.325 
-0.005 0.024 0.029 -0.010 -0.017 0.027 0.005 111.200 2.305 
-0.002 0.022 0.032 -0.012 -0.012 0.024 -0.010 112.000 2.286 
0.002 0.034 0.037 -0.020 -0.015 0.034 -0.010 113.200 2.266 
0.002 0.022 0.020 -0.012 -0.007 0.022 -0.002 114.200 2.247 
-0.005 0.032 0.034 -0.012 -0.020 0.034 0.002 114.800 2.237 
-0.005 0.039 0.044 -0.017 -0.024 0.042 0.005 115.600 2.227 
-0.010 0.037 0.046 -0.012 -0.027 0.042 0.007 116.000 2.217 
0.005 0.051 0.044 -0.027 -0.020 0.049 -0.000 116.400 2.208 
-0.002 0.051 0.054 -0.024 -0.027 0.054 -0.007 117.800 2.198 
-0.000 0.056 0.056 -0.027 -0.027 0.056 -0.002 119.200 2.188 
-0.002 0.039 0.044 -0.020 -0.022 0.042 0.005 120.400 2.178 
0.005 0.049 0.042 -0.024 -0.020 0.046 0.007 121.800 2.168 
-0.000 0.073 0.076 -0.037 -0.037 0.073 0.005 122.000 2.159 
-0.010 0.078 0.088 -0.034 -0.049 0.083 -0.005 122.200 2.149 
-0.002 0.061 0.068 -0.032 -0.032 0.063 -0.007 122.400 2.139 
-0.010 0.063 0.073 -0.027 -0.042 0.068 -0.010 122.600 2.129 
0.007 0.085 0.078 -0.046 -0.034 0.083 -0.022 122.600 2.120 
0.012 0.093 0.083 -0.054 -0.034 0.088 -0.024 122.600 2.110 
0.029 0.095 0.066 -0.061 -0.017 0.081 -0.039 122.400 2.100 
0.027 0.083 0.056 -0.054 -0.015 0.071 -0.042 122.200 2.090 
0.032 0.090 0.061 -0.061 -0.012 0.076 -0.056 122.000 2.090 
0.044 0.103 0.061 -0.073 -0.007 0.081 -0.056 121.800 2.090 
0.061 0.122 0.063 -0.093 -0.000 0.093 -0.068 121.200 2.090 
0.042 0.115 0.068 -0.076 -0.015 0.095 -0.071 120.600 2.090 
0.042 0.112 0.068 -0.076 -0.015 0.093 -0.066 119.800 2.110 
0.051 0.100 0.051 -0.076 0.002 0.076 -0.063 119.200 2.129 
0.046 0.076 0.037 -0.063 0.010 0.054 -0.071 118.800 2.149 
0.046 0.059 0.017 -0.054 0.017 0.037 -0.063 118.400 2.168 
0.046 0.054 0.010 -0.051 0.020 0.032 -0.068 117.600 2.217 
0.054 0.054 0.005 -0.056 0.027 0.027 -0.071 116.800 2.266 
0.049 0.034 -0.010 -0.044 0.032 0.010 -0.063 115.400 2.315 
0.034 0.024 -0.005 -0.032 0.022 0.007 -0.076 113.800 2.364 
0.032 0.044 0.015 -0.039 0.010 0.029 -0.063 112.600 2.447 
0.039 0.059 0.024 -0.051 0.010 0.039 -0.071 111.400 2.530 
0.039 0.056 0.017 -0.046 0.012 0.037 -0.073 110.400 2.613 
0.034 0.037 0.002 -0.034 0.017 0.020 -0.083 109.400 2.696 
0.024 0.007 -0.017 -0.015 0.022 -0.005 -0.078 108.200 2.803 
0.020 -0.010 -0.027 -0.005 0.024 -0.020 -0.076 106.800 2.911 
0.034 0.005 -0.022 -0.022 0.032 -0.012 -0.073 105.200 3.018 
0.024 0.017 -0.005 -0.022 0.017 0.005 -0.083 103.600 3.126 
0.024 0.020 -0.000 -0.024 0.015 0.007 -0.083 101.400 3.243 
0.027 0.002 -0.022 -0.015 0.027 -0.010 -0.081 99.200 3.360 
0.017 -0.015 -0.029 -0.002 0.024 -0.022 -0.071 96.200 3.477 
0.012 -0.015 -0.029 0.002 0.020 -0.020 -0.061 93.400 3.595 
0.007 0.007 0.007 -0.010 0.005 0.005 -0.056 90.000 3.707 
0.010 0.017 0.012 -0.015 0.002 0.012 -0.059 86.400 3.819 
0.002 0.010 0.012 -0.007 -0.002 0.010 -0.061 83.600 3.932 
0.017 0.007 -0.010 -0.012 0.015 -0.000 -0.063 80.800 4.044 
-0.007 -0.002 0.002 0.007 -0.005 0.002 -0.051 79.800 4.127 
0.007 0.007 0.002 -0.007 0.005 0.005 -0.059 78.600 4.210 
0.002 0.010 0.007 -0.005 -0.002 0.010 -0.056 79.000 4.293 
-0.000 0.012 0.007 -0.002 -0.005 0.012 -0.049 79.600 4.376 
-0.002 0.024 0.027 -0.010 -0.015 0.027 -0.051 80.600 4.425 
0.005 0.010 0.007 -0.007 -0.000 0.007 -0.054 81.800 4.474 
0.012 -0.007 -0.020 -0.002 0.017 -0.012 -0.046 83.200 4.523 
0.005 -0.010 -0.017 0.005 0.010 -0.012 -0.042 84.600 4.571 
-0.007 -0.012 -0.005 0.010 -0.000 -0.007 -0.039 86.000 4.581 
-0.010 -0.020 -0.012 0.017 -0.000 -0.015 -0.032 87.200 4.591 
-0.015 -0.022 -0.005 0.017 -0.002 -0.015 -0.024 87.600 4.601 
0.005 -0.005 -0.002 -0.002 0.007 -0.007 -0.034 88.200 4.611 
0.002 0.020 0.015 -0.010 -0.007 0.020 -0.044 88.000 4.591 
0.007 0.017 0.005 -0.010 -0.000 0.015 -0.039 88.000 4.571 
0.002 0.012 0.010 -0.007 -0.002 0.012 -0.044 87.600 4.552 
-0.010 0.010 0.017 0.002 -0.015 0.015 -0.034 87.000 4.532 
0.002 0.027 0.022 -0.012 -0.010 0.027 -0.039 86.400 4.488 
0.015 0.032 0.017 -0.022 -0.000 0.024 -0.039 85.800 4.444 
0.007 0.017 0.010 -0.012 -0.000 0.015 -0.024 85.400 4.400 
-0.000 0.034 0.037 -0.017 -0.017 0.034 -0.022 84.800 4.357 
-0.002 0.049 0.049 -0.022 -0.027 0.051 0.002 84.600 4.298 
0.007 0.046 0.034 -0.024 -0.015 0.044 0.002 84.400 4.239 
0.022 0.056 0.029 -0.037 -0.005 0.046 0.005 84.600 4.181 
0.020 0.071 0.051 -0.044 -0.015 0.061 0.010 84.800 4.122 
0.044 0.105 0.056 -0.071 -0.007 0.083 -0.005 85.000 4.059 
0.049 0.120 0.071 -0.083 -0.010 0.095 -0.015 85.200 3.995 
0.051 0.144 0.088 -0.095 -0.020 0.120 -0.012 85.200 3.932 
0.042 0.127 0.083 -0.083 -0.022 0.107 -0.015 85.400 3.868 
0.032 0.095 0.061 -0.061 -0.015 0.081 -0.015 85.600 3.795 
0.017 0.066 0.049 -0.042 -0.015 0.059 -0.017 85.800 3.722 
0.017 0.044 0.032 -0.032 -0.005 0.037 -0.034 86.000 3.648 
0.022 0.068 0.049 -0.046 -0.012 0.059 -0.044 86.200 3.575 
0.015 0.059 0.044 -0.037 -0.015 0.051 -0.046 86.000 3.497 
0.024 0.029 -0.000 -0.024 0.010 0.017 -0.054 86.000 3.419 
0.012 -0.005 -0.022 -0.000 0.015 -0.010 -0.063 85.800 3.341 
0.012 -0.022 -0.037 0.007 0.024 -0.027 -0.078 85.600 3.263 
0.017 -0.042 -0.056 0.012 0.039 -0.049 -0.076 85.400 3.194 
-0.015 -0.042 -0.027 0.029 0.007 -0.034 -0.061 85.200 3.126 
-0.010 -0.029 -0.022 0.022 0.005 -0.024 -0.042 85.000 3.057 
-0.037 -0.029 0.002 0.037 -0.022 -0.010 -0.017 85.000 2.989 
-0.037 -0.015 0.020 0.027 -0.029 0.005 -0.024 84.800 2.926 
-0.002 -0.005 -0.007 0.007 -0.000 -0.002 -0.034 84.800 2.862 
0.002 -0.005 -0.010 0.002 0.005 -0.005 -0.039 84.600 2.799 
-0.024 -0.002 0.022 0.015 -0.022 0.010 -0.032 84.400 2.735 
-0.037 -0.020 0.012 0.032 -0.027 -0.000 -0.034 84.200 2.691 
-0.037 -0.024 0.007 0.034 -0.024 -0.005 -0.024 83.800 2.647 
-0.046 -0.051 -0.005 0.049 -0.020 -0.027 -0.017 83.800 2.603 
-0.032 -0.056 -0.027 0.046 -0.002 -0.039 -0.015 83.800 2.559 
-0.044 -0.056 -0.015 0.051 -0.015 -0.034 -0.010 84.000 2.535 
-0.027 -0.039 -0.020 0.037 -0.007 -0.024 -0.007 84.000 2.510 
-0.027 -0.037 -0.012 0.034 -0.007 -0.022 -0.017 83.800 2.486 
-0.032 -0.032 -0.005 0.034 -0.015 -0.015 -0.017 83.400 2.462 
-0.032 -0.037 -0.005 0.034 -0.012 -0.020 -0.022 82.800 2.457 
-0.017 -0.027 -0.012 0.024 -0.002 -0.017 -0.024 82.200 2.452 
-0.005 -0.002 0.005 0.002 -0.002 -0.000 -0.027 81.800 2.447 
-0.012 0.020 0.024 -0.000 -0.022 0.027 -0.017 81.400 2.442 
-0.010 0.022 0.022 -0.000 -0.020 0.027 -0.032 81.000 2.457 
-0.022 0.015 0.032 0.007 -0.029 0.027 -0.024 80.800 2.471 
-0.044 -0.010 0.029 0.029 -0.039 0.012 -0.017 80.200 2.486 
-0.034 -0.022 0.012 0.029 -0.022 -0.005 -0.002 79.800 2.501 
-0.034 -0.039 -0.010 0.039 -0.015 -0.022 -0.005 79.200 2.515 
-0.027 -0.049 -0.027 0.042 -0.002 -0.034 -0.015 78.600 2.530 
-0.029 -0.044 -0.020 0.039 -0.007 -0.029 0.015 78.200 2.545 
-0.049 -0.073 -0.027 0.063 -0.012 -0.049 0.054 77.600 2.559 
-0.061 -0.076 -0.015 0.068 -0.022 -0.044 0.071 77.400 2.579 
-0.078 -0.076 0.005 0.076 -0.039 -0.037 0.073 77.000 2.598 
-0.076 -0.039 0.037 0.059 -0.056 -0.000 0.056 76.400 2.618 
-0.017 0.078 0.088 -0.027 -0.056 0.088 0.027 76.000 2.637 
0.112 0.222 0.100 -0.161 0.002 0.166 -0.000 75.600 2.657 
0.286 0.320 0.034 -0.303 0.127 0.178 -0.042 75.000 2.676 
0.505 0.481 -0.029 -0.491 0.266 0.230 -0.081 74.800 2.696 
0.703 0.630 -0.076 -0.664 0.388 0.278 -0.178 74.600 2.716 
0.799 0.735 -0.068 -0.764 0.432 0.337 -0.339 74.600 2.716 
0.562 0.772 0.215 -0.669 0.176 0.491 -0.308 74.400 2.716 
0.017 0.855 0.845 -0.440 -0.410 0.847 -0.147 74.200 2.716 
-0.381 0.860 1.236 -0.237 -0.811 1.050 -0.056 74.000 2.716 
-0.611 0.723 1.321 -0.049 -0.972 1.028 0.071 73.800 2.701 
-0.591 0.481 1.070 0.056 -0.830 0.777 0.034 73.600 2.686 
-0.554 0.249 0.799 0.156 -0.679 0.527 -0.059 73.400 2.672 
-0.457 0.078 0.525 0.195 -0.496 0.308 -0.117 73.000 2.657 
-0.317 0.059 0.371 0.132 -0.347 0.217 -0.139 72.800 2.642 
-0.234 0.049 0.286 0.093 -0.259 0.166 -0.100 72.600 2.628 
-0.205 0.010 0.222 0.095 -0.210 0.112 -0.042 72.200 2.613 
-0.159 0.002 0.151 0.083 -0.159 0.083 -0.034 72.000 2.598 
-0.095 -0.022 0.066 0.063 -0.083 0.027 -0.042 71.600 2.574 
-0.054 -0.042 0.020 0.044 -0.032 -0.015 -0.002 71.000 2.549 
-0.051 -0.032 0.022 0.042 -0.034 -0.005 0.005 70.800 2.525 
-0.037 -0.044 -0.007 0.042 -0.015 -0.024 0.002 70.600 2.501 
-0.037 -0.066 -0.034 0.054 -0.002 -0.046 0.002 70.600 2.476 
-0.034 -0.054 -0.020 0.044 -0.007 -0.037 0.012 70.600 2.452 
-0.037 -0.039 0.002 0.037 -0.017 -0.020 0.007 70.400 2.427 
-0.020 -0.022 -0.002 0.022 -0.007 -0.012 -0.022 70.200 2.403 
-0.034 -0.044 -0.020 0.044 -0.012 -0.027 -0.015 69.600 2.379 
-0.015 -0.051 -0.029 0.029 0.012 -0.044 -0.010 69.000 2.354 
-0.000 -0.049 -0.051 0.027 0.024 -0.049 -0.020 68.000 2.330 
0.020 -0.049 -0.076 0.020 0.044 -0.059 -0.027 67.000 2.305 
0.037 -0.063 -0.107 0.017 0.068 -0.081 -0.037 66.000 2.276 
0.037 -0.068 -0.107 0.017 0.071 -0.085 -0.044 65.000 2.247 
0.037 -0.049 -0.083 0.005 0.061 -0.066 -0.037 64.400 2.217 
0.044 -0.032 -0.081 -0.002 0.061 -0.054 -0.061 63.800 2.188 
0.068 -0.024 -0.100 -0.017 0.081 -0.059 -0.066 64.200 2.159 
0.071 0.005 -0.066 -0.037 0.068 -0.029 -0.066 64.600 2.129 
0.068 0.010 -0.054 -0.042 0.063 -0.024 -0.073 66.000 2.100 
0.061 -0.039 -0.105 -0.007 0.081 -0.068 -0.073 67.600 2.071 
0.073 -0.078 -0.149 0.002 0.112 -0.115 -0.056 69.400 2.037 
0.078 -0.071 -0.154 -0.000 0.115 -0.110 -0.054 71.400 2.002 
0.078 -0.046 -0.125 -0.015 0.103 -0.085 -0.063 73.600 1.968 
0.085 -0.017 -0.103 -0.034 0.095 -0.059 -0.076 75.800 1.934 
0.093 -0.010 -0.105 -0.039 0.098 -0.056 -0.081 78.000 1.910 
0.085 -0.015 -0.095 -0.037 0.093 -0.056 -0.071 80.200 1.885 
0.083 0.007 -0.068 -0.049 0.081 -0.034 -0.061 82.200 1.861 
0.085 0.022 -0.068 -0.051 0.076 -0.020 -0.068 84.200 1.836 
0.076 0.007 -0.078 -0.037 0.073 -0.029 -0.063 86.000 1.812 
0.068 -0.020 -0.093 -0.022 0.078 -0.054 -0.061 88.000 1.788 
0.081 -0.017 -0.098 -0.032 0.090 -0.056 -0.049 90.200 1.763 
0.073 -0.005 -0.083 -0.032 0.076 -0.042 -0.039 92.600 1.739 
0.063 -0.017 -0.088 -0.020 0.073 -0.049 -0.054 94.400 1.719 
0.071 -0.002 -0.076 -0.032 0.073 -0.037 -0.044 96.200 1.700 
0.073 -0.007 -0.078 -0.034 0.078 -0.044 -0.042 97.400 1.680 
0.081 0.007 -0.078 -0.042 0.078 -0.032 -0.044 98.600 1.661 
0.085 0.015 -0.073 -0.049 0.078 -0.027 -0.054 100.000 1.641 
0.085 0.024 -0.061 -0.054 0.073 -0.017 -0.049 101.400 1.621 
0.090 0.042 -0.042 -0.068 0.071 -0.002 -0.039 102.600 1.602 
0.088 0.051 -0.044 -0.066 0.063 0.007 -0.044 103.800 1.582 
0.115 0.042 -0.076 -0.076 0.095 -0.015 -0.059 104.600 1.563 
0.127 0.032 -0.090 -0.081 0.112 -0.032 -0.083 105.200 1.543 
0.129 0.046 -0.078 -0.090 0.107 -0.017 -0.076 106.200 1.524 
0.127 0.061 -0.061 -0.095 0.098 -0.002 -0.066 107.200 1.504 
0.120 0.073 -0.049 -0.095 0.083 0.015 -0.063 108.000 1.485 
0.110 0.093 -0.015 -0.103 0.063 0.039 -0.059 108.800 1.465 
0.090 0.105 0.017 -0.098 0.039 0.061 -0.042 109.000 1.446 
0.090 0.107 0.015 -0.098 0.037 0.063 -0.034 109.200 1.426 
0.088 0.120 0.024 -0.100 0.029 0.076 -0.024 109.000 1.411 
0.088 0.137 0.049 -0.112 0.020 0.093 -0.022 109.000 1.397 
0.081 0.144 0.063 -0.112 0.010 0.105 -0.015 109.000 1.382 
0.078 0.151 0.066 -0.110 0.002 0.112 -0.020 109.000 1.368 
0.078 0.147 0.068 -0.112 0.005 0.107 -0.015 108.800 1.353 
0.061 0.147 0.088 -0.105 -0.012 0.117 -0.002 108.600 1.338 
0.049 0.147 0.093 -0.095 -0.024 0.122 -0.005 108.200 1.324 
0.044 0.139 0.090 -0.088 -0.024 0.117 -0.002 107.600 1.309 
0.037 0.132 0.090 -0.081 -0.029 0.115 -0.005 107.200 1.299 
0.020 0.122 0.107 -0.073 -0.042 0.112 -0.000 107.000 1.289 
0.020 0.125 0.103 -0.071 -0.042 0.115 -0.005 106.600 1.280 
-0.005 0.112 0.112 -0.051 -0.061 0.115 0.007 106.000 1.270 
-0.010 0.090 0.093 -0.037 -0.054 0.095 0.007 105.400 1.265 
-0.002 0.083 0.081 -0.037 -0.044 0.085 -0.000 104.600 1.260 
-0.007 0.081 0.090 -0.037 -0.046 0.085 0.007 104.000 1.255 
-0.012 0.071 0.078 -0.027 -0.046 0.078 0.005 103.400 1.250 
-0.012 0.059 0.063 -0.020 -0.042 0.066 0.002 103.200 1.245 
-0.017 0.066 0.081 -0.022 -0.049 0.076 0.007 102.800 1.241 
-0.024 0.059 0.078 -0.015 -0.054 0.071 0.007 102.600 1.236 
-0.020 0.051 0.071 -0.015 -0.044 0.061 0.010 102.400 1.231 
-0.029 0.032 0.059 -0.000 -0.044 0.046 0.017 102.000 1.221 
-0.046 0.024 0.073 0.010 -0.059 0.049 0.017 101.600 1.211 
-0.049 0.029 0.083 0.007 -0.063 0.054 0.012 100.600 1.201 
-0.046 0.022 0.073 0.010 -0.056 0.046 0.012 99.800 1.192 
-0.042 0.020 0.063 0.010 -0.051 0.042 0.007 98.400 1.172 
-0.042 0.024 0.073 0.005 -0.054 0.046 0.010 96.800 1.153 
-0.034 0.029 0.073 -0.002 -0.049 0.046 0.022 95.000 1.133 
-0.037 0.020 0.059 0.007 -0.046 0.039 0.012 93.000 1.114 
-0.024 0.027 0.054 -0.002 -0.037 0.039 0.015 90.800 1.089 
-0.032 0.022 0.059 0.002 -0.042 0.039 0.024 88.400 1.065 
-0.042 0.007 0.046 0.020 -0.044 0.029 0.022 86.200 1.040 
-0.032 0.002 0.032 0.017 -0.032 0.020 0.020 83.800 1.016 
-0.034 0.012 0.049 0.010 -0.039 0.029 0.020 81.800 1.045 
-0.044 0.005 0.046 0.022 -0.046 0.027 0.015 80.000 1.074 
-0.049 0.012 0.059 0.020 -0.054 0.037 0.002 79.400 1.104 
-0.049 -0.000 0.046 0.027 -0.049 0.024 -0.000 78.800 1.133 
-0.046 -0.000 0.049 0.022 -0.046 0.024 -0.000 79.200 1.221 
-0.042 0.005 0.051 0.017 -0.044 0.027 0.010 79.800 1.309 
-0.032 0.005 0.037 0.015 -0.034 0.022 0.005 80.800 1.397 
-0.037 -0.015 0.024 0.024 -0.029 0.005 -0.002 81.800 1.485 
-0.032 -0.015 0.022 0.022 -0.024 0.002 -0.012 83.000 1.626 
-0.046 -0.015 0.037 0.029 -0.039 0.010 -0.010 84.000 1.768 
-0.046 -0.012 0.032 0.032 -0.039 0.012 -0.012 85.000 1.910 
-0.037 -0.017 0.017 0.029 -0.027 0.002 -0.015 86.000 2.051 
-0.034 -0.020 0.012 0.029 -0.024 -0.002 -0.012 86.400 2.242 
-0.034 -0.012 0.017 0.027 -0.027 0.005 -0.010 86.800 2.432 
-0.027 -0.007 0.024 0.015 -0.022 0.007 -0.005 86.800 2.623 
-0.015 0.002 0.022 0.005 -0.015 0.010 -0.012 87.000 2.813 
-0.015 0.005 0.022 0.005 -0.017 0.012 -0.017 87.000 3.009 
-0.015 0.015 0.029 -0.000 -0.022 0.022 -0.007 87.200 3.204 
-0.022 0.017 0.044 -0.000 -0.029 0.029 -0.005 87.200 3.399 
-0.022 0.020 0.046 -0.000 -0.032 0.032 0.007 87.000 3.595 
-0.007 0.039 0.051 -0.017 -0.027 0.044 0.015 87.000 3.770 
0.005 0.061 0.059 -0.034 -0.024 0.059 0.015 87.200 3.946 
