I II III aVR aVL aVF V1 LV AO Resp SPO2
0.032 0.017 -0.017 -0.022 0.024 0.002 0.129 177.000 165.800 -0.010 1.973 
0.012 0.020 0.002 -0.012 0.002 0.015 0.122 178.000 167.000 -0.010 2.061 
0.024 0.015 -0.020 -0.015 0.017 0.002 0.112 179.000 168.400 -0.010 2.149 
0.032 -0.000 -0.039 -0.012 0.032 -0.015 0.103 179.800 169.400 -0.010 2.217 
0.024 0.020 -0.012 -0.017 0.015 0.007 0.085 180.400 170.600 -0.010 2.286 
0.027 -0.007 -0.039 -0.007 0.032 -0.020 0.071 180.800 171.600 -0.010 2.354 
0.039 0.059 0.015 -0.046 0.010 0.039 0.039 181.400 172.400 -0.007 2.422 
0.044 0.076 0.024 -0.056 0.007 0.054 0.012 181.800 173.200 -0.007 2.476 
0.029 0.059 0.027 -0.042 -0.000 0.044 0.012 182.200 174.000 -0.007 2.530 
0.039 0.056 0.012 -0.044 0.012 0.037 -0.002 182.600 174.600 -0.007 2.584 
0.051 0.056 -0.010 -0.046 0.024 0.032 -0.017 183.000 175.200 -0.007 2.637 
0.046 0.059 0.005 -0.049 0.017 0.037 -0.020 183.200 175.600 -0.007 2.681 
0.022 0.049 0.024 -0.034 -0.002 0.039 -0.024 183.600 176.000 -0.007 2.725 
0.054 0.051 -0.002 -0.051 0.029 0.024 -0.029 183.600 176.200 -0.007 2.769 
0.046 0.054 -0.000 -0.046 0.020 0.032 -0.032 183.600 176.400 -0.007 2.813 
0.037 0.042 0.002 -0.037 0.017 0.024 -0.032 183.400 176.400 -0.007 2.847 
0.042 0.044 -0.005 -0.039 0.020 0.024 -0.027 183.200 176.400 -0.007 2.882 
0.046 0.049 0.002 -0.046 0.022 0.027 -0.037 182.600 176.200 -0.007 2.916 
0.039 0.051 0.012 -0.044 0.015 0.032 -0.039 182.000 176.000 -0.007 2.950 
0.039 0.046 0.007 -0.042 0.017 0.027 -0.046 181.400 175.600 -0.007 2.984 
0.054 0.044 -0.012 -0.046 0.032 0.017 -0.046 180.600 175.200 -0.007 3.018 
0.042 0.049 0.005 -0.044 0.017 0.029 -0.044 179.600 174.600 -0.007 3.053 
0.032 0.034 -0.002 -0.029 0.015 0.020 -0.042 178.600 174.000 -0.007 3.087 
0.042 0.027 -0.017 -0.032 0.029 0.007 -0.046 177.400 173.200 -0.005 3.126 
0.056 0.034 -0.024 -0.044 0.039 0.007 -0.042 176.200 172.400 -0.005 3.165 
0.039 0.046 -0.000 -0.039 0.017 0.027 -0.042 174.800 171.200 -0.002 3.204 
0.027 0.022 -0.007 -0.022 0.017 0.010 -0.039 173.400 170.200 -0.000 3.243 
0.039 0.022 -0.024 -0.027 0.029 0.002 -0.039 171.400 168.600 -0.000 3.287 
0.044 0.020 -0.032 -0.027 0.034 -0.002 -0.046 169.600 167.200 -0.000 3.331 
0.042 0.029 -0.017 -0.032 0.027 0.010 -0.049 167.200 165.200 -0.000 3.375 
0.051 0.020 -0.039 -0.032 0.042 -0.005 -0.054 164.800 163.400 -0.000 3.419 
0.044 0.020 -0.032 -0.027 0.034 -0.002 -0.049 161.800 161.200 -0.000 3.453 
0.039 0.039 -0.007 -0.034 0.020 0.020 -0.054 158.600 159.000 0.002 3.487 
0.037 0.027 -0.017 -0.027 0.024 0.010 -0.051 155.200 156.400 0.005 3.521 
0.059 0.020 -0.044 -0.037 0.049 -0.010 -0.051 151.600 153.800 0.007 3.556 
0.042 0.042 -0.005 -0.039 0.022 0.022 -0.051 148.000 151.000 0.007 3.590 
0.034 0.029 -0.007 -0.029 0.020 0.012 -0.056 144.200 148.200 0.010 3.624 
0.046 -0.010 -0.056 -0.017 0.051 -0.032 -0.051 140.400 145.200 0.010 3.658 
0.054 -0.020 -0.081 -0.012 0.063 -0.046 -0.046 136.600 142.200 0.015 3.692 
0.049 0.022 -0.034 -0.032 0.039 -0.002 -0.059 132.200 139.600 0.015 3.717 
0.042 0.046 -0.000 -0.042 0.020 0.027 -0.059 128.000 136.800 0.015 3.741 
0.054 0.066 0.005 -0.056 0.022 0.039 -0.063 123.200 134.600 0.015 3.766 
0.051 0.061 0.007 -0.054 0.022 0.037 -0.059 118.400 132.400 0.015 3.790 
0.032 0.027 -0.007 -0.027 0.020 0.012 -0.056 113.000 130.800 0.015 3.805 
0.032 0.022 -0.017 -0.022 0.022 0.007 -0.049 107.400 129.200 0.017 3.819 
0.046 0.042 -0.007 -0.042 0.027 0.020 -0.051 101.400 127.800 0.020 3.834 
0.032 0.039 -0.000 -0.032 0.012 0.024 -0.059 95.400 126.400 0.022 3.849 
0.027 0.005 -0.029 -0.012 0.024 -0.007 -0.037 89.400 125.200 0.022 3.858 
0.044 0.029 -0.022 -0.032 0.029 0.007 -0.042 83.400 124.000 0.022 3.868 
0.051 0.027 -0.027 -0.037 0.039 0.002 -0.044 77.800 123.000 0.022 3.878 
0.027 0.029 -0.005 -0.024 0.012 0.017 -0.044 72.000 122.000 0.022 3.888 
0.037 0.022 -0.017 -0.027 0.027 0.005 -0.039 66.600 121.000 0.020 3.883 
0.044 0.027 -0.017 -0.034 0.032 0.005 -0.039 61.200 120.200 0.020 3.878 
0.032 0.042 0.010 -0.037 0.012 0.027 -0.049 56.200 119.200 0.017 3.873 
0.024 0.042 0.012 -0.029 0.005 0.029 -0.044 51.200 118.200 0.017 3.868 
0.039 0.032 -0.007 -0.034 0.024 0.012 -0.037 47.000 117.200 0.017 3.853 
0.032 0.037 -0.002 -0.029 0.015 0.022 -0.042 42.600 116.200 0.020 3.839 
0.015 0.024 0.007 -0.017 0.002 0.017 -0.034 39.000 115.400 0.020 3.824 
0.020 0.007 -0.017 -0.010 0.017 -0.002 -0.022 35.200 114.400 0.022 3.810 
0.032 0.044 0.005 -0.034 0.010 0.029 -0.027 32.200 113.400 0.020 3.785 
0.022 0.029 -0.000 -0.022 0.007 0.020 -0.029 29.000 112.400 0.017 3.761 
0.020 0.024 -0.000 -0.020 0.007 0.015 -0.029 26.400 111.600 0.017 3.736 
0.037 0.034 -0.007 -0.032 0.020 0.017 -0.032 23.800 110.600 0.015 3.712 
0.024 0.027 -0.002 -0.022 0.012 0.015 -0.032 21.800 109.800 0.015 3.683 
0.012 0.017 -0.005 -0.010 0.005 0.012 -0.027 19.800 108.800 0.015 3.653 
0.032 0.020 -0.020 -0.022 0.022 0.005 -0.034 18.400 108.000 0.015 3.624 
0.037 0.022 -0.020 -0.027 0.027 0.005 -0.039 16.800 107.000 0.015 3.595 
0.020 -0.012 -0.046 0.005 0.027 -0.022 -0.020 15.800 106.200 0.012 3.570 
0.020 -0.000 -0.032 -0.002 0.020 -0.010 -0.024 14.600 105.200 0.012 3.546 
0.032 0.032 -0.010 -0.027 0.017 0.017 -0.032 14.000 104.400 0.012 3.521 
0.017 0.022 -0.007 -0.012 0.007 0.015 -0.029 13.200 103.600 0.010 3.497 
0.010 0.002 -0.022 0.002 0.010 -0.002 -0.020 13.000 102.800 0.010 3.473 
0.020 0.020 -0.010 -0.015 0.010 0.010 -0.029 12.800 102.000 0.010 3.448 
0.024 0.017 -0.012 -0.017 0.017 0.005 -0.027 12.800 101.200 0.007 3.424 
0.020 0.010 -0.022 -0.007 0.015 -0.000 -0.022 12.800 100.600 0.007 3.399 
0.032 0.044 0.005 -0.034 0.010 0.029 -0.039 12.800 99.800 0.005 3.370 
0.027 0.029 -0.012 -0.020 0.012 0.017 -0.039 12.600 99.200 0.002 3.341 
0.020 0.015 -0.022 -0.007 0.012 0.005 -0.027 12.400 98.600 0.002 3.311 
0.007 0.002 -0.020 0.002 0.007 -0.000 -0.022 12.200 97.800 -0.000 3.282 
0.022 0.010 -0.024 -0.010 0.017 -0.000 -0.022 12.000 97.200 -0.000 3.272 
0.017 0.017 -0.017 -0.007 0.010 0.010 -0.032 11.600 96.400 -0.000 3.263 
-0.000 0.005 -0.007 0.005 -0.002 0.005 -0.024 11.400 95.800 -0.000 3.253 
0.012 0.012 -0.010 -0.007 0.007 0.007 -0.029 11.000 95.200 -0.002 3.243 
0.022 0.029 -0.005 -0.020 0.007 0.020 -0.032 10.800 94.600 -0.005 3.228 
0.020 0.029 -0.005 -0.017 0.005 0.020 -0.037 10.400 94.000 -0.007 3.214 
0.010 0.024 -0.000 -0.010 -0.002 0.020 -0.027 10.400 93.400 -0.007 3.199 
0.015 0.010 -0.020 -0.005 0.010 0.002 -0.022 10.200 93.000 -0.010 3.184 
0.017 0.007 -0.024 -0.005 0.015 -0.000 -0.032 10.200 92.400 -0.012 3.170 
0.012 0.007 -0.022 -0.000 0.010 0.002 -0.032 10.200 92.000 -0.012 3.155 
0.010 0.012 -0.017 -0.000 0.005 0.007 -0.032 10.400 91.400 -0.015 3.140 
0.029 0.017 -0.027 -0.015 0.022 0.002 -0.032 10.600 91.000 -0.017 3.126 
0.020 0.005 -0.032 -0.002 0.017 -0.005 -0.037 10.800 90.400 -0.020 3.106 
0.024 -0.012 -0.056 0.005 0.032 -0.024 -0.032 11.200 89.800 -0.020 3.087 
0.039 0.044 -0.015 -0.032 0.017 0.024 -0.051 11.400 89.400 -0.022 3.067 
0.027 0.056 0.010 -0.032 -0.000 0.044 -0.042 11.800 88.800 -0.022 3.048 
0.015 0.051 0.022 -0.024 -0.010 0.044 -0.024 12.000 88.400 -0.022 3.028 
0.022 0.063 0.024 -0.034 -0.010 0.054 -0.002 12.200 88.000 -0.024 3.009 
0.034 0.066 0.012 -0.039 0.002 0.049 0.027 12.400 87.400 -0.024 2.989 
0.027 0.081 0.037 -0.044 -0.012 0.068 0.054 12.600 87.000 -0.024 2.969 
0.017 0.088 0.051 -0.042 -0.027 0.081 0.059 12.400 86.600 -0.024 2.945 
0.044 0.105 0.039 -0.063 -0.007 0.083 0.056 12.400 86.200 -0.024 2.921 
0.063 0.164 0.081 -0.103 -0.017 0.132 0.029 12.400 85.800 -0.024 2.896 
0.049 0.149 0.078 -0.088 -0.024 0.125 0.017 12.200 85.400 -0.022 2.872 
0.063 0.137 0.051 -0.088 -0.005 0.105 0.005 12.200 85.000 -0.020 2.847 
0.083 0.149 0.044 -0.105 0.010 0.107 -0.037 12.200 84.600 -0.020 2.823 
0.071 0.154 0.063 -0.103 -0.005 0.120 -0.071 12.000 84.200 -0.017 2.799 
0.063 0.151 0.063 -0.095 -0.012 0.120 -0.088 12.000 83.800 -0.015 2.774 
0.061 0.098 0.010 -0.066 0.012 0.068 -0.078 12.000 83.400 -0.015 2.755 
0.051 0.071 -0.002 -0.049 0.017 0.046 -0.063 12.000 82.800 -0.012 2.735 
0.029 0.093 0.037 -0.046 -0.017 0.078 -0.073 12.200 82.600 -0.012 2.716 
0.034 0.054 -0.002 -0.032 0.007 0.037 -0.059 12.200 82.200 -0.010 2.696 
0.049 0.051 -0.027 -0.034 0.024 0.027 -0.059 12.200 81.800 -0.010 2.676 
0.044 0.076 -0.000 -0.044 0.007 0.054 -0.061 12.400 81.400 -0.010 2.657 
0.032 0.042 -0.020 -0.022 0.012 0.027 -0.063 12.400 81.200 -0.010 2.637 
0.051 0.020 -0.059 -0.022 0.042 -0.005 -0.059 12.400 80.800 -0.007 2.618 
0.032 0.015 -0.054 -0.005 0.024 -0.000 -0.046 12.400 80.400 -0.005 2.593 
-0.020 0.010 -0.010 0.024 -0.024 0.020 -0.034 12.400 80.200 -0.005 2.569 
-0.029 -0.017 -0.017 0.039 -0.020 -0.002 -0.017 12.400 79.800 -0.002 2.545 
-0.039 -0.029 -0.020 0.049 -0.024 -0.010 -0.015 12.400 79.400 -0.000 2.520 
-0.044 -0.034 -0.022 0.056 -0.027 -0.012 -0.017 12.400 79.200 -0.000 2.501 
-0.054 -0.044 -0.024 0.066 -0.032 -0.017 -0.015 12.400 78.800 -0.000 2.481 
-0.037 -0.037 -0.032 0.054 -0.017 -0.017 -0.012 12.400 78.600 -0.000 2.462 
-0.042 -0.029 -0.020 0.051 -0.027 -0.007 -0.015 12.400 78.400 -0.002 2.442 
-0.049 -0.032 -0.017 0.059 -0.032 -0.007 -0.015 12.600 78.200 -0.002 2.413 
-0.046 -0.051 -0.039 0.066 -0.020 -0.027 -0.012 12.600 78.000 -0.002 2.383 
-0.034 -0.044 -0.044 0.056 -0.012 -0.027 -0.010 12.800 77.800 -0.002 2.354 
-0.046 -0.051 -0.032 0.063 -0.020 -0.027 -0.010 13.000 77.400 -0.002 2.325 
-0.046 -0.039 -0.024 0.059 -0.027 -0.015 -0.012 13.200 77.200 -0.002 2.300 
-0.029 -0.022 -0.022 0.042 -0.017 -0.007 -0.015 13.600 77.000 -0.002 2.276 
-0.039 -0.039 -0.032 0.056 -0.020 -0.020 -0.017 13.800 76.800 -0.000 2.252 
-0.049 -0.034 -0.022 0.061 -0.032 -0.010 -0.015 14.000 76.400 -0.000 2.227 
-0.032 -0.027 -0.022 0.044 -0.017 -0.010 -0.017 14.400 76.200 -0.000 2.203 
-0.024 -0.020 -0.015 0.032 -0.015 -0.007 -0.017 14.600 75.800 -0.000 2.178 
-0.044 -0.022 -0.002 0.046 -0.032 -0.000 -0.000 14.800 75.600 -0.000 2.154 
-0.049 -0.029 -0.005 0.051 -0.034 -0.005 0.022 15.000 75.400 -0.000 2.129 
-0.034 -0.059 -0.049 0.059 -0.005 -0.042 0.027 15.200 75.200 -0.000 2.110 
-0.017 -0.081 -0.090 0.063 0.024 -0.071 0.017 15.400 75.000 0.002 2.090 
0.051 -0.039 -0.115 0.007 0.071 -0.063 -0.046 15.400 74.800 0.005 2.071 
0.176 0.005 -0.195 -0.078 0.173 -0.083 -0.159 15.600 74.600 0.007 2.051 
0.317 0.105 -0.242 -0.195 0.266 -0.054 -0.364 16.000 74.400 0.007 2.027 
0.471 0.259 -0.247 -0.347 0.342 0.024 -0.562 16.200 74.200 0.007 2.002 
0.623 0.432 -0.215 -0.515 0.408 0.122 -0.737 16.600 74.000 0.010 1.978 
0.755 0.647 -0.134 -0.686 0.432 0.271 -0.886 17.000 73.800 0.010 1.954 
0.718 0.562 -0.183 -0.625 0.437 0.203 -0.882 17.600 73.600 0.010 1.934 
0.447 0.342 -0.132 -0.381 0.276 0.120 -0.825 18.200 73.400 0.010 1.915 
0.132 0.105 -0.049 -0.107 0.081 0.039 -0.713 19.000 73.200 0.007 1.895 
0.073 -0.002 -0.107 -0.020 0.076 -0.039 -0.745 19.600 73.000 0.007 1.875 
0.107 -0.112 -0.247 0.017 0.164 -0.166 -0.750 20.400 72.800 0.007 1.856 
0.085 -0.203 -0.322 0.076 0.188 -0.244 -0.647 21.000 72.600 0.007 1.836 
0.076 -0.254 -0.359 0.105 0.203 -0.291 -0.545 21.800 72.400 0.010 1.817 
0.017 -0.183 -0.230 0.098 0.110 -0.190 -0.427 22.600 72.200 0.010 1.797 
-0.071 -0.059 -0.007 0.076 -0.042 -0.022 -0.293 23.200 72.000 0.010 1.773 
-0.081 -0.024 0.027 0.068 -0.068 0.017 -0.190 23.800 71.800 0.012 1.748 
-0.090 -0.022 0.042 0.071 -0.078 0.024 -0.105 24.600 71.600 0.012 1.724 
-0.098 -0.042 0.037 0.081 -0.076 0.007 -0.042 25.200 71.400 0.015 1.700 
-0.085 -0.061 -0.000 0.085 -0.054 -0.017 -0.000 26.000 71.200 0.012 1.675 
-0.071 -0.044 0.002 0.071 -0.049 -0.007 0.010 26.600 70.800 0.012 1.651 
-0.083 -0.059 -0.007 0.088 -0.054 -0.017 0.032 27.400 70.600 0.012 1.626 
-0.078 -0.044 0.007 0.076 -0.056 -0.005 0.029 28.400 70.400 0.010 1.602 
-0.061 -0.029 0.015 0.054 -0.046 0.002 0.032 29.600 70.200 0.010 1.573 
-0.061 -0.029 0.002 0.061 -0.046 0.002 0.034 30.800 70.000 0.010 1.543 
-0.078 -0.044 0.005 0.076 -0.056 -0.005 0.044 32.600 69.800 0.010 1.514 
-0.073 -0.054 -0.007 0.078 -0.046 -0.017 0.051 34.400 69.800 0.010 1.485 
-0.068 -0.051 -0.012 0.076 -0.042 -0.017 0.054 37.400 69.800 0.010 1.465 
-0.081 -0.061 -0.012 0.088 -0.049 -0.020 0.063 40.200 69.800 0.010 1.446 
-0.093 -0.061 0.002 0.093 -0.061 -0.015 0.068 44.600 70.000 0.010 1.426 
-0.068 -0.056 -0.017 0.078 -0.039 -0.022 0.068 48.800 70.200 0.010 1.407 
-0.061 -0.046 -0.010 0.066 -0.037 -0.015 0.056 54.600 70.800 0.010 1.387 
-0.083 -0.046 0.002 0.083 -0.059 -0.005 0.063 60.200 71.400 0.010 1.368 
-0.081 -0.039 0.012 0.076 -0.061 0.002 0.059 66.800 72.600 0.010 1.348 
-0.078 -0.044 0.002 0.078 -0.056 -0.005 0.063 73.400 74.000 0.010 1.328 
-0.081 -0.034 0.017 0.073 -0.063 0.007 0.066 80.200 75.800 0.007 1.289 
-0.083 -0.044 0.012 0.078 -0.061 -0.002 0.071 87.000 77.800 0.007 1.250 
-0.076 -0.061 -0.017 0.085 -0.044 -0.022 0.071 93.200 80.200 0.005 1.211 
-0.068 -0.046 -0.010 0.073 -0.044 -0.012 0.068 99.400 82.600 0.002 1.172 
-0.083 -0.044 0.012 0.078 -0.061 -0.002 0.063 104.200 85.200 0.002 1.143 
-0.090 -0.061 -0.000 0.090 -0.059 -0.015 0.073 109.200 88.000 0.005 1.114 
-0.081 -0.071 -0.020 0.090 -0.044 -0.029 0.078 112.200 91.200 0.005 1.084 
-0.081 -0.056 -0.005 0.083 -0.051 -0.015 0.071 115.400 94.200 0.007 1.055 
-0.083 -0.056 -0.005 0.085 -0.054 -0.015 0.061 117.200 97.200 0.005 1.021 
-0.081 -0.049 -0.002 0.083 -0.056 -0.007 0.068 119.000 100.400 0.005 0.987 
-0.078 -0.078 -0.027 0.093 -0.039 -0.039 0.081 120.400 103.400 0.002 0.952 
-0.085 -0.095 -0.037 0.105 -0.037 -0.051 0.081 121.800 106.600 0.002 0.918 
-0.073 -0.061 -0.017 0.083 -0.042 -0.024 0.073 123.600 109.600 0.002 0.894 
-0.083 -0.049 0.005 0.081 -0.059 -0.007 0.073 125.400 112.600 0.005 0.869 
-0.093 -0.063 -0.002 0.095 -0.061 -0.017 0.076 127.800 115.600 0.005 0.845 
-0.095 -0.056 0.007 0.093 -0.066 -0.007 0.078 130.200 118.400 0.007 0.821 
-0.083 -0.051 0.007 0.081 -0.056 -0.010 0.078 133.200 121.200 0.007 0.811 
-0.076 -0.088 -0.042 0.098 -0.032 -0.049 0.095 136.000 124.000 0.007 0.801 
-0.083 -0.071 -0.017 0.093 -0.046 -0.029 0.090 139.200 126.800 0.007 0.791 
-0.081 -0.054 -0.002 0.083 -0.054 -0.012 0.095 142.400 129.400 0.007 0.781 
-0.085 -0.066 -0.015 0.093 -0.051 -0.022 0.105 145.400 131.800 0.005 0.801 
-0.078 -0.071 -0.024 0.090 -0.042 -0.032 0.103 148.400 134.200 0.005 0.821 
-0.078 -0.066 -0.020 0.088 -0.044 -0.027 0.112 151.000 136.600 0.002 0.840 
-0.056 -0.071 -0.044 0.078 -0.020 -0.042 0.115 153.600 138.800 0.002 0.860 
-0.061 -0.076 -0.042 0.083 -0.022 -0.044 0.125 155.400 141.000 0.002 0.913 
-0.063 -0.063 -0.037 0.083 -0.032 -0.032 0.125 157.400 143.200 -0.000 0.967 
-0.056 -0.061 -0.037 0.076 -0.024 -0.032 0.139 159.000 145.400 -0.000 1.021 
-0.039 -0.054 -0.034 0.056 -0.012 -0.034 0.144 160.400 147.600 -0.000 1.074 
-0.049 -0.068 -0.044 0.071 -0.015 -0.044 0.156 161.800 149.600 -0.000 1.153 
-0.054 -0.056 -0.037 0.073 -0.024 -0.029 0.159 163.000 151.600 -0.000 1.231 
-0.039 -0.049 -0.034 0.056 -0.015 -0.029 0.171 164.800 153.400 -0.000 1.309 
-0.034 -0.039 -0.032 0.051 -0.015 -0.022 0.171 166.400 155.400 -0.000 1.387 
-0.042 -0.042 -0.029 0.056 -0.020 -0.020 0.176 168.400 157.000 -0.002 1.480 
-0.029 -0.039 -0.042 0.051 -0.010 -0.024 0.178 170.400 158.600 -0.005 1.573 
-0.020 -0.015 -0.027 0.034 -0.012 -0.005 0.168 172.400 160.200 -0.007 1.665 
-0.017 -0.007 -0.020 0.027 -0.012 0.002 0.168 174.400 161.800 -0.010 1.758 
-0.022 -0.017 -0.017 0.032 -0.012 -0.005 0.166 176.000 163.400 -0.010 1.846 
-0.007 -0.010 -0.024 0.020 -0.002 -0.005 0.164 177.800 164.800 -0.010 1.934 
-0.002 -0.002 -0.027 0.017 -0.000 -0.000 0.151 178.800 166.400 -0.010 2.022 
-0.015 0.005 -0.010 0.020 -0.017 0.012 0.149 180.000 167.800 -0.010 2.110 
-0.002 0.034 0.017 -0.005 -0.020 0.037 0.132 180.800 169.200 -0.012 2.183 
0.002 0.059 0.032 -0.017 -0.027 0.059 0.110 181.400 170.600 -0.012 2.256 
-0.002 0.059 0.032 -0.012 -0.032 0.061 0.095 181.800 171.800 -0.015 2.330 
0.005 0.046 0.012 -0.010 -0.017 0.044 0.078 182.400 173.000 -0.017 2.403 
0.024 0.044 -0.007 -0.020 0.002 0.032 0.061 182.800 174.000 -0.017 2.457 
0.015 0.046 0.007 -0.017 -0.007 0.039 0.042 183.200 175.000 -0.017 2.510 
0.005 0.061 0.027 -0.017 -0.024 0.059 0.017 183.600 175.800 -0.017 2.564 
0.020 0.054 0.007 -0.022 -0.007 0.044 0.010 184.000 176.600 -0.017 2.618 
0.042 0.063 -0.002 -0.039 0.010 0.044 -0.007 184.400 177.200 -0.020 2.662 
0.022 0.071 0.024 -0.034 -0.012 0.061 -0.022 184.800 177.600 -0.020 2.706 
0.029 0.039 -0.015 -0.022 0.010 0.024 -0.015 185.200 178.000 -0.022 2.750 
0.037 0.051 -0.015 -0.029 0.012 0.034 -0.022 185.400 178.400 -0.022 2.794 
0.032 0.054 0.002 -0.032 0.005 0.039 -0.029 185.600 178.600 -0.022 2.833 
0.020 0.046 -0.000 -0.020 -0.002 0.037 -0.029 185.600 178.800 -0.024 2.872 
0.034 0.061 -0.000 -0.034 0.005 0.044 -0.032 185.200 178.800 -0.024 2.911 
0.044 0.059 -0.007 -0.039 0.015 0.037 -0.037 185.000 178.600 -0.024 2.950 
0.020 0.059 0.017 -0.027 -0.010 0.049 -0.046 184.400 178.400 -0.024 2.989 
0.037 0.044 -0.015 -0.029 0.015 0.027 -0.044 183.800 178.200 -0.024 3.028 
0.049 0.037 -0.032 -0.032 0.032 0.012 -0.039 183.000 177.600 -0.024 3.067 
0.029 0.061 0.010 -0.034 -0.000 0.046 -0.044 182.200 177.200 -0.022 3.106 
0.015 0.044 0.007 -0.017 -0.007 0.037 -0.042 181.200 176.400 -0.022 3.150 
0.042 0.054 -0.012 -0.034 0.015 0.034 -0.046 180.000 175.800 -0.020 3.194 
0.039 0.049 -0.015 -0.032 0.015 0.029 -0.054 178.800 174.800 -0.020 3.238 
0.024 0.042 -0.007 -0.020 0.005 0.029 -0.056 177.400 173.800 -0.017 3.282 
0.022 0.032 -0.020 -0.012 0.007 0.022 -0.044 175.800 172.600 -0.017 3.321 
0.042 0.056 -0.002 -0.039 0.015 0.037 -0.049 174.200 171.400 -0.017 3.360 
0.037 0.049 -0.007 -0.032 0.012 0.032 -0.059 172.400 170.000 -0.015 3.399 
0.027 0.027 -0.024 -0.015 0.015 0.015 -0.049 170.400 168.400 -0.015 3.438 
0.034 0.034 -0.022 -0.022 0.017 0.017 -0.054 168.200 166.600 -0.015 3.482 
0.044 0.029 -0.039 -0.024 0.029 0.007 -0.054 165.800 164.600 -0.015 3.526 
0.020 0.029 -0.015 -0.012 0.005 0.020 -0.049 163.000 162.200 -0.015 3.570 
0.027 0.051 -0.000 -0.027 0.002 0.039 -0.059 160.200 160.000 -0.015 3.614 
0.027 0.063 0.007 -0.029 -0.005 0.051 -0.059 156.800 157.400 -0.015 3.648 
0.020 0.051 0.005 -0.022 -0.005 0.042 -0.061 153.400 154.800 -0.012 3.683 
0.012 0.037 -0.002 -0.010 -0.005 0.032 -0.056 149.600 151.800 -0.012 3.717 
0.029 0.037 -0.015 -0.022 0.012 0.022 -0.056 145.600 149.000 -0.010 3.751 
0.029 0.037 -0.015 -0.022 0.012 0.022 -0.059 141.400 146.000 -0.010 3.775 
0.017 0.029 -0.015 -0.010 0.002 0.022 -0.049 137.200 143.000 -0.010 3.800 
0.027 0.015 -0.039 -0.007 0.020 0.002 -0.049 132.600 140.400 -0.010 3.824 
0.034 0.027 -0.032 -0.017 0.022 0.010 -0.049 128.000 137.600 -0.010 3.849 
0.027 0.049 0.005 -0.029 0.002 0.037 -0.056 122.800 135.600 -0.012 3.863 
0.017 0.039 -0.002 -0.015 -0.002 0.032 -0.054 117.800 133.400 -0.015 3.878 
0.027 0.017 -0.034 -0.010 0.020 0.005 -0.044 112.200 131.600 -0.017 3.893 
0.017 0.044 -0.000 -0.017 -0.005 0.037 -0.044 106.600 129.800 -0.022 3.907 
0.015 0.044 0.005 -0.017 -0.007 0.037 -0.054 100.800 128.200 -0.022 3.917 
0.020 0.037 -0.012 -0.012 0.002 0.027 -0.046 94.800 126.800 -0.024 3.927 
0.027 0.046 -0.005 -0.024 0.005 0.034 -0.044 88.800 125.800 -0.024 3.937 
0.020 0.010 -0.032 -0.002 0.015 -0.000 -0.032 82.800 124.600 -0.024 3.946 
-0.000 0.027 0.010 -0.005 -0.012 0.027 -0.039 77.000 123.600 -0.027 3.941 
0.022 0.051 0.007 -0.024 -0.002 0.042 -0.042 71.200 122.800 -0.029 3.937 
0.015 0.046 0.002 -0.015 -0.007 0.039 -0.032 66.000 121.800 -0.032 3.932 
0.002 0.034 0.007 -0.005 -0.015 0.034 -0.027 60.800 120.800 -0.037 3.927 
0.015 0.049 0.015 -0.022 -0.010 0.042 -0.039 56.200 119.800 -0.037 3.917 
0.029 0.039 -0.010 -0.024 0.010 0.024 -0.037 51.600 119.000 -0.039 3.907 
0.007 0.022 -0.010 -0.002 -0.002 0.020 -0.027 47.400 118.000 -0.039 3.897 
0.002 0.027 0.002 -0.002 -0.010 0.027 -0.032 43.400 117.000 -0.039 3.888 
0.012 0.029 -0.000 -0.012 -0.002 0.024 -0.029 39.800 116.000 -0.042 3.839 
0.007 0.027 -0.007 -0.002 -0.005 0.024 -0.027 36.200 115.200 -0.044 3.790 
-0.010 0.020 -0.000 0.010 -0.020 0.024 -0.024 33.000 114.200 -0.046 3.741 
-0.012 0.034 0.024 -0.000 -0.029 0.042 -0.017 29.600 113.200 -0.049 3.692 
0.002 0.054 0.027 -0.015 -0.024 0.054 -0.027 26.800 112.400 -0.049 3.663 
-0.010 0.042 0.032 -0.005 -0.029 0.046 -0.017 24.000 111.400 -0.049 3.634 
-0.020 0.034 0.027 0.007 -0.037 0.044 -0.022 21.800 110.600 -0.051 3.604 
0.002 0.029 0.007 -0.005 -0.012 0.029 -0.017 19.600 109.800 -0.051 3.575 
-0.005 -0.015 -0.032 0.022 0.002 -0.012 -0.002 18.200 108.800 -0.051 3.551 
-0.020 -0.015 -0.022 0.032 -0.012 -0.005 -0.005 16.600 107.800 -0.054 3.526 
-0.010 0.037 0.024 -0.002 -0.027 0.042 -0.015 15.400 107.000 -0.054 3.502 
0.002 0.046 0.020 -0.012 -0.020 0.046 -0.029 14.400 106.000 -0.054 3.477 
-0.002 0.022 0.005 -0.000 -0.012 0.024 -0.022 13.600 105.200 -0.056 3.458 
-0.022 0.015 0.015 0.015 -0.029 0.027 -0.015 12.800 104.200 -0.056 3.438 
-0.010 0.032 0.022 -0.000 -0.024 0.037 -0.017 12.400 103.600 -0.056 3.419 
-0.007 0.029 0.015 -0.000 -0.022 0.034 -0.024 12.000 102.800 -0.059 3.399 
