I II III aVR aVL aVF V1 V2 LV AO Resp SPO2
0.063 -0.007 -0.085 -0.020 0.068 -0.039 -0.198 -0.022 93.000 81.400 -0.801 2.906 
0.076 -0.002 -0.090 -0.029 0.078 -0.039 -0.210 -0.027 92.600 82.000 -0.799 2.872 
0.088 0.002 -0.098 -0.039 0.088 -0.042 -0.215 -0.032 92.200 82.400 -0.794 2.842 
0.085 -0.007 -0.100 -0.034 0.090 -0.049 -0.220 -0.029 91.800 82.800 -0.789 2.813 
0.088 -0.010 -0.112 -0.032 0.093 -0.054 -0.220 -0.029 91.600 83.000 -0.784 2.784 
0.095 -0.007 -0.115 -0.037 0.100 -0.054 -0.217 -0.032 91.600 83.400 -0.779 2.755 
0.103 -0.005 -0.120 -0.042 0.105 -0.056 -0.208 -0.034 91.400 83.600 -0.772 2.730 
0.098 -0.010 -0.125 -0.034 0.103 -0.059 -0.193 -0.032 91.600 84.000 -0.767 2.706 
0.105 -0.007 -0.127 -0.042 0.110 -0.059 -0.173 -0.034 91.800 84.200 -0.759 2.681 
0.110 -0.002 -0.122 -0.049 0.112 -0.056 -0.164 -0.039 92.000 84.400 -0.755 2.657 
0.105 0.002 -0.117 -0.046 0.105 -0.049 -0.144 -0.039 92.400 84.800 -0.750 2.637 
0.100 0.002 -0.115 -0.042 0.100 -0.046 -0.110 -0.037 92.600 85.000 -0.747 2.618 
0.093 0.005 -0.112 -0.037 0.090 -0.042 -0.090 -0.034 93.000 85.400 -0.742 2.598 
0.093 0.010 -0.098 -0.044 0.088 -0.037 -0.078 -0.037 93.400 85.600 -0.740 2.579 
0.093 0.012 -0.090 -0.046 0.088 -0.034 -0.049 -0.037 93.800 85.800 -0.735 2.564 
0.085 0.012 -0.088 -0.042 0.081 -0.029 -0.024 -0.034 94.000 86.200 -0.730 2.549 
0.073 0.015 -0.073 -0.037 0.066 -0.022 -0.012 -0.032 94.400 86.200 -0.725 2.535 
0.071 0.022 -0.063 -0.039 0.061 -0.012 0.002 -0.034 94.400 86.400 -0.720 2.520 
0.063 0.024 -0.051 -0.037 0.051 -0.007 0.020 -0.032 94.600 86.600 -0.716 2.510 
0.049 0.022 -0.044 -0.027 0.039 -0.002 0.039 -0.027 94.400 86.800 -0.713 2.501 
0.044 0.024 -0.032 -0.027 0.032 0.002 0.044 -0.024 94.400 86.800 -0.708 2.491 
0.039 0.032 -0.024 -0.027 0.024 0.012 0.046 -0.027 94.200 86.800 -0.701 2.481 
0.037 0.037 -0.012 -0.029 0.020 0.020 0.046 -0.027 93.800 86.600 -0.698 2.471 
0.022 0.029 -0.010 -0.017 0.007 0.020 0.046 -0.020 93.400 86.400 -0.694 2.462 
0.015 0.027 -0.002 -0.012 0.002 0.020 0.039 -0.017 92.800 86.000 -0.689 2.452 
0.010 0.032 0.010 -0.015 -0.005 0.027 0.032 -0.017 92.200 85.600 -0.684 2.442 
0.007 0.037 0.022 -0.017 -0.010 0.034 0.020 -0.017 91.400 85.000 -0.679 2.437 
-0.000 0.037 0.020 -0.010 -0.017 0.037 0.010 -0.015 90.600 84.600 -0.674 2.432 
-0.010 0.032 0.017 0.002 -0.024 0.037 -0.005 -0.010 89.600 83.800 -0.669 2.427 
-0.010 0.032 0.022 -0.000 -0.024 0.037 -0.017 -0.010 88.600 83.200 -0.664 2.422 
-0.005 0.039 0.029 -0.010 -0.024 0.042 -0.024 -0.015 87.600 82.400 -0.659 2.413 
-0.010 0.039 0.034 -0.007 -0.029 0.044 -0.027 -0.012 86.200 81.600 -0.657 2.403 
-0.012 0.039 0.029 -0.002 -0.032 0.046 -0.032 -0.012 84.800 81.000 -0.652 2.393 
-0.005 0.044 0.032 -0.010 -0.027 0.046 -0.034 -0.015 83.400 80.400 -0.645 2.383 
-0.007 0.046 0.042 -0.012 -0.029 0.051 -0.032 -0.015 81.800 79.800 -0.637 2.379 
-0.012 0.049 0.044 -0.010 -0.037 0.056 -0.027 -0.015 80.000 79.400 -0.630 2.374 
-0.010 0.046 0.046 -0.012 -0.032 0.051 -0.032 -0.015 78.000 79.000 -0.623 2.369 
-0.010 0.049 0.044 -0.012 -0.034 0.054 -0.051 -0.015 75.800 78.800 -0.615 2.364 
-0.015 0.046 0.046 -0.007 -0.037 0.054 -0.068 -0.012 73.400 78.600 -0.613 2.349 
-0.015 0.039 0.046 -0.007 -0.034 0.046 -0.073 -0.010 71.000 78.400 -0.608 2.335 
-0.017 0.034 0.039 -0.002 -0.034 0.044 -0.083 -0.007 68.200 78.200 -0.603 2.320 
-0.017 0.029 0.037 -0.000 -0.032 0.039 -0.098 -0.007 65.400 78.000 -0.598 2.305 
-0.020 0.032 0.039 -0.000 -0.034 0.042 -0.100 -0.007 62.200 78.000 -0.591 2.295 
-0.024 0.027 0.034 0.007 -0.037 0.039 -0.105 -0.002 59.000 77.800 -0.586 2.286 
-0.015 0.024 0.027 0.002 -0.027 0.032 -0.107 -0.005 55.800 77.600 -0.581 2.276 
-0.002 0.037 0.024 -0.010 -0.020 0.039 -0.105 -0.015 52.400 77.200 -0.574 2.266 
0.015 0.051 0.027 -0.027 -0.010 0.044 -0.100 -0.024 49.200 77.000 -0.567 2.252 
0.017 0.051 0.020 -0.027 -0.007 0.044 -0.088 -0.024 45.600 76.800 -0.559 2.237 
0.027 0.054 0.012 -0.032 -0.000 0.042 -0.095 -0.029 42.200 76.600 -0.552 2.222 
0.032 0.056 0.012 -0.037 0.005 0.042 -0.088 -0.032 39.000 76.400 -0.545 2.208 
0.020 0.039 0.010 -0.024 -0.000 0.029 -0.076 -0.022 35.600 76.200 -0.537 2.193 
-0.000 0.032 0.022 -0.010 -0.015 0.032 -0.073 -0.012 32.400 75.800 -0.530 2.178 
-0.005 0.027 0.024 -0.007 -0.017 0.029 -0.066 -0.010 29.200 75.600 -0.523 2.164 
-0.012 0.017 0.017 0.005 -0.020 0.024 -0.059 -0.005 26.200 75.200 -0.515 2.149 
-0.015 0.017 0.015 0.007 -0.022 0.024 -0.054 -0.002 23.600 75.000 -0.510 2.139 
-0.022 0.015 0.017 0.015 -0.029 0.027 -0.046 -0.000 21.000 74.800 -0.505 2.129 
-0.017 0.010 0.015 0.010 -0.022 0.020 -0.046 -0.000 18.600 74.400 -0.501 2.120 
-0.015 0.010 0.012 0.010 -0.020 0.017 -0.046 -0.000 16.400 74.200 -0.493 2.110 
-0.007 0.012 0.015 -0.000 -0.012 0.017 -0.042 -0.005 14.600 73.800 -0.486 2.100 
-0.015 0.005 0.012 0.010 -0.017 0.012 -0.044 -0.000 13.000 73.600 -0.479 2.090 
-0.020 0.005 0.012 0.015 -0.022 0.015 -0.044 0.002 11.400 73.200 -0.471 2.081 
-0.017 0.010 0.012 0.012 -0.022 0.020 -0.039 -0.000 10.200 73.000 -0.464 2.071 
-0.010 0.010 0.012 0.005 -0.015 0.015 -0.039 -0.002 9.200 72.600 -0.457 2.056 
-0.020 0.007 0.012 0.015 -0.022 0.017 -0.039 0.002 8.400 72.200 -0.452 2.042 
-0.024 -0.000 0.010 0.020 -0.024 0.012 -0.044 0.005 7.800 72.000 -0.444 2.027 
-0.020 0.002 0.007 0.017 -0.020 0.012 -0.044 0.002 7.200 71.600 -0.437 2.012 
-0.027 -0.000 0.015 0.020 -0.027 0.015 -0.044 0.007 7.000 71.400 -0.259 1.983 
-0.027 0.002 0.012 0.022 -0.027 0.017 -0.039 0.005 6.800 71.000 -0.254 1.954 
-0.020 0.007 0.010 0.015 -0.022 0.017 -0.039 0.002 6.800 70.600 -0.076 1.924 
-0.017 0.005 0.012 0.012 -0.020 0.015 -0.037 0.002 6.800 70.400 -0.071 1.895 
-0.020 0.012 0.015 0.012 -0.024 0.022 -0.042 -0.000 7.000 70.000 -0.234 1.885 
-0.027 0.002 0.017 0.020 -0.027 0.017 -0.037 0.005 7.400 69.800 -0.230 1.875 
-0.027 0.002 0.012 0.022 -0.027 0.017 -0.039 0.005 7.800 69.400 -0.396 1.866 
-0.022 -0.005 0.002 0.022 -0.020 0.007 -0.024 0.007 8.200 69.200 -0.388 1.856 
-0.007 -0.007 -0.012 0.015 -0.002 -0.002 -0.022 0.002 8.800 69.000 -0.381 1.851 
0.010 -0.022 -0.044 0.012 0.022 -0.027 -0.015 0.002 9.400 68.600 -0.374 1.846 
0.022 -0.029 -0.066 0.012 0.037 -0.039 -0.002 -0.000 10.000 68.200 -0.366 1.841 
0.061 -0.027 -0.098 -0.012 0.076 -0.056 0.039 -0.015 10.600 68.000 -0.359 1.836 
0.120 -0.029 -0.156 -0.042 0.134 -0.088 0.110 -0.032 11.400 67.600 -0.352 1.851 
0.195 -0.054 -0.254 -0.068 0.222 -0.151 0.190 -0.049 12.200 67.200 -0.344 1.866 
0.276 -0.051 -0.335 -0.107 0.303 -0.188 0.259 -0.078 13.000 67.000 -0.337 1.880 
0.317 0.010 -0.320 -0.156 0.313 -0.149 0.298 -0.112 13.800 66.600 -0.327 1.895 
0.281 0.090 -0.203 -0.178 0.237 -0.049 0.332 -0.127 14.800 66.400 -0.322 1.929 
0.122 0.215 0.088 -0.166 0.015 0.154 0.293 -0.115 15.800 66.000 -0.315 1.963 
-0.015 0.366 0.376 -0.173 -0.198 0.374 0.190 -0.120 16.600 65.800 -0.310 1.998 
-0.132 0.491 0.611 -0.173 -0.376 0.557 0.134 -0.122 17.600 65.600 -0.303 2.032 
-0.159 0.503 0.654 -0.168 -0.410 0.584 0.134 -0.117 18.600 65.200 -0.295 2.081 
-0.173 0.457 0.608 -0.129 -0.400 0.545 0.166 -0.098 19.600 65.000 -0.286 2.129 
-0.193 0.359 0.542 -0.078 -0.371 0.457 0.357 -0.059 20.400 64.800 -0.276 2.178 
-0.230 0.261 0.479 -0.010 -0.359 0.376 0.554 -0.012 21.400 64.600 -0.266 2.227 
-0.247 0.193 0.422 0.037 -0.342 0.317 0.772 0.015 22.200 64.400 -0.256 2.286 
-0.254 0.159 0.393 0.059 -0.332 0.286 1.011 0.029 23.000 64.200 -0.247 2.344 
-0.276 0.105 0.374 0.090 -0.327 0.244 0.952 0.054 23.600 64.200 -0.237 2.403 
-0.308 0.044 0.339 0.139 -0.330 0.198 0.984 0.085 24.200 64.000 -0.227 2.462 
-0.305 0.010 0.305 0.154 -0.310 0.164 0.933 0.095 24.600 63.800 -0.220 2.515 
-0.300 -0.015 0.266 0.168 -0.293 0.137 0.828 0.103 24.800 63.600 -0.210 2.569 
-0.293 -0.049 0.230 0.178 -0.269 0.098 0.737 0.112 25.000 63.600 -0.203 2.623 
-0.286 -0.071 0.205 0.183 -0.249 0.073 0.674 0.117 25.000 63.400 -0.193 2.676 
-0.276 -0.085 0.186 0.183 -0.232 0.054 0.532 0.117 25.000 63.200 -0.183 2.725 
-0.269 -0.090 0.166 0.186 -0.222 0.044 0.422 0.117 24.800 63.000 -0.176 2.774 
-0.254 -0.103 0.137 0.186 -0.203 0.024 0.300 0.117 24.800 63.000 -0.166 2.823 
-0.242 -0.117 0.110 0.188 -0.183 0.005 0.244 0.117 24.400 62.800 -0.156 2.872 
-0.200 -0.098 0.093 0.154 -0.151 0.002 0.076 0.098 24.200 62.600 -0.147 2.911 
-0.186 -0.088 0.083 0.144 -0.142 0.005 -0.061 0.088 24.200 62.600 -0.134 2.950 
-0.176 -0.103 0.061 0.147 -0.125 -0.015 -0.132 0.090 24.000 62.400 -0.125 2.989 
-0.161 -0.098 0.054 0.134 -0.112 -0.017 -0.232 0.083 24.200 62.400 -0.115 3.028 
-0.127 -0.071 0.042 0.107 -0.090 -0.007 -0.264 0.063 24.600 62.200 -0.105 3.057 
-0.112 -0.068 0.027 0.100 -0.078 -0.012 -0.242 0.059 25.000 62.200 -0.095 3.087 
-0.090 -0.061 0.017 0.083 -0.059 -0.015 -0.222 0.049 26.000 62.200 -0.085 3.116 
-0.073 -0.061 0.002 0.073 -0.042 -0.024 -0.181 0.042 27.200 62.400 -0.073 3.145 
-0.066 -0.054 -0.002 0.068 -0.039 -0.020 -0.147 0.037 28.800 62.600 -0.063 3.160 
-0.066 -0.056 -0.002 0.068 -0.037 -0.022 -0.147 0.039 30.800 62.800 -0.054 3.175 
-0.049 -0.039 -0.005 0.051 -0.029 -0.015 -0.149 0.027 33.400 63.400 -0.044 3.189 
-0.039 -0.039 -0.015 0.046 -0.020 -0.020 -0.142 0.024 36.200 63.800 -0.032 3.204 
-0.039 -0.034 -0.010 0.044 -0.022 -0.015 -0.129 0.022 39.400 64.400 -0.022 3.214 
-0.037 -0.032 -0.010 0.042 -0.020 -0.012 -0.125 0.020 43.200 65.200 -0.010 3.223 
-0.027 -0.027 -0.017 0.037 -0.012 -0.012 -0.127 0.015 47.200 66.000 -0.000 3.233 
-0.032 -0.032 -0.020 0.042 -0.015 -0.015 -0.125 0.020 51.400 67.000 0.010 3.243 
-0.022 -0.032 -0.024 0.034 -0.005 -0.020 -0.120 0.015 55.600 68.000 0.020 3.243 
-0.029 -0.034 -0.024 0.042 -0.012 -0.020 -0.117 0.020 60.200 69.000 0.027 3.243 
-0.027 -0.037 -0.020 0.037 -0.007 -0.022 -0.122 0.020 64.400 70.000 0.037 3.243 
-0.020 -0.032 -0.024 0.032 -0.002 -0.022 -0.127 0.015 68.800 71.200 0.046 3.243 
-0.022 -0.037 -0.029 0.037 -0.002 -0.024 -0.122 0.017 72.800 72.200 0.059 3.233 
-0.027 -0.042 -0.029 0.042 -0.005 -0.027 -0.129 0.020 76.600 73.200 0.071 3.223 
-0.024 -0.044 -0.032 0.042 -0.002 -0.032 -0.134 0.020 80.200 74.200 0.081 3.214 
-0.017 -0.037 -0.032 0.034 0.002 -0.027 -0.142 0.015 83.200 75.200 0.095 3.204 
-0.022 -0.044 -0.039 0.042 -0.000 -0.032 -0.137 0.020 86.000 76.000 0.105 3.179 
-0.020 -0.044 -0.044 0.042 0.002 -0.034 -0.142 0.020 88.200 76.800 0.112 3.155 
-0.012 -0.046 -0.044 0.034 0.012 -0.039 -0.151 0.017 90.200 77.600 0.122 3.131 
-0.010 -0.049 -0.049 0.034 0.015 -0.044 -0.159 0.017 91.600 78.200 0.132 3.106 
-0.007 -0.044 -0.054 0.034 0.015 -0.039 -0.159 0.015 92.600 78.800 0.142 3.077 
-0.010 -0.051 -0.061 0.042 0.017 -0.046 -0.161 0.017 93.200 79.600 0.154 3.048 
-0.005 -0.056 -0.066 0.039 0.024 -0.054 -0.176 0.017 93.400 80.000 0.164 3.018 
0.002 -0.061 -0.071 0.034 0.034 -0.061 -0.178 0.017 93.400 80.600 0.173 2.989 
0.005 -0.054 -0.078 0.034 0.032 -0.056 -0.183 0.015 93.400 81.000 0.186 2.950 
0.010 -0.068 -0.090 0.037 0.044 -0.073 -0.193 0.017 93.000 81.600 0.195 2.911 
0.015 -0.066 -0.100 0.037 0.049 -0.073 -0.210 0.015 92.800 82.000 0.208 2.872 
0.017 -0.068 -0.100 0.034 0.051 -0.076 -0.210 0.015 92.400 82.400 0.217 2.833 
0.034 -0.066 -0.115 0.024 0.068 -0.083 -0.208 0.007 92.200 82.800 0.225 2.803 
0.032 -0.076 -0.122 0.029 0.071 -0.090 -0.205 0.012 92.000 83.200 0.232 2.774 
0.037 -0.076 -0.120 0.024 0.076 -0.093 -0.210 0.010 91.800 83.400 0.237 2.745 
0.046 -0.073 -0.125 0.017 0.083 -0.095 -0.210 0.007 91.800 83.800 0.244 2.716 
0.051 -0.068 -0.132 0.015 0.085 -0.093 -0.190 0.002 92.000 84.200 0.252 2.686 
0.049 -0.071 -0.132 0.017 0.085 -0.095 -0.176 0.005 92.000 84.400 0.261 2.657 
0.054 -0.068 -0.132 0.012 0.088 -0.095 -0.166 0.002 92.400 84.800 0.269 2.628 
0.059 -0.063 -0.132 0.007 0.090 -0.093 -0.144 -0.000 92.600 85.000 0.278 2.598 
0.051 -0.054 -0.127 0.012 0.078 -0.078 -0.122 -0.002 93.000 85.400 0.286 2.579 
0.046 -0.056 -0.120 0.015 0.076 -0.078 -0.098 -0.000 93.200 85.600 0.293 2.559 
0.049 -0.049 -0.107 0.005 0.073 -0.073 -0.083 -0.002 93.600 86.000 0.303 2.540 
0.044 -0.042 -0.100 0.007 0.066 -0.063 -0.063 -0.002 93.800 86.200 0.313 2.520 
0.037 -0.039 -0.083 0.005 0.056 -0.056 -0.039 -0.002 94.000 86.400 0.317 2.501 
0.032 -0.039 -0.085 0.012 0.051 -0.054 -0.022 -0.000 94.200 86.600 0.325 2.481 
0.024 -0.034 -0.071 0.012 0.042 -0.046 -0.015 -0.000 94.200 86.800 0.330 2.462 
0.024 -0.027 -0.061 0.007 0.039 -0.039 0.002 -0.002 94.200 86.800 0.337 2.442 
0.020 -0.015 -0.049 0.005 0.027 -0.024 0.020 -0.005 94.200 87.000 0.342 2.432 
0.010 -0.012 -0.042 0.012 0.017 -0.017 0.029 -0.002 94.000 87.000 0.347 2.422 
0.002 -0.017 -0.032 0.015 0.012 -0.017 0.034 0.002 93.800 87.000 0.354 2.413 
-0.002 -0.015 -0.024 0.015 0.005 -0.012 0.032 0.002 93.400 87.000 0.359 2.403 
-0.005 -0.007 -0.015 0.012 -0.000 -0.005 0.022 0.002 93.000 86.800 0.364 2.398 
-0.022 -0.012 -0.005 0.024 -0.015 -0.000 0.027 0.010 92.600 86.600 0.369 2.393 
-0.024 -0.010 0.002 0.024 -0.020 0.002 0.020 0.010 92.000 86.200 0.371 2.388 
-0.024 -0.005 0.010 0.020 -0.022 0.007 0.007 0.007 91.400 85.800 0.379 2.383 
-0.032 -0.002 0.015 0.024 -0.029 0.015 0.002 0.010 90.800 85.200 0.383 2.369 
-0.042 -0.002 0.020 0.032 -0.039 0.020 -0.010 0.012 90.000 84.600 0.386 2.354 
-0.039 -0.002 0.024 0.027 -0.037 0.017 -0.032 0.012 89.000 84.000 0.391 2.339 
-0.037 -0.005 0.024 0.024 -0.034 0.015 -0.042 0.012 88.000 83.200 0.398 2.325 
-0.039 0.002 0.029 0.024 -0.039 0.022 -0.044 0.010 87.000 82.600 0.400 2.320 
-0.049 0.002 0.037 0.032 -0.049 0.027 -0.051 0.012 85.800 81.800 0.403 2.315 
-0.044 -0.005 0.027 0.032 -0.042 0.017 -0.054 0.015 84.400 81.200 0.405 2.310 
-0.049 0.002 0.039 0.029 -0.049 0.027 -0.061 0.012 83.000 80.600 0.408 2.305 
-0.049 0.007 0.042 0.029 -0.051 0.032 -0.051 0.012 81.200 80.000 0.410 2.295 
-0.049 0.005 0.042 0.029 -0.051 0.029 -0.046 0.012 79.400 79.600 0.410 2.286 
-0.046 0.015 0.044 0.024 -0.054 0.039 -0.059 0.007 77.400 79.400 0.413 2.276 
-0.042 0.017 0.042 0.022 -0.049 0.039 -0.088 0.005 75.200 79.000 0.415 2.266 
-0.044 0.017 0.044 0.022 -0.051 0.039 -0.095 0.007 72.800 78.800 0.418 2.256 
-0.051 0.007 0.042 0.032 -0.054 0.034 -0.103 0.012 70.000 78.400 0.418 2.247 
-0.054 0.002 0.039 0.034 -0.054 0.029 -0.110 0.015 67.200 78.200 0.420 2.237 
-0.054 0.002 0.042 0.034 -0.054 0.029 -0.117 0.015 64.200 78.000 0.422 2.227 
-0.049 -0.000 0.037 0.032 -0.049 0.024 -0.117 0.015 61.000 77.800 0.425 2.212 
-0.051 -0.007 0.034 0.034 -0.046 0.020 -0.127 0.017 57.800 77.600 0.425 2.198 
-0.042 0.007 0.029 0.027 -0.044 0.029 -0.134 0.010 54.400 77.400 0.427 2.183 
-0.027 0.015 0.032 0.012 -0.034 0.029 -0.129 0.002 50.800 77.200 0.430 2.168 
-0.024 0.020 0.029 0.010 -0.034 0.032 -0.110 -0.000 47.400 77.000 0.430 2.159 
-0.010 0.027 0.024 -0.002 -0.022 0.032 -0.107 -0.007 44.000 76.800 0.430 2.149 
-0.005 0.029 0.020 -0.005 -0.020 0.032 -0.112 -0.010 40.400 76.600 0.427 2.139 
-0.010 0.024 0.020 -0.000 -0.022 0.029 -0.098 -0.007 37.000 76.200 0.425 2.129 
-0.022 0.020 0.024 0.010 -0.032 0.032 -0.095 -0.002 33.600 76.000 0.427 2.120 
-0.034 0.007 0.029 0.020 -0.037 0.024 -0.090 0.007 30.400 75.800 0.427 2.110 
-0.044 -0.002 0.032 0.029 -0.042 0.020 -0.090 0.012 27.400 75.600 0.427 2.100 
-0.039 -0.005 0.024 0.027 -0.037 0.015 -0.078 0.012 24.600 75.400 0.430 2.090 
-0.039 -0.005 0.027 0.027 -0.037 0.015 -0.076 0.012 21.800 75.000 0.430 2.081 
-0.044 -0.002 0.024 0.032 -0.042 0.020 -0.073 0.012 19.400 74.800 0.430 2.071 
-0.044 -0.010 0.022 0.034 -0.039 0.012 -0.073 0.015 17.200 74.600 0.427 2.061 
-0.039 -0.007 0.017 0.032 -0.034 0.012 -0.071 0.012 15.200 74.200 0.425 2.051 
-0.044 -0.010 0.024 0.032 -0.039 0.012 -0.066 0.015 13.400 74.000 0.425 2.042 
-0.051 -0.012 0.022 0.042 -0.044 0.015 -0.068 0.020 12.000 73.600 0.425 2.032 
-0.046 -0.007 0.020 0.037 -0.042 0.017 -0.076 0.015 10.600 73.400 0.425 2.022 
-0.046 -0.010 0.024 0.034 -0.042 0.015 -0.071 0.017 9.600 73.000 0.425 2.012 
-0.044 -0.010 0.024 0.032 -0.039 0.012 -0.066 0.015 8.600 72.600 0.425 1.998 
-0.049 -0.015 0.020 0.039 -0.042 0.010 -0.066 0.020 8.000 72.200 0.425 1.983 
-0.046 -0.010 0.022 0.037 -0.042 0.015 -0.071 0.017 7.600 72.000 0.425 1.968 
-0.042 -0.012 0.022 0.032 -0.034 0.010 -0.071 0.015 7.200 71.600 0.425 1.954 
-0.046 -0.007 0.020 0.037 -0.042 0.017 -0.071 0.015 7.000 71.200 0.425 1.939 
-0.054 -0.010 0.027 0.042 -0.049 0.017 -0.068 0.020 7.000 71.000 0.425 1.924 
-0.049 -0.017 0.022 0.039 -0.039 0.007 -0.076 0.020 7.000 70.600 0.425 1.910 
-0.049 -0.010 0.024 0.037 -0.044 0.015 -0.071 0.017 7.200 70.200 0.422 1.895 
-0.051 -0.005 0.027 0.039 -0.049 0.022 -0.066 0.017 7.400 70.000 0.422 1.880 
-0.051 -0.010 0.029 0.037 -0.046 0.017 -0.066 0.017 7.800 69.600 0.422 1.866 
-0.046 -0.015 0.015 0.039 -0.039 0.010 -0.068 0.017 8.200 69.200 0.422 1.851 
-0.042 -0.015 0.005 0.039 -0.034 0.007 -0.051 0.017 8.600 69.000 0.422 1.836 
-0.027 -0.024 -0.015 0.034 -0.015 -0.010 -0.051 0.015 9.200 68.600 0.422 1.827 
-0.012 -0.032 -0.039 0.032 0.005 -0.024 -0.042 0.012 9.800 68.200 0.422 1.817 
0.005 -0.039 -0.061 0.027 0.024 -0.042 -0.024 0.010 10.400 68.000 0.425 1.807 
0.049 -0.037 -0.105 0.005 0.068 -0.061 0.022 -0.007 11.000 67.600 0.425 1.797 
0.115 -0.042 -0.173 -0.027 0.137 -0.098 0.105 -0.027 11.800 67.400 0.425 1.807 
0.205 -0.051 -0.274 -0.068 0.232 -0.154 0.181 -0.054 12.400 67.000 0.425 1.817 
0.274 -0.034 -0.322 -0.112 0.291 -0.171 0.237 -0.083 13.200 66.800 0.425 1.827 
0.300 0.029 -0.283 -0.159 0.286 -0.120 0.288 -0.112 14.200 66.400 0.425 1.836 
0.217 0.134 -0.100 -0.166 0.151 0.027 0.300 -0.120 15.000 66.200 0.427 1.866 
0.054 0.269 0.193 -0.149 -0.081 0.242 0.227 -0.110 16.000 65.800 0.427 1.895 
-0.071 0.405 0.466 -0.161 -0.274 0.442 0.149 -0.115 17.000 65.600 0.427 1.924 
-0.154 0.503 0.642 -0.166 -0.405 0.581 0.095 -0.120 17.800 65.400 0.430 1.954 
-0.178 0.484 0.647 -0.144 -0.420 0.574 0.115 -0.105 18.800 65.200 0.432 2.002 
-0.188 0.427 0.596 -0.110 -0.400 0.523 0.164 -0.083 19.800 65.000 0.432 2.051 
-0.222 0.320 0.527 -0.042 -0.381 0.432 0.388 -0.034 20.800 64.800 0.435 2.100 
-0.247 0.227 0.457 0.020 -0.359 0.352 0.557 0.005 21.600 64.600 0.437 2.149 
-0.261 0.176 0.418 0.054 -0.349 0.308 0.801 0.027 22.400 64.400 0.437 2.208 
-0.269 0.134 0.388 0.076 -0.335 0.269 0.972 0.042 23.200 64.200 0.440 2.266 
-0.305 0.083 0.376 0.117 -0.347 0.237 0.886 0.071 23.800 64.000 0.442 2.325 
-0.320 0.027 0.337 0.151 -0.332 0.188 0.947 0.095 24.400 64.000 0.444 2.383 
-0.313 0.002 0.300 0.164 -0.313 0.159 0.879 0.100 24.800 63.800 0.444 2.447 
-0.310 -0.024 0.266 0.178 -0.298 0.132 0.762 0.110 25.000 63.600 0.447 2.510 
-0.300 -0.063 0.225 0.188 -0.269 0.088 0.711 0.120 25.200 63.400 0.447 2.574 
-0.298 -0.085 0.195 0.200 -0.254 0.063 0.618 0.125 25.200 63.200 0.449 2.637 
-0.288 -0.100 0.176 0.200 -0.237 0.044 0.476 0.127 25.200 63.000 0.452 2.686 
-0.283 -0.098 0.164 0.203 -0.234 0.044 0.366 0.125 25.200 62.800 0.454 2.735 
-0.264 -0.110 0.137 0.195 -0.208 0.022 0.252 0.122 25.000 62.800 0.457 2.784 
-0.239 -0.112 0.110 0.186 -0.183 0.007 0.154 0.115 24.800 62.600 0.459 2.833 
-0.203 -0.088 0.098 0.154 -0.159 0.015 0.005 0.095 24.600 62.600 0.462 2.877 
-0.193 -0.083 0.095 0.147 -0.151 0.015 -0.110 0.090 24.400 62.400 0.464 2.921 
-0.176 -0.095 0.063 0.144 -0.127 -0.007 -0.188 0.088 24.400 62.200 0.464 2.965 
-0.156 -0.085 0.059 0.127 -0.112 -0.007 -0.283 0.078 24.600 62.200 0.469 3.009 
-0.134 -0.076 0.044 0.112 -0.095 -0.007 -0.291 0.068 25.000 62.200 0.471 3.038 
-0.120 -0.073 0.027 0.107 -0.083 -0.012 -0.266 0.061 25.600 62.000 0.474 3.067 
-0.098 -0.071 0.020 0.088 -0.061 -0.022 -0.247 0.054 26.600 62.200 0.476 3.096 
-0.085 -0.063 0.005 0.083 -0.054 -0.020 -0.193 0.046 27.800 62.200 0.479 3.126 
-0.073 -0.056 -0.000 0.073 -0.044 -0.020 -0.171 0.042 29.600 62.600 0.481 3.145 
-0.068 -0.049 -0.002 0.071 -0.044 -0.015 -0.178 0.037 31.600 62.800 0.486 3.165 
-0.049 -0.044 -0.007 0.054 -0.027 -0.020 -0.178 0.029 34.200 63.400 0.488 3.184 
-0.044 -0.039 -0.007 0.049 -0.024 -0.017 -0.166 0.024 37.200 63.800 0.493 3.204 
-0.046 -0.039 -0.012 0.054 -0.027 -0.015 -0.154 0.027 40.600 64.600 0.496 3.219 
-0.044 -0.042 -0.017 0.054 -0.022 -0.020 -0.154 0.027 44.400 65.400 0.496 3.233 
-0.042 -0.049 -0.017 0.051 -0.017 -0.027 -0.156 0.027 48.400 66.200 0.498 3.248 
-0.039 -0.039 -0.017 0.049 -0.020 -0.020 -0.154 0.024 52.600 67.200 0.501 3.263 
-0.037 -0.039 -0.015 0.044 -0.017 -0.020 -0.144 0.022 57.000 68.200 0.505 3.263 
-0.042 -0.051 -0.024 0.054 -0.015 -0.029 -0.144 0.029 61.600 69.400 0.510 3.263 
-0.032 -0.042 -0.022 0.044 -0.010 -0.024 -0.156 0.022 65.800 70.400 0.515 3.263 
-0.034 -0.042 -0.022 0.046 -0.012 -0.024 -0.147 0.022 70.200 71.600 0.523 3.263 
-0.027 -0.039 -0.027 0.042 -0.007 -0.024 -0.144 0.020 74.200 72.600 0.523 3.243 
-0.037 -0.046 -0.027 0.051 -0.012 -0.027 -0.149 0.024 78.000 73.600 0.525 3.223 
