I II III aVR aVL aVF V1 AO Resp SPO2
-0.029 -0.071 -0.042 0.051 0.007 -0.056 0.037 75.400 0.339 3.223 
-0.027 -0.073 -0.049 0.051 0.010 -0.059 0.032 75.000 0.327 3.189 
-0.022 -0.073 -0.056 0.051 0.015 -0.061 0.037 74.800 0.313 3.155 
-0.024 -0.068 -0.051 0.051 0.010 -0.056 0.032 74.400 0.298 3.121 
-0.024 -0.081 -0.051 0.051 0.017 -0.068 0.034 74.000 0.283 3.087 
-0.024 -0.078 -0.056 0.054 0.015 -0.066 0.042 73.800 0.271 3.057 
-0.034 -0.073 -0.049 0.059 0.002 -0.056 0.039 73.600 0.259 3.028 
-0.032 -0.073 -0.044 0.054 0.005 -0.056 0.042 73.200 0.247 2.999 
-0.024 -0.083 -0.051 0.051 0.017 -0.071 0.042 73.000 0.232 2.969 
-0.024 -0.083 -0.056 0.054 0.017 -0.071 0.034 72.800 0.046 2.945 
-0.022 -0.081 -0.054 0.049 0.020 -0.068 0.037 72.400 0.032 2.921 
-0.034 -0.071 -0.039 0.054 0.002 -0.054 0.044 72.000 -0.154 2.896 
-0.034 -0.081 -0.044 0.056 0.007 -0.063 0.049 71.800 -0.171 2.872 
-0.037 -0.088 -0.054 0.063 0.007 -0.068 0.054 71.400 -0.012 2.847 
-0.037 -0.095 -0.059 0.066 0.012 -0.076 0.068 71.000 -0.024 2.823 
-0.051 -0.105 -0.051 0.078 0.002 -0.078 0.090 70.600 0.132 2.799 
-0.061 -0.088 -0.029 0.076 -0.017 -0.056 0.105 70.200 0.117 2.774 
-0.034 0.017 0.049 0.010 -0.042 0.034 0.076 69.800 0.105 2.755 
0.051 0.217 0.164 -0.132 -0.056 0.193 -0.034 69.400 0.093 2.735 
0.144 0.444 0.303 -0.295 -0.078 0.374 -0.181 69.200 0.078 2.716 
0.269 0.733 0.466 -0.501 -0.098 0.598 -0.422 68.800 0.066 2.696 
0.369 1.035 0.669 -0.703 -0.149 0.852 -0.694 68.600 0.054 2.672 
0.405 1.128 0.720 -0.764 -0.159 0.926 -0.835 68.400 0.039 2.647 
0.371 0.864 0.493 -0.618 -0.061 0.679 -0.757 68.200 0.027 2.623 
0.154 0.295 0.142 -0.225 0.007 0.220 -0.435 68.000 0.012 2.598 
0.039 -0.105 -0.137 0.029 0.093 -0.125 -0.190 68.000 -0.000 2.574 
-0.024 -0.198 -0.176 0.112 0.076 -0.186 -0.083 67.800 -0.012 2.549 
-0.056 -0.252 -0.198 0.156 0.071 -0.222 -0.012 67.600 -0.027 2.525 
-0.068 -0.227 -0.151 0.144 0.046 -0.193 -0.000 67.600 -0.042 2.501 
-0.046 -0.117 -0.073 0.083 0.012 -0.093 -0.017 67.600 -0.051 2.476 
-0.027 -0.042 -0.017 0.037 -0.005 -0.027 -0.005 67.400 -0.061 2.452 
-0.017 -0.032 -0.017 0.027 -0.000 -0.022 -0.005 67.400 -0.073 2.427 
-0.015 -0.039 -0.027 0.029 0.005 -0.032 0.005 67.200 -0.085 2.403 
-0.015 -0.046 -0.029 0.029 0.010 -0.039 0.015 67.200 -0.095 2.379 
-0.012 -0.037 -0.029 0.027 0.007 -0.029 0.027 67.000 -0.105 2.354 
-0.015 -0.044 -0.032 0.032 0.007 -0.037 0.029 66.800 -0.115 2.330 
-0.015 -0.051 -0.034 0.032 0.012 -0.044 0.032 66.600 -0.127 2.305 
-0.015 -0.056 -0.046 0.039 0.015 -0.049 0.034 66.400 -0.134 2.281 
-0.012 -0.054 -0.044 0.034 0.015 -0.046 0.034 66.000 -0.142 2.256 
-0.015 -0.054 -0.039 0.034 0.012 -0.046 0.034 65.800 -0.151 2.232 
-0.024 -0.061 -0.042 0.046 0.007 -0.049 0.037 65.600 -0.159 2.208 
-0.024 -0.054 -0.037 0.044 0.002 -0.042 0.034 65.200 -0.164 2.178 
-0.015 -0.049 -0.037 0.034 0.010 -0.042 0.039 65.000 -0.168 2.149 
-0.020 -0.049 -0.039 0.039 0.005 -0.039 0.032 64.600 -0.173 2.120 
-0.029 -0.054 -0.029 0.044 -0.002 -0.039 0.032 64.400 -0.181 2.090 
-0.024 -0.061 -0.034 0.042 0.007 -0.049 0.037 64.200 -0.186 2.046 
-0.022 -0.042 -0.029 0.037 -0.000 -0.029 0.034 64.000 -0.190 2.002 
-0.024 -0.042 -0.029 0.039 -0.002 -0.029 0.034 63.800 -0.193 1.958 
-0.022 -0.042 -0.022 0.034 -0.000 -0.029 0.034 63.600 -0.200 1.915 
-0.017 -0.049 -0.029 0.032 0.007 -0.039 0.032 63.400 -0.205 1.895 
-0.029 -0.037 -0.017 0.039 -0.010 -0.022 0.032 63.400 -0.212 1.875 
-0.024 -0.032 -0.015 0.032 -0.007 -0.020 0.022 63.200 -0.220 1.856 
-0.007 -0.037 -0.029 0.022 0.012 -0.032 0.017 63.200 -0.227 1.836 
-0.017 -0.037 -0.020 0.027 0.002 -0.027 0.020 63.200 -0.230 1.817 
-0.022 -0.032 -0.015 0.029 -0.005 -0.020 0.015 63.200 -0.234 1.797 
-0.020 -0.037 -0.020 0.029 -0.000 -0.027 0.020 63.400 -0.237 1.778 
-0.024 -0.034 -0.012 0.032 -0.007 -0.022 0.022 63.800 -0.242 1.758 
-0.029 -0.032 -0.010 0.034 -0.012 -0.017 0.017 64.200 -0.247 1.744 
-0.029 -0.024 -0.002 0.032 -0.017 -0.010 0.017 64.800 -0.249 1.729 
-0.024 -0.024 -0.005 0.027 -0.012 -0.012 0.017 65.600 -0.254 1.714 
-0.024 -0.032 -0.015 0.032 -0.007 -0.020 0.010 66.400 -0.259 1.700 
-0.017 -0.022 -0.007 0.022 -0.005 -0.012 0.005 67.600 -0.264 1.680 
-0.012 -0.012 -0.005 0.015 -0.005 -0.005 0.005 68.800 -0.266 1.661 
-0.000 -0.007 -0.007 0.005 0.005 -0.007 0.005 70.200 -0.271 1.641 
-0.012 -0.010 -0.005 0.015 -0.007 -0.002 0.007 72.000 -0.274 1.621 
0.005 0.010 0.002 -0.005 -0.000 0.007 0.002 73.800 -0.278 1.597 
-0.005 0.007 0.010 -0.000 -0.007 0.010 0.005 75.800 -0.281 1.573 
-0.005 0.010 0.015 -0.002 -0.010 0.012 -0.005 78.200 -0.286 1.548 
-0.000 0.005 0.007 -0.002 -0.002 0.005 -0.005 80.600 -0.288 1.524 
-0.007 -0.000 0.007 0.005 -0.007 0.005 -0.012 83.000 -0.291 1.504 
0.002 0.010 0.007 -0.005 -0.002 0.010 -0.022 85.600 -0.291 1.485 
-0.005 0.012 0.017 -0.002 -0.010 0.015 -0.022 88.400 -0.291 1.465 
0.002 0.029 0.022 -0.012 -0.012 0.029 -0.020 91.200 -0.293 1.446 
0.002 0.034 0.032 -0.017 -0.015 0.034 -0.020 94.000 -0.293 1.431 
0.005 0.037 0.032 -0.020 -0.012 0.034 -0.020 97.000 -0.295 1.416 
0.012 0.042 0.039 -0.032 -0.007 0.037 -0.024 100.000 -0.295 1.402 
0.015 0.046 0.037 -0.032 -0.007 0.039 -0.029 103.000 -0.298 1.387 
0.020 0.051 0.034 -0.037 -0.005 0.042 -0.037 106.000 -0.298 1.372 
0.017 0.066 0.046 -0.039 -0.015 0.059 -0.037 109.000 -0.298 1.358 
0.022 0.068 0.046 -0.044 -0.012 0.059 -0.039 111.800 -0.298 1.343 
0.024 0.068 0.046 -0.046 -0.010 0.056 -0.044 114.600 -0.298 1.328 
0.022 0.071 0.049 -0.046 -0.012 0.061 -0.049 117.400 -0.298 1.314 
0.020 0.081 0.056 -0.046 -0.020 0.071 -0.056 120.000 -0.295 1.299 
0.017 0.071 0.061 -0.046 -0.017 0.063 -0.044 122.600 -0.295 1.284 
0.017 0.073 0.059 -0.046 -0.020 0.066 -0.044 125.000 -0.293 1.270 
0.017 0.073 0.061 -0.046 -0.020 0.066 -0.046 127.400 -0.291 1.255 
0.010 0.081 0.071 -0.044 -0.029 0.076 -0.044 129.600 -0.291 1.241 
0.017 0.083 0.063 -0.049 -0.024 0.076 -0.051 131.600 -0.288 1.226 
0.015 0.081 0.066 -0.046 -0.024 0.073 -0.049 133.600 -0.286 1.211 
0.017 0.083 0.066 -0.049 -0.024 0.076 -0.051 135.400 -0.283 1.187 
0.017 0.088 0.068 -0.051 -0.027 0.081 -0.051 137.000 -0.281 1.162 
0.024 0.093 0.071 -0.059 -0.022 0.081 -0.054 138.600 -0.278 1.138 
0.037 0.095 0.061 -0.066 -0.010 0.078 -0.054 139.800 -0.274 1.114 
0.029 0.083 0.049 -0.054 -0.012 0.068 -0.054 141.000 -0.271 1.089 
0.024 0.081 0.051 -0.049 -0.015 0.068 -0.056 142.200 -0.266 1.065 
0.020 0.061 0.039 -0.039 -0.010 0.051 -0.056 143.000 -0.264 1.040 
0.015 0.056 0.039 -0.034 -0.012 0.049 -0.054 143.800 -0.259 1.016 
0.012 0.037 0.027 -0.024 -0.005 0.032 -0.049 144.600 -0.254 1.001 
0.010 0.029 0.015 -0.017 -0.005 0.024 -0.042 145.200 -0.247 0.987 
0.022 0.029 0.007 -0.024 0.007 0.020 -0.029 145.800 -0.239 0.972 
0.012 0.007 -0.005 -0.010 0.010 0.002 -0.020 146.200 -0.232 0.957 
0.007 -0.007 -0.015 -0.000 0.012 -0.010 -0.012 146.400 -0.227 0.962 
0.002 -0.020 -0.022 0.010 0.012 -0.020 -0.007 146.600 -0.222 0.967 
-0.005 -0.032 -0.024 0.017 0.012 -0.029 -0.005 146.800 -0.217 0.972 
-0.005 -0.034 -0.037 0.024 0.012 -0.032 -0.000 146.800 -0.212 0.977 
-0.017 -0.044 -0.027 0.032 0.005 -0.034 0.007 147.000 -0.208 1.016 
0.005 -0.051 -0.059 0.024 0.032 -0.054 0.012 147.000 -0.200 1.055 
-0.005 -0.051 -0.046 0.029 0.022 -0.049 0.017 147.000 -0.195 1.094 
-0.017 -0.059 -0.044 0.039 0.012 -0.049 0.015 147.000 -0.188 1.133 
-0.029 -0.063 -0.037 0.049 0.002 -0.049 0.020 146.800 -0.181 1.216 
-0.034 -0.071 -0.037 0.054 0.002 -0.054 0.022 146.800 -0.173 1.299 
-0.039 -0.073 -0.034 0.056 -0.002 -0.054 0.022 146.600 -0.166 1.382 
-0.042 -0.073 -0.034 0.059 -0.005 -0.051 0.024 146.400 -0.156 1.465 
-0.029 -0.076 -0.049 0.054 0.010 -0.061 0.020 146.200 -0.149 1.578 
-0.029 -0.076 -0.049 0.054 0.010 -0.061 0.024 145.800 -0.142 1.690 
-0.029 -0.078 -0.056 0.059 0.010 -0.063 0.027 145.400 -0.134 1.802 
-0.029 -0.073 -0.051 0.056 0.007 -0.059 0.029 144.800 -0.127 1.915 
-0.020 -0.078 -0.059 0.049 0.020 -0.068 0.032 144.200 0.051 2.042 
-0.022 -0.081 -0.061 0.054 0.020 -0.068 0.034 143.600 0.061 2.168 
-0.029 -0.085 -0.061 0.061 0.015 -0.071 0.027 142.800 0.242 2.295 
-0.027 -0.085 -0.063 0.059 0.017 -0.071 0.032 142.000 0.252 2.422 
-0.015 -0.088 -0.068 0.049 0.029 -0.081 0.027 141.000 0.088 2.545 
-0.020 -0.088 -0.063 0.051 0.024 -0.078 0.032 140.200 0.093 2.667 
-0.022 -0.083 -0.063 0.054 0.020 -0.071 0.037 139.000 -0.068 2.789 
-0.017 -0.081 -0.061 0.049 0.024 -0.071 0.032 137.600 -0.061 2.911 
-0.022 -0.090 -0.068 0.056 0.024 -0.078 0.027 136.200 -0.054 3.009 
-0.022 -0.081 -0.059 0.051 0.020 -0.068 0.027 134.600 -0.046 3.106 
-0.020 -0.083 -0.059 0.049 0.022 -0.073 0.022 132.600 -0.039 3.204 
-0.010 -0.073 -0.061 0.042 0.027 -0.068 0.015 130.600 -0.032 3.302 
-0.010 -0.071 -0.059 0.039 0.027 -0.066 0.017 128.400 -0.027 3.370 
-0.015 -0.078 -0.063 0.046 0.024 -0.071 0.017 126.000 -0.022 3.438 
-0.024 -0.088 -0.061 0.056 0.020 -0.076 0.015 123.600 -0.017 3.507 
-0.015 -0.068 -0.051 0.042 0.020 -0.061 0.010 121.200 -0.010 3.575 
-0.005 -0.059 -0.049 0.029 0.024 -0.056 0.012 118.800 -0.005 3.614 
-0.010 -0.054 -0.046 0.034 0.017 -0.049 0.020 116.400 -0.000 3.653 
-0.005 -0.056 -0.051 0.032 0.024 -0.054 0.017 114.200 0.007 3.692 
0.002 -0.056 -0.059 0.027 0.032 -0.056 0.015 112.000 0.012 3.731 
-0.002 -0.059 -0.051 0.029 0.027 -0.056 0.012 110.000 0.015 3.751 
0.005 -0.051 -0.051 0.022 0.032 -0.054 0.010 108.200 0.017 3.770 
0.005 -0.051 -0.054 0.022 0.032 -0.054 0.005 106.400 0.020 3.790 
-0.005 -0.059 -0.051 0.032 0.024 -0.056 -0.000 105.000 0.022 3.810 
-0.000 -0.051 -0.049 0.024 0.027 -0.051 -0.005 103.600 0.027 3.824 
-0.002 -0.051 -0.046 0.027 0.024 -0.049 -0.000 102.600 0.029 3.839 
-0.000 -0.051 -0.049 0.024 0.027 -0.051 0.002 101.800 0.034 3.853 
-0.012 -0.063 -0.044 0.034 0.020 -0.056 -0.000 101.200 0.042 3.868 
-0.010 -0.056 -0.044 0.032 0.020 -0.051 -0.000 101.000 0.046 3.897 
-0.012 -0.061 -0.049 0.037 0.020 -0.054 -0.000 100.800 0.051 3.927 
-0.007 -0.059 -0.049 0.032 0.022 -0.054 -0.000 100.800 0.056 3.956 
-0.012 -0.061 -0.049 0.037 0.020 -0.054 -0.000 100.800 0.061 3.985 
-0.012 -0.066 -0.049 0.037 0.022 -0.059 -0.000 100.800 0.068 4.000 
-0.005 -0.056 -0.051 0.032 0.024 -0.054 -0.002 101.000 0.076 4.015 
-0.000 -0.056 -0.051 0.027 0.029 -0.056 -0.002 101.000 0.081 4.029 
-0.002 -0.056 -0.049 0.027 0.027 -0.054 0.002 100.800 0.088 4.044 
-0.002 -0.046 -0.042 0.024 0.022 -0.044 -0.002 100.600 0.093 4.049 
-0.000 -0.039 -0.037 0.020 0.020 -0.039 -0.010 100.000 0.095 4.054 
-0.000 -0.032 -0.034 0.017 0.017 -0.032 -0.007 99.600 0.100 4.059 
-0.002 -0.020 -0.015 0.010 0.007 -0.017 -0.015 98.800 0.103 4.063 
-0.007 -0.017 -0.005 0.010 0.002 -0.012 -0.024 98.200 0.107 4.054 
-0.010 0.002 0.005 0.007 -0.010 0.007 -0.037 97.400 0.115 4.044 
-0.000 0.002 -0.002 0.002 -0.000 0.002 -0.042 96.600 0.120 4.034 
0.010 -0.000 -0.010 -0.005 0.010 -0.005 -0.039 95.800 0.127 4.024 
-0.002 0.002 -0.007 0.007 -0.002 0.005 -0.029 95.000 0.127 3.995 
-0.002 0.005 0.002 0.002 -0.005 0.007 -0.020 94.000 0.129 3.966 
0.007 0.005 -0.002 -0.005 0.005 0.002 -0.029 93.200 0.129 3.937 
0.027 0.017 -0.007 -0.022 0.020 0.005 -0.042 92.400 0.132 3.907 
0.037 0.037 -0.000 -0.037 0.020 0.020 -0.054 91.600 0.137 3.863 
0.042 0.042 0.002 -0.042 0.022 0.022 -0.054 90.600 0.139 3.819 
0.037 0.049 0.010 -0.042 0.012 0.032 -0.049 89.800 0.144 3.775 
0.029 0.039 0.012 -0.034 0.010 0.024 -0.046 89.000 0.147 3.731 
0.022 0.044 0.022 -0.032 -0.000 0.034 -0.042 88.400 0.149 3.683 
0.020 0.039 0.024 -0.032 -0.000 0.029 -0.034 87.600 0.151 3.634 
0.005 0.012 0.007 -0.007 -0.000 0.010 -0.037 87.000 0.151 3.585 
0.007 -0.002 -0.005 -0.005 0.010 -0.005 -0.027 86.400 0.156 3.536 
0.005 -0.022 -0.024 0.007 0.017 -0.024 -0.017 85.800 0.156 3.487 
-0.000 -0.037 -0.039 0.020 0.020 -0.037 -0.010 85.000 0.156 3.438 
-0.010 -0.059 -0.039 0.029 0.020 -0.054 0.024 84.400 0.156 3.389 
-0.022 -0.059 -0.032 0.039 0.007 -0.046 0.039 83.800 0.156 3.341 
-0.029 -0.068 -0.044 0.051 0.005 -0.054 0.039 83.000 0.156 3.297 
-0.027 -0.071 -0.044 0.049 0.010 -0.056 0.034 82.200 0.156 3.253 
-0.020 -0.081 -0.059 0.049 0.022 -0.071 0.034 81.400 0.156 3.209 
-0.017 -0.085 -0.066 0.051 0.027 -0.076 0.034 80.600 0.159 3.165 
-0.022 -0.090 -0.066 0.056 0.024 -0.078 0.039 80.000 0.159 3.126 
-0.027 -0.090 -0.061 0.059 0.020 -0.076 0.042 79.200 0.159 3.087 
-0.024 -0.095 -0.066 0.059 0.024 -0.083 0.042 78.600 0.159 3.048 
-0.024 -0.098 -0.068 0.059 0.024 -0.085 0.044 78.000 0.159 3.009 
-0.017 -0.095 -0.071 0.054 0.032 -0.085 0.039 77.400 0.159 2.979 
-0.024 -0.093 -0.066 0.059 0.022 -0.081 0.044 77.000 0.159 2.950 
-0.032 -0.095 -0.063 0.063 0.017 -0.078 0.042 76.400 0.156 2.921 
-0.029 -0.098 -0.066 0.063 0.020 -0.083 0.044 76.000 0.156 2.891 
-0.032 -0.098 -0.061 0.063 0.017 -0.081 0.042 75.600 0.154 2.867 
-0.037 -0.100 -0.059 0.066 0.015 -0.081 0.044 75.400 0.151 2.842 
-0.027 -0.100 -0.071 0.063 0.024 -0.085 0.037 75.000 0.149 2.818 
-0.051 -0.105 -0.054 0.078 0.002 -0.078 0.054 74.800 0.147 2.794 
-0.037 -0.110 -0.071 0.073 0.020 -0.090 0.059 74.400 0.147 2.769 
-0.042 -0.115 -0.073 0.078 0.017 -0.093 0.066 74.000 0.147 2.745 
-0.044 -0.117 -0.066 0.078 0.015 -0.095 0.088 73.600 0.147 2.720 
-0.059 -0.117 -0.049 0.083 -0.000 -0.088 0.110 73.000 0.147 2.696 
-0.063 -0.056 0.007 0.061 -0.034 -0.024 0.100 72.400 0.144 2.676 
-0.000 0.095 0.090 -0.044 -0.046 0.095 0.027 71.600 0.139 2.657 
0.105 0.313 0.215 -0.212 -0.051 0.261 -0.112 70.800 0.137 2.637 
0.225 0.559 0.347 -0.398 -0.054 0.447 -0.330 70.200 0.132 2.618 
0.354 0.803 0.459 -0.584 -0.046 0.628 -0.584 69.400 0.132 2.593 
0.420 0.991 0.574 -0.706 -0.076 0.781 -0.799 69.000 0.132 2.569 
0.415 0.840 0.432 -0.630 -0.005 0.632 -0.803 68.400 0.132 2.545 
0.259 0.432 0.181 -0.349 0.044 0.303 -0.584 68.000 0.132 2.520 
0.073 -0.017 -0.083 -0.032 0.083 -0.054 -0.303 67.800 0.129 2.496 
0.007 -0.183 -0.188 0.088 0.100 -0.186 -0.147 67.600 0.127 2.471 
-0.020 -0.210 -0.183 0.112 0.085 -0.200 -0.088 67.400 0.125 2.447 
-0.056 -0.217 -0.154 0.134 0.054 -0.188 -0.044 67.200 0.122 2.422 
-0.061 -0.164 -0.100 0.112 0.022 -0.132 -0.029 67.200 0.122 2.398 
-0.042 -0.071 -0.029 0.056 -0.005 -0.049 -0.017 67.000 0.122 2.374 
-0.027 -0.051 -0.020 0.037 -0.000 -0.037 0.005 67.000 0.122 2.349 
-0.024 -0.066 -0.032 0.042 0.010 -0.054 0.007 67.000 0.122 2.325 
-0.012 -0.066 -0.042 0.034 0.022 -0.059 0.015 66.800 0.122 2.295 
-0.022 -0.068 -0.039 0.042 0.012 -0.056 0.022 66.600 0.122 2.266 
-0.017 -0.066 -0.044 0.039 0.017 -0.056 0.027 66.400 0.125 2.237 
-0.022 -0.068 -0.042 0.044 0.012 -0.056 0.024 66.200 0.127 2.208 
-0.015 -0.061 -0.039 0.034 0.017 -0.054 0.027 65.600 0.125 2.183 
-0.005 -0.059 -0.056 0.034 0.024 -0.056 0.024 65.200 0.125 2.159 
-0.017 -0.066 -0.044 0.039 0.017 -0.056 0.027 64.400 0.125 2.134 
-0.029 -0.068 -0.034 0.046 0.005 -0.054 0.042 63.600 0.122 2.110 
-0.017 -0.061 -0.037 0.037 0.015 -0.051 0.044 62.600 0.122 2.081 
-0.020 -0.049 -0.034 0.037 0.005 -0.039 0.044 61.600 0.122 2.051 
-0.017 -0.051 -0.029 0.032 0.010 -0.042 0.049 60.400 0.122 2.022 
-0.017 -0.061 -0.037 0.037 0.015 -0.051 0.039 59.400 0.122 1.993 
-0.020 -0.061 -0.032 0.037 0.012 -0.051 0.037 58.400 0.122 1.973 
-0.032 -0.063 -0.034 0.049 -0.000 -0.046 0.037 57.600 0.122 1.954 
-0.029 -0.066 -0.039 0.049 0.005 -0.051 0.034 57.000 0.122 1.934 
-0.022 -0.059 -0.042 0.044 0.007 -0.046 0.029 56.600 0.122 1.915 
-0.020 -0.063 -0.037 0.039 0.012 -0.054 0.027 56.400 0.122 1.890 
-0.017 -0.061 -0.042 0.039 0.015 -0.051 0.027 56.600 0.122 1.866 
-0.020 -0.063 -0.044 0.042 0.012 -0.054 0.027 56.800 0.122 1.841 
-0.012 -0.061 -0.044 0.034 0.020 -0.054 0.029 57.400 0.122 1.817 
-0.012 -0.056 -0.039 0.032 0.017 -0.049 0.024 58.000 0.120 1.797 
-0.010 -0.049 -0.037 0.029 0.015 -0.044 0.024 58.800 0.117 1.778 
-0.010 -0.044 -0.032 0.027 0.012 -0.039 0.024 59.800 0.117 1.758 
-0.005 -0.046 -0.034 0.022 0.020 -0.044 0.017 60.600 0.112 1.739 
-0.007 -0.042 -0.032 0.024 0.015 -0.037 0.020 61.600 0.115 1.705 
-0.012 -0.029 -0.020 0.022 0.002 -0.022 0.020 62.600 0.117 1.670 
-0.010 -0.027 -0.012 0.017 0.005 -0.022 0.017 63.800 0.120 1.636 
-0.005 -0.024 -0.015 0.012 0.007 -0.022 0.017 65.000 0.122 1.602 
-0.000 -0.020 -0.015 0.007 0.010 -0.020 0.017 66.200 0.122 1.578 
-0.005 -0.012 -0.005 0.007 0.002 -0.010 0.002 67.800 0.122 1.553 
-0.007 -0.010 -0.002 0.010 -0.002 -0.005 0.010 69.600 0.125 1.529 
-0.005 -0.010 -0.002 0.007 -0.000 -0.007 0.007 71.600 0.127 1.504 
0.002 -0.007 -0.007 0.002 0.007 -0.007 -0.002 73.800 0.127 1.485 
-0.005 -0.002 -0.000 0.005 -0.002 -0.000 0.002 76.200 0.127 1.465 
-0.005 0.007 0.015 -0.002 -0.007 0.010 0.002 79.000 0.127 1.446 
-0.005 0.012 0.017 -0.002 -0.010 0.015 -0.000 81.800 0.127 1.426 
-0.007 0.017 0.020 -0.002 -0.015 0.022 -0.007 84.800 0.129 1.407 
-0.005 0.015 0.017 -0.002 -0.012 0.017 -0.010 87.800 0.132 1.387 
-0.002 0.020 0.022 -0.007 -0.012 0.022 -0.010 91.200 0.134 1.368 
0.015 0.037 0.024 -0.027 -0.002 0.029 -0.020 94.400 0.137 1.348 
0.022 0.042 0.022 -0.032 0.002 0.032 -0.032 97.800 0.137 1.333 
0.024 0.046 0.029 -0.039 0.002 0.034 -0.032 101.200 0.134 1.319 
0.020 0.056 0.039 -0.039 -0.007 0.046 -0.034 104.600 0.134 1.304 
0.017 0.054 0.042 -0.037 -0.010 0.046 -0.037 107.800 0.132 1.289 
0.029 0.059 0.034 -0.046 -0.000 0.044 -0.039 111.000 0.132 1.275 
0.020 0.059 0.039 -0.039 -0.010 0.049 -0.027 114.000 0.129 1.260 
0.034 0.061 0.029 -0.049 0.005 0.044 -0.037 116.800 0.129 1.245 
0.042 0.061 0.020 -0.051 0.012 0.042 -0.044 119.600 0.127 1.231 
0.020 0.054 0.037 -0.037 -0.007 0.044 -0.032 122.000 0.122 1.216 
0.020 0.059 0.044 -0.042 -0.010 0.049 -0.049 124.400 0.120 1.201 
0.027 0.073 0.049 -0.051 -0.010 0.061 -0.046 126.600 0.117 1.187 
0.015 0.083 0.068 -0.049 -0.027 0.076 -0.044 128.800 0.112 1.172 
0.012 0.078 0.071 -0.046 -0.027 0.073 -0.046 130.800 0.110 1.153 
0.010 0.083 0.071 -0.044 -0.032 0.078 -0.056 132.600 0.105 1.133 
0.020 0.071 0.054 -0.046 -0.015 0.061 -0.049 134.200 0.103 1.114 
0.027 0.071 0.056 -0.054 -0.007 0.059 -0.054 136.000 0.098 1.094 
0.020 0.081 0.066 -0.051 -0.020 0.071 -0.051 137.600 0.095 1.065 
0.015 0.088 0.071 -0.049 -0.029 0.081 -0.054 139.000 0.090 1.035 
0.017 0.100 0.083 -0.059 -0.032 0.093 -0.054 140.400 0.085 1.006 
0.012 0.100 0.090 -0.056 -0.037 0.095 -0.063 141.800 0.081 0.977 
0.022 0.093 0.068 -0.056 -0.024 0.083 -0.059 143.000 0.073 0.952 
0.024 0.085 0.059 -0.054 -0.017 0.073 -0.051 144.200 0.068 0.928 
0.020 0.068 0.054 -0.046 -0.015 0.059 -0.051 145.400 0.061 0.904 
0.024 0.056 0.037 -0.042 -0.002 0.044 -0.049 146.400 0.056 0.879 
0.029 0.056 0.029 -0.044 0.002 0.042 -0.049 147.200 0.046 0.869 
0.020 0.051 0.039 -0.039 -0.005 0.042 -0.054 148.000 0.039 0.860 
0.007 0.051 0.046 -0.029 -0.017 0.049 -0.039 148.600 0.032 0.850 
0.012 0.029 0.020 -0.022 -0.002 0.024 -0.027 149.000 0.022 0.840 
0.010 0.015 0.005 -0.012 0.002 0.010 -0.022 149.400 0.017 0.860 
-0.000 0.005 0.002 -0.000 -0.002 0.005 -0.015 149.800 0.010 0.879 
-0.002 -0.002 0.002 0.002 -0.000 -0.000 -0.000 150.000 0.005 0.899 
-0.007 -0.015 -0.005 0.010 -0.000 -0.010 -0.000 150.200 -0.000 0.918 
-0.017 -0.027 -0.010 0.022 -0.002 -0.017 0.002 150.400 -0.005 0.972 
-0.010 -0.029 -0.017 0.020 0.005 -0.024 0.012 150.600 -0.010 1.026 
-0.012 -0.037 -0.022 0.024 0.007 -0.029 0.015 150.800 -0.015 1.079 
-0.010 -0.029 -0.017 0.020 0.005 -0.024 0.015 151.000 -0.022 1.133 
-0.022 -0.042 -0.012 0.029 -0.000 -0.029 0.020 151.200 -0.027 1.231 
-0.020 -0.037 -0.012 0.027 -0.000 -0.027 0.012 151.200 -0.032 1.328 
-0.020 -0.049 -0.024 0.032 0.005 -0.039 0.027 151.200 -0.034 1.426 
-0.037 -0.059 -0.017 0.046 -0.007 -0.039 0.015 151.200 -0.042 1.524 
-0.020 -0.054 -0.032 0.037 0.007 -0.044 0.039 151.000 -0.044 1.646 
-0.024 -0.044 -0.022 0.037 -0.002 -0.032 0.032 150.600 -0.049 1.768 
-0.032 -0.039 -0.012 0.039 -0.012 -0.022 0.027 150.200 -0.051 1.890 
-0.017 -0.042 -0.027 0.032 0.005 -0.032 0.027 149.600 -0.056 2.012 
-0.027 -0.061 -0.032 0.044 0.005 -0.046 0.024 149.000 -0.234 2.144 
-0.017 -0.056 -0.039 0.037 0.012 -0.046 0.027 148.400 -0.242 2.276 
-0.022 -0.059 -0.034 0.039 0.007 -0.046 0.029 147.600 -0.422 2.408 
-0.015 -0.049 -0.034 0.032 0.010 -0.042 0.032 146.600 -0.430 2.540 
-0.017 -0.049 -0.034 0.034 0.007 -0.039 0.029 145.600 -0.269 2.657 
-0.022 -0.046 -0.027 0.037 0.002 -0.034 0.029 144.600 -0.276 2.774 
-0.027 -0.054 -0.022 0.039 -0.000 -0.039 0.029 143.200 -0.112 2.891 
-0.015 -0.059 -0.042 0.037 0.015 -0.051 0.027 141.800 -0.122 3.009 
-0.020 -0.059 -0.039 0.039 0.010 -0.049 0.032 140.200 -0.132 3.101 
-0.012 -0.051 -0.034 0.029 0.015 -0.044 0.042 138.200 -0.142 3.194 
-0.015 -0.046 -0.032 0.032 0.010 -0.039 0.027 136.200 -0.149 3.287 
